#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
233.93456330034  4.20894E-23 
238.63664802268  3.05851E-22 
245.86757709442  2.06983E-21 
250.80951539401  1.06817E-20 
255.85078665343  3.46674E-20 
258.40929451997  7.97097E-20 
263.60332133982  2.19619E-19 
266.23935455322   6.5922E-19 
271.59076557974  2.14357E-18 
277.04973996789  6.74413E-18 
282.61843974125  2.26727E-17 
288.29907038004  8.07932E-17 
294.09388169468  2.72194E-16 
300.00516871675  7.26715E-16 
306.03527260795  2.73334E-15 
315.30844740325  1.63997E-14 
324.86260866801  8.87059E-14 
334.70627057326  4.34624E-13 
344.8482052779  1.95685E-12 
355.29745074603  7.56304E-12 
362.43892950602  2.56399E-11 
373.42119150899  8.13469E-11 
384.7362270329  2.79552E-10 
392.46942519626   8.9348E-10 
404.36164124913   2.73593E-9 
412.48931023824    7.1365E-9 
420.78034537403   1.61892E-8 
429.23803031605   3.52505E-8 
437.8657147254   1.00797E-7 
446.66681559138   2.48448E-7 
455.64481858477   5.42076E-7 
469.4513122327   1.24166E-6 
478.88728360858   2.76236E-6 
488.51291800911   5.96491E-6 
498.3320276611   1.24487E-5 
503.31534793771  0.000156365 
508.34850141708  0.000343268 
518.56630629557  0.000553992 
528.98948905211  0.000980921 
539.62217778206   0.00167759 
545.01839955988   0.00294796 
555.97326939103   0.00494592 
567.14833210579   0.00821524 
578.54801358112    0.0128518 
584.33349371693    0.0210638 
596.07859694064    0.0329241 
608.05977673914    0.0515475 
614.14037450653    0.0779559 
626.48459603412     0.117452 
639.0769364144     0.171727 
645.46770577855     0.254402 
651.92238283633     0.343226 
658.44160666469     0.437919 
671.67628295866      0.62233 
678.39304578824     0.880116 
692.02874600859      1.23956 
698.94903346867      1.69823 
712.99790904139      2.41203 
720.12788813181      3.28779 
734.60245868325      4.27906 
741.94848327009       5.7198 
749.36796810279      7.58187 
764.43026426165      9.96375 
772.07456690427      13.0847 
779.79531257331        17.05 
787.59326569905       21.704 
803.4238903396       27.902 
811.45812924299      35.7023 
819.57271053542      45.0858 
827.76843764078      56.2375 
844.40658323736      71.2334 
852.85064906973      88.4795 
861.37915556043       110.05 
869.99294711603      134.523 
878.69287658719      166.329 
887.47980535306      202.831 
896.3546034066      242.797 
914.37133093507      9916.09 
923.51504424442      70245.3 
932.75019468686      99579.4 
942.07769663373       163116 
951.49847360007       302859 
961.01345833607       400844 
970.62359291943       310519 
980.32982884862       545745 
990.13312713711       538253 
1000.0344584085       678247 
1010.0348029926       767337 
1020.1351510225       499676 
1030.3365025327       775530 
1040.639867558      1140340 
1051.0462662336      1392080 
1061.556728896      1364690 
1072.1722961849      1686320 
1082.8940191468      1875130 
1093.7229593382      2056040 
1104.6601889316     22300260 
1115.7067908209     49462800 
1126.8638587291     69872900 
1138.1324973164     62781300 
1149.5138222896     84155600 
1161.0089605125     97656200 
1172.6190501176     92912000 
1184.3452406188     36599115 
1196.188693025      8254460 
1208.1505799552      1130330 
1220.2320857548      6727850 
1232.4344066123     62836800 
1244.7587506785    182453000 
1257.2063381852    127992000 
1269.7784015671    259601000 
1282.4761855828    294885500 
1295.3009474386     87728600 
1308.253956913    274897000 
1321.3364964821    349321000 
1334.5498614469    324297500 
1347.8953600614    382574000 
1361.374313662    308163000 
1374.9880567986    362693500 
1388.7379373666    364296000 
1402.6253167403    346428500 
1416.6515699077    387728000 
1430.8180856068 374082882.35294 
1445.1262664628 436732307.69231 
1459.5775291275    383432000 
1474.1733044187    386269000 
1488.9150374629    447620000 
1503.8041878376 403042863.63636 
1518.8422297159    364722000 
1534.0306520131    352481000 
1549.3709585332    329832000 
1564.8646681186    312892000 
1580.5133147997    381234000 
1596.3184479477    362746000 
1612.2816324272    349031500 
1628.4044487515    350682000 
1644.688493239    337881000 
1661.1353781714 305195045.45455 
1677.7467319531    386453000 
1694.5241992726    342645000 
1711.4694412654    293321500 
1728.584135678    321085500 
1745.8699770348    368790000 
1763.3286768051    307048000 
1780.9619635732    356561000 
1798.7715832089    352972500 
1816.759299041    335237000 
1834.9268920314    303736000 
1853.2761609517    292771000 
1871.8089225613    324886500 
1890.5270117869    303081500 
1909.4322819047    308663500 
1928.5266047238    319259500 
1947.811870771 327037636.36364 
1967.2899894787 342717117.64706 
1986.9628893735 315401238.09524 
2006.8325182673    304795500 
2026.9008434499    309685500 
2047.1698518844    294887500 
2067.6415504033    316878150 
2088.3179659073    291783500 
2109.2011455664    291704500 
2130.293157022    261801500 
2151.5960885923    280926000 
2173.1120494782    260330500 
2194.843169973    257774000 
2216.7916016727    236818000 
2238.9595176894    216581000 
2261.3491128663    228325500 
2283.962603995 228768666.66667 
2306.8022300349    197114000 
2329.8702523353    172834000 
2353.1689548586 177010333.33333 
2376.7006444072    163229500 
2400.4676508513    166552500 
2424.4723273598 184836333.33333 
2448.7170506334    184926500 
2473.2042211397    183073000 
2497.9362633511 190422608.69565 
2522.9156259846 168722111.11111 
