#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
420.78034537403  2.62043E-24 
429.23803031605  1.02106E-23 
437.8657147254  6.08504E-23 
446.66681559138  2.84491E-22 
455.64481858477  1.07292E-21 
469.4513122327  4.40344E-21 
478.88728360858  1.69692E-20 
488.51291800911  6.17078E-20 
498.3320276611   2.1219E-19 
503.31534793771  5.76345E-19 
508.34850141708   1.3022E-18 
518.56630629557  3.20652E-18 
528.98948905211   9.5572E-18 
539.62217778206   2.6853E-17 
545.01839955988  7.33508E-17 
555.97326939103  1.91645E-16 
567.14833210579  4.82828E-16 
578.54801358112  1.16211E-15 
584.33349371693  2.76752E-15 
596.07859694064  6.31903E-15 
608.05977673914  1.40132E-14 
614.14037450653  3.02071E-14 
626.48459603412  6.34121E-14 
639.0769364144  1.29851E-13 
645.46770577855  2.59592E-13 
651.92238283633  4.44352E-13 
658.44160666469  7.02672E-13 
671.67628295866   1.3289E-12 
678.39304578824  2.46226E-12 
692.02874600859  4.47356E-12 
698.94903346867  7.96552E-12 
712.99790904139  1.47589E-11 
720.12788813181  2.53674E-11 
734.60245868325  4.07334E-11 
741.94848327009  6.79237E-11 
749.36796810279   1.1158E-10 
764.43026426165   1.8069E-10 
772.07456690427  2.88532E-10 
779.79531257331  4.54749E-10 
787.59326569905  7.04374E-10 
803.4238903396    1.0855E-9 
811.45812924299   1.65008E-9 
819.57271053542   2.47755E-9 
827.76843764078   3.67974E-9 
844.40658323736   5.40754E-9 
852.85064906973   7.86622E-9 
861.37915556043   1.13312E-8 
869.99294711603   1.61512E-8 
878.69287658719   2.28576E-8 
887.47980535306    3.2037E-8 
896.3546034066   4.44877E-8 
914.37133093507  0.000120832 
923.51504424442  0.000405628 
932.75019468686  0.000567192 
942.07769663373  0.000793937 
951.49847360007   0.00114842 
961.01345833607    0.0015814 
970.62359291943   0.00214567 
980.32982884862   0.00291172 
990.13312713711    0.0038943 
1000.0344584085   0.00535204 
1010.0348029926   0.00710073 
1020.1351510225   0.00921184 
1030.3365025327    0.0123366 
1040.639867558    0.0161449 
1051.0462662336    0.0210037 
1061.556728896    0.0270428 
1072.1722961849    0.0348946 
1082.8940191468    0.0447509 
1093.7229593382    0.0567786 
1104.6601889316    0.3552185 
1115.7067908209     0.833279 
1126.8638587291      1.21182 
1138.1324973164      1.56626 
1149.5138222896      1.71641 
1161.0089605125       2.2861 
1172.6190501176      2.56835 
1184.3452406188     2.097775 
1196.188693025     0.997928 
1208.1505799552     0.536275 
1220.2320857548      1.29596 
1232.4344066123      3.09539 
1244.7587506785     11.23111 
1257.2063381852       18.629 
1269.7784015671      30.1501 
1282.4761855828     54.03055 
1295.3009474386      60.7185 
1308.253956913      93.4033 
1321.3364964821      116.816 
1334.5498614469      156.238 
1347.8953600614      190.433 
1361.374313662      224.959 
1374.9880567986       267.23 
1388.7379373666      333.072 
1402.6253167403       401.53 
1416.6515699077      471.121 
1430.8180856068 542.38405882353 
1445.1262664628 669.27861538462 
1459.5775291275      744.484 
1474.1733044187      884.221 
1488.9150374629      1094.34 
1503.8041878376 1274.0968181818 
1518.8422297159      1595.38 
1534.0306520131     3279.985 
1549.3709585332      4180.76 
1564.8646681186     4719.125 
1580.5133147997      6775.88 
1596.3184479477      7486.72 
1612.2816324272     8053.685 
1628.4044487515      10327.4 
1644.688493239     10662.35 
1661.1353781714 13667.263181818 
1677.7467319531      31866.1 
1694.5241992726     91245.05 
1711.4694412654       299849 
1728.584135678       429739 
1745.8699770348       585504 
1763.3286768051     499779.5 
1780.9619635732     728050.5 
1798.7715832089       676885 
1816.759299041       638513 
1834.9268920314     645955.5 
1853.2761609517     884389.5 
1871.8089225613     954834.5 
1890.5270117869      1108160 
1909.4322819047    1034696.5 
1928.5266047238     871792.5 
1947.811870771 1524227.2727273 
1967.2899894787 1527208.2352941 
1986.9628893735 1505995.7142857 
2006.8325182673      1330125 
2026.9008434499      1757880 
2047.1698518844      1615765 
2067.6415504033      2292035 
2088.3179659073      2406670 
2109.2011455664      2542590 
2130.293157022      2292165 
2151.5960885923      2533690 
2173.1120494782      2595680 
2194.843169973      2726400 
2216.7916016727      2684600 
2238.9595176894      2503395 
2261.3491128663      2462530 
2283.962603995      2833480 
2306.8022300349      2655755 
2329.8702523353      1350695 
2353.1689548586 1672133.3333333 
2376.7006444072       936044 
2400.4676508513      1294175 
2424.4723273598      2830520 
2448.7170506334      3046875 
2473.2042211397      2489910 
2497.9362633511 2849107.826087 
2522.9156259846 1954522.5925926 
2548.1447822445      2595460 
2573.6262300669 2515263.3333333 
2599.3624923676 1970006.6666667 
2625.3561172913      4163040 
2651.6096784642 4715543.3333333 
2678.1257752488      4398600 
2704.9070330013 4029906.6666667 
2731.9561033313 3038163.3333333 
2759.2756643647 3531533.3333333 
2786.8684210083       989662 
2814.7371052184 4842966.6666667 
2842.8844762706 4705123.3333333 
2871.3133210333      5275680 
2900.0264542436      6408060 
2929.026718786      5932425 
2958.3169859739      6453720 
2987.9001558336      6639680 
3017.779157392      6750520 
3047.9569489659      6932550 
3078.4365184556      7294640 
3109.2208836401      7033070 
3140.3130924765      7324665 
3171.7162234013      6726740 
3203.4333856353      6884105 
3235.4677194916      7306330 
3267.8223966866      7771145 
3300.5006206534      7948355 
3333.50562686      7774640 
3366.8406831286      7634305 
3400.5090899598      7984345 
3434.5141808594      8124590 
3468.859322668      8018370 
3503.5479158947      8246240 
3538.5833950537      8432215 
3573.9692290042      8050180 
3609.7089212942      8267604 
3645.8060105072 8732503.3333333 
3682.2640706123      9470515 
3719.0867113184     12325650 
3756.2775784316     15351650 
3793.8403542159     16530250 
3831.778757758     19227350 
3870.0965453356     15192900 
3908.797510789     15828750 
3947.8854858969     14993750 
3987.3643407558     20140900 
4027.2379841634     20382300 
4067.510364005     19649150 
4108.1854676451     18357600 
4149.2673223215 20416133.333333 
4190.7599955447     19928950 
4232.6675955002     19859950 
4274.9942714552     18713700 
4317.7442141697     16959900 
4360.9216563114     19568200 
4404.5308728746     19118750 
4448.5761816033 19183933.333333 
4493.0619434193     19366750 
4537.9925628535     19175750 
4583.3724884821     19010800 
4629.2062133669     18958800 
4675.4982755006     18384900 
4722.2532582556     18753650 
4769.4757908381     18428000 
4817.1705487465     17222550 
4865.342254234     16285100 
4913.9956767763     17348650 
4963.1356335441 16940966.666667 
5012.7669898795     16846050 
5062.8946597783     16809100 
5113.5236063761     16205000 
5164.6588424398 15737233.333333 
5216.3054308642     15889800 
5268.4684851729     15487000 
5321.1531700246 15361366.666667 
5374.3647017249     15131050 
5428.1083487421     15093700 
5482.3894322295 14890333.333333 
5537.2133265518 14652433.333333 
5592.5854598173     14497450 
5648.5113144155     14246900 
5704.9964275597     14123100 
5762.0463918353 13910533.333333 
5819.6668557536 13672666.666667 
5877.8635243112 13340066.666667 
5936.6421595543     13191200 
5996.0085811498 12913833.333333 
6055.9686669613 12703733.333333 
6116.5283536309 12250066.666667 
6177.6936371672 12223933.333333 
6239.4705735389 11936533.333333 
6301.8652792743 11742933.333333 
6364.883932067 11540966.666667 
6428.5327713877     11254950 
6492.8180991016 10868033.333333 
6557.7462800926 10122306.666667 
6623.3237428935     10742100 
6689.5569803225     10536500 
6756.4525501257 10330366.666667 
6824.0170756269     10112250 
6892.2572463832 9917423.3333333 
6961.179818847    9696022.5 
7030.7916170355      9518250 
7101.0995332059    9270722.5 
7172.1105285379 9071913.3333333 
7243.8316338233    8914922.5 
7316.2699501615 8757016.6666667 
7389.4326496631    8527857.5 
7463.3269761598      8363085 
7537.9602459214      8208725 
7613.3398483806      8026120 
7689.4732468644      7864545 
7766.367979333    7689332.5 
7844.0316591264      7526515 
7922.4719757176    7352972.5 
8001.6966954748      7205310 
8081.7136624296      7060990 
8162.5307990539    6863932.5 
8244.1561070444      6748020 
8326.5976681148      6571400 
8409.863644796      6403616 
8493.9622812439    6063152.5 
8578.9019040564      6199970 
8664.6909230969      5905478 
8751.3378323279    6103802.5 
8838.8512106512    5800967.5 
8927.2397227577      5765382 
9016.5121199853      5642910 
9106.6772411851      5638414 
9197.744013597    5238407.5 
9289.721453733      5400924 
9382.6186682703      5225634 
9476.444854953      4956766 
9571.2093035025      4981265 
9666.9213965375      4880182 
9763.5906105029      4778622 
9861.226516608      4648632 
9959.838781774 4502115.3333333 
10059.437169592      4328855 
10160.031541288      4332080 
10261.631856701      4229460 
10364.248175268      4133280 
10467.89065702      4012510 
10572.56956359      3884270 
10678.295259226      3773485 
10785.078211819      3677060 
10892.928993937      3458690 
11001.858283876      3543115 
11111.876866715      3456845 
11222.995635382 3344723.3333333 
11335.225591736      3249825 
11448.577847653      3201905 
11563.06362613 3084573.3333333 
11678.694262391      3004320 
11795.481205015      2926795 
11913.436017065 2866983.3333333 
12032.570377236      2788660 
12152.896081008      2742635 
12274.425041818 2665233.3333333 
12397.169292236      2599805 
12521.140985159 2522373.3333333 
12646.35239501      2464000 
12772.81591896      2315910 
12900.54407815      2326030 
13029.549518932      2267330 
13159.845014121      2207610 
13291.443464262      2155180 
13424.357898905 2101716.6666667 
13558.601477894 2035916.6666667 
13694.187492673 1968636.6666667 
13831.129367599      1928625 
13969.440661275      1881120 
14109.135067888 1823836.6666667 
14250.226418567 1771433.3333333 
14392.728682753 1705926.6666667 
14536.65596958 1669056.3333333 
14682.022529276      1617080 
14828.842754569 1573873.3333333 
14977.131182115 1524753.3333333 
15126.902493936      1486120 
15278.171518875      1435750 
15430.953234064      1395310 
15585.262766404      1354850 
15741.115394068 1307186.6666667 
15898.526548009 1300822.8571429 
16057.511813489      1213230 
16218.086931624      1233550 
16380.26780094      1137660 
16544.07047895      1171110 
16709.511183739      1077800 
16876.606295577      1088770 
17045.372358532      1052550 
17215.826082118     970166.5 
17387.984342939     961305.5 
17561.864186368       936363 
17737.482828232     910736.5 
17914.857656514     875365.5 
18094.006233079     808901.5 
18274.94629541       808074 
18457.695758364       784089 
18642.272715948     733839.5 
18828.695443107       726941 
19016.982397539       706918 
19207.152221514     678202.5 
19399.223743729     631511.5 
19593.215981166     630057.5 
19789.148140978     608253.5 
19987.039622388     587506.5 
20186.910018612     565179.5 
20388.779118798     546689.5 
20592.666909986       526521 
20798.593579086       508415 
21006.579514877     490649.5 
21216.645310025     473634.5 
21428.811763126     458069.5 
21643.099880757 429102.66666667 
21859.530879564       420984 
22078.12618836       407145 
22298.907450244       394395 
22521.896524746       380483 
22747.115489993 366061.66666667 
22974.586644893     352041.5 
23204.332511342     341045.5 
23436.375836456 328006.66666667 
23670.73959482       315040 
23907.446990769     305464.5 
24146.521460676 293712.66666667 
24387.986675283     282493.5 
24631.866542036 272074.66666667 
24878.185207456       261517 
25126.967059531       252277 
25378.236730126       244568 
25632.019097427 233701.66666667 
25888.339288402     227508.5 
26147.222681286       212980 
26408.694908098 210540.33333333 
26672.781857179       199204 
26939.509675751       197189 
27208.904772509       189152 
27480.993820234 178284.33333333 
27755.803758436     175574.5 
28033.361796021 169799.33333333 
28313.695413981 163107.33333333 
28596.832368121 153888.33333333 
28882.800691802 150732.66666667 
29171.62869872 144995.33333333 
29463.344985707 139586.33333333 
29757.978435564       134344 
30055.55821992       127771 
30356.113802119 123917.66666667 
30659.67494014       120021 
30966.271689541       115566 
31275.934406437 111533.33333333 
31588.693750501       107655 
31904.580688006     104020.8 
32223.626494886     99719.15 
32545.862759835      96253.5 
32871.321387434     91481.95 
33200.034601308        88629 
33532.034947321      85593.4 
33867.355296794     82764.75 
34206.028849762      79297.2 
34548.08913826      76726.5 
34893.570029642      74275.2 
35242.505729939      71105.8 
35594.930787238     68113.15 
35950.880095111      65307.8 
36310.388896062      63147.1 
36673.492785022        61195 
37040.227712872     58563.25 
37410.629990001     55894.95 
37784.736289901      54186.9 
38162.5836528      52149.2 
38544.209489328      50150.3 
38929.651584221      47994.2 
39318.948100064      46422.9 
39712.137581064     44496.55 
40109.258956875     42336.85 
40510.351546444     41367.15 
40915.455061908     39890.95 
41324.609612527     38088.35 
41737.855708653      36992.1 
42155.234265739     35716.95 
42576.786608396     34453.95 
43002.55447448      33231.4 
43432.580019225     31794.35 
43866.905819417 30655.366666667 
44305.574877612     29388.85 
44748.630626388     28410.15 
45196.116932652     27452.95 
45648.078101978 26314.366666667 
46104.558882998     24974.55 
46565.604471828     24162.05 
47031.260516546 23439.133333333 
47501.573121712      22503.8 
47976.588852929      21790.5 
48456.354741458      20938.9 
48940.918288873      20123.1 
49430.327471761      19351.2 
49924.630746479     18608.75 
50423.877053944 17910.933333333 
50928.115824483      17084.7 
51437.396982728 16601.133333333 
51951.770952555      16000.3 
52471.288662081 15409.533333333 
52996.001548702 14760.866666667 
53525.961564189        14203 
54061.221179831 13731.933333333 
54601.833391629 13153.833333333 
55147.851725545     12668.25 
55699.330242801 12264.566666667 
56256.323545229      11769.2 
56818.886780681      11265.2 
57387.075648488      10845.6 
57960.946404973      10420.1 
58540.555869022 9955.7666666667 
59125.961427713 9585.1633333333 
59717.22104199      9258.31 
60314.39325241      8906.99 
60917.537184934 8570.4666666667 
61526.712556783 8253.2466666667 
