#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
373.42119150899  5.41794E-23 
384.7362270329  4.58431E-22 
392.46942519626  3.27508E-21 
404.36164124913  2.11215E-20 
412.48931023824  1.04518E-19 
420.78034537403    4.082E-19 
429.23803031605  1.51365E-18 
437.8657147254  8.47154E-18 
446.66681559138  3.76042E-17 
455.64481858477  1.35849E-16 
469.4513122327  5.33205E-16 
478.88728360858  1.97293E-15 
488.51291800911  6.90776E-15 
498.3320276611  2.29564E-14 
503.31534793771  4.56308E-14 
508.34850141708   9.1646E-14 
518.56630629557  2.20925E-13 
528.98948905211  6.38348E-13 
539.62217778206  1.77061E-12 
545.01839955988  4.72662E-12 
555.97326939103  1.21632E-11 
567.14833210579  3.02371E-11 
578.54801358112  7.27422E-11 
584.33349371693  1.69632E-10 
596.07859694064  3.84055E-10 
608.05977673914  8.45451E-10 
614.14037450653   1.81201E-9 
626.48459603412   3.78581E-9 
639.0769364144   7.72068E-9 
645.46770577855   1.53858E-8 
651.92238283633   2.62881E-8 
658.44160666469    4.1541E-8 
671.67628295866   7.84863E-8 
678.39304578824   1.45409E-7 
692.02874600859   2.64376E-7 
698.94903346867    4.7211E-7 
712.99790904139    8.7588E-7 
720.12788813181   1.50978E-6 
734.60245868325   2.43176E-6 
741.94848327009   4.07067E-6 
749.36796810279   6.71607E-6 
764.43026426165   1.09268E-5 
772.07456690427   1.75405E-5 
779.79531257331   2.77969E-5 
787.59326569905   4.35095E-5 
803.4238903396   6.72971E-5 
811.45812924299  0.000102902 
819.57271053542  0.000155618 
827.76843764078  0.000232854 
844.40658323736  0.000344866 
852.85064906973  0.000505744 
861.37915556043  0.000734656 
869.99294711603   0.00105733 
878.69287658719   0.00150836 
887.47980535306   0.00213347 
896.3546034066   0.00299268 
914.37133093507      0.15031 
923.51504424442     0.494499 
932.75019468686     0.614293 
942.07769663373     0.814947 
951.49847360007      1.17927 
961.01345833607      1.53135 
970.62359291943      1.83632 
980.32982884862      2.37782 
990.13312713711      2.82183 
1000.0344584085      3.85188 
1010.0348029926      4.79404 
1020.1351510225      5.71824 
1030.3365025327      7.25941 
1040.639867558      9.14757 
1051.0462662336       11.215 
1061.556728896      13.1637 
1072.1722961849      16.4052 
1082.8940191468      19.8099 
1093.7229593382      22.9471 
1104.6601889316     143.6912 
1115.7067908209      316.773 
1126.8638587291      416.409 
1138.1324973164      489.654 
1149.5138222896      518.968 
1161.0089605125      644.554 
1172.6190501176      671.859 
1184.3452406188     478.5175 
1196.188693025      172.087 
1208.1505799552      37.3661 
1220.2320857548      196.396 
1232.4344066123      568.469 
1244.7587506785      2175.13 
1257.2063381852      2997.65 
1269.7784015671      6307.87 
1282.4761855828      14998.3 
1295.3009474386      9046.72 
1308.253956913      34868.6 
1321.3364964821      65291.8 
1334.5498614469      93845.4 
1347.8953600614       163133 
1361.374313662       159392 
1374.9880567986       213599 
1388.7379373666       277124 
1402.6253167403     344938.5 
1416.6515699077       476982 
1430.8180856068 471473.41176471 
1445.1262664628 803274.92307692 
1459.5775291275       906006 
1474.1733044187      1049386 
1488.9150374629      1350430 
1503.8041878376 1378009.5454545 
1518.8422297159      1378250 
1534.0306520131      5080220 
1549.3709585332      5738000 
1564.8646681186      5360725 
1580.5133147997      8949845 
1596.3184479477      8242490 
1612.2816324272      6694380 
1628.4044487515      6575530 
1644.688493239      6732260 
1661.1353781714 5550113.1818182 
1677.7467319531     10674200 
1694.5241992726      9555795 
1711.4694412654      9994685 
1728.584135678     11813750 
1745.8699770348     14460000 
1763.3286768051     12554200 
1780.9619635732     14445800 
1798.7715832089     15505750 
1816.759299041     14254300 
1834.9268920314     12440600 
1853.2761609517     13554700 
1871.8089225613     14318350 
1890.5270117869     14587150 
1909.4322819047     15241650 
1928.5266047238     14953200 
1947.811870771 17265918.181818 
1967.2899894787 17391152.941176 
1986.9628893735 16107733.333333 
2006.8325182673     14214750 
2026.9008434499     16455550 
2047.1698518844     14787350 
2067.6415504033     18044390 
2088.3179659073     16272900 
2109.2011455664     16026700 
2130.293157022     13544300 
2151.5960885923     14944750 
2173.1120494782     14205100 
2194.843169973     14558800 
2216.7916016727     13525550 
2238.9595176894     12504300 
2261.3491128663     12868900 
2283.962603995 13675766.666667 
2306.8022300349     12020650 
2329.8702523353      7808080 
2353.1689548586 9051343.3333333 
2376.7006444072      6545460 
2400.4676508513      7777905 
2424.4723273598 12261933.333333 
2448.7170506334     12135750 
2473.2042211397 11706733.333333 
2497.9362633511 12871491.304348 
2522.9156259846 10245359.259259 
2548.1447822445     11217850 
2573.6262300669 11236866.666667 
2599.3624923676      9485070 
2625.3561172913     14578000 
2651.6096784642 15243766.666667 
2678.1257752488     14299350 
2704.9070330013 13735266.666667 
2731.9561033313 11438996.666667 
2759.2756643647     12732500 
2786.8684210083      5820470 
2814.7371052184 15141333.333333 
2842.8844762706 14621666.666667 
2871.3133210333     14894700 
2900.0264542436     17305900 
2929.026718786     16294750 
2958.3169859739     17273600 
2987.9001558336     17940650 
3017.779157392     17988500 
3047.9569489659     17737800 
3078.4365184556     18503700 
3109.2208836401     17608800 
3140.3130924765     18382950 
3171.7162234013     17184500 
3203.4333856353     17767400 
3235.4677194916     18124800 
3267.8223966866     18393750 
3300.5006206534     18687550 
3333.50562686     18149500 
3366.8406831286     18144750 
3400.5090899598     18976700 
3434.5141808594     18941100 
3468.859322668     18466400 
3503.5479158947     19173250 
3538.5833950537     19229100 
3573.9692290042     18906800 
3609.7089212942     19031840 
3645.8060105072 19461733.333333 
3682.2640706123     25773550 
3719.0867113184     55700700 
3756.2775784316     66330450 
3793.8403542159     69111000 
3831.778757758     75828150 
3870.0965453356     63109000 
3908.797510789     67734950 
3947.8854858969     64816900 
3987.3643407558     73252800 
4027.2379841634     71372650 
4067.510364005     69999300 
4108.1854676451     63247500 
4149.2673223215 67237533.333333 
4190.7599955447     65400000 
4232.6675955002     63636500 
4274.9942714552     61842250 
4317.7442141697     55224000 
4360.9216563114     60206850 
4404.5308728746     58624400 
4448.5761816033     57949800 
4493.0619434193     56671900 
4537.9925628535     55117750 
4583.3724884821     54697000 
4629.2062133669 53697333.333333 
4675.4982755006     51958550 
