#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
    92.72709  4.07376E-22 
95.53681355409   3.4847E-21 
97.457103506527  1.18312E-20 
99.415991287008  4.77171E-20 
101.41425271188  2.57983E-19 
103.45267919139  8.71997E-19 
105.53207804313  2.83307E-18 
107.6532728118  1.06858E-17 
109.81710359532  5.49169E-17 
113.14467165136  4.35317E-16 
117.73879903054  3.41197E-15 
120.10534889105  2.04105E-14 
123.7446610678  1.11151E-13 
126.23192875526  3.22805E-13 
127.49424804281  5.80479E-13 
130.05688242847  1.46321E-12 
131.35745125276  3.29844E-12 
132.67102576529  6.16979E-12 
135.33771338317  1.84473E-11 
139.43858143639   6.4137E-11 
142.24129692326  2.35726E-10 
146.55135046134  9.37034E-10 
150.99200293167   3.36367E-9 
154.02694219059   1.28637E-8 
158.69411256591   3.84358E-8 
161.88386422848   9.77296E-8 
165.13772989948   2.98352E-7 
170.14156825316   9.34159E-7 
171.84298393569   2.05383E-6 
175.2970279128   4.71927E-6 
178.82049817385   1.05052E-5 
180.60870315558   1.48114E-5 
186.0813274699   3.93088E-5 
189.82156215205  0.000110403 
193.6369755513  0.000198429 
197.52907875988  0.000475936 
201.49941324296   0.00089766 
203.51440737539   0.00159907 
209.68109743327   0.00414034 
216.03464436659    0.0105252 
218.19499081026     0.018491 
222.58071012555    0.0300338 
224.8065172268    0.0524622 
229.32512822306      2.88971 
233.93456330034      7.07486 
238.63664802268      14.0718 
245.86757709442      28.6369 
250.80951539401      53.4389 
255.85078665343      76.0702 
258.40929451997      112.038 
263.60332133982      160.149 
266.23935455322      240.982 
271.59076557974      371.113 
277.04973996789      562.069 
282.61843974125      877.882 
288.29907038004      1384.63 
294.09388169468      2140.74 
300.00516871675      3000.53 
306.03527260795      4507.38 
315.30844740325      9201.08 
324.86260866801      16484.4 
334.70627057326      29000.7 
344.8482052779      48755.5 
355.29745074603      76638.3 
362.43892950602       117705 
373.42119150899       171979 
384.7362270329       262269 
392.46942519626       386714 
404.36164124913       557452 
412.48931023824       767172 
420.78034537403       992196 
429.23803031605      1276460 
437.8657147254      1784540 
446.66681559138      2386320 
455.64481858477      3029850 
469.4513122327      3950460 
478.88728360858      5048890 
488.51291800911      6390920 
498.3320276611      8017410 
503.31534793771     38163600 
508.34850141708    150121000 
518.56630629557    163886000 
528.98948905211    192415000 
539.62217778206    189399000 
545.01839955988    232975000 
555.97326939103    250160000 
567.14833210579    276849000 
578.54801358112    268728000 
584.33349371693    314069000 
596.07859694064    337341000 
608.05977673914    366280000 
614.14037450653    388804000 
626.48459603412    417413000 
639.0769364144    429138000 
645.46770577855    467547000 
651.92238283633    491495000 
658.44160666469    512144000 
671.67628295866    528486000 
678.39304578824    547136000 
692.02874600859    608219000 
698.94903346867    624681000 
712.99790904139    671808000 
720.12788813181    698981000 
734.60245868325    733202000 
741.94848327009    774673000 
749.36796810279    809670000 
764.43026426165    844389000 
772.07456690427    884834000 
779.79531257331    927849000 
787.59326569905    957525000 
803.4238903396    995098000 
811.45812924299   1026470000 
819.57271053542   1072530000 
827.76843764078   1068550000 
844.40658323736   1136060000 
852.85064906973   1169010000 
861.37915556043   1213930000 
869.99294711603   1259960000 
878.69287658719   1301870000 
887.47980535306   1339350000 
896.3546034066   1362070000 
914.37133093507   1548590000 
923.51504424442   6150090000 
932.75019468686  14014700000 
942.07769663373  35474400000 
951.49847360007  48428500000 
961.01345833607  65634800000 
970.62359291943  25997100000 
980.32982884862  72971600000 
990.13312713711  68270200000 
1000.0344584085  72431100000 
1010.0348029926  64809100000 
1020.1351510225  22819500000 
1030.3365025327  57855100000 
1040.639867558  70079800000 
1051.0462662336  68236400000 
1061.556728896  62101700000 
1072.1722961849  63566200000 
1082.8940191468  57324500000 
1093.7229593382  61570200000 
1104.6601889316  58269300000 
1115.7067908209  53168800000 
1126.8638587291  55028700000 
1138.1324973164  51686600000 
1149.5138222896  52021200000 
1161.0089605125  50854400000 
1172.6190501176  42548600000 
1184.3452406188  46251650000 
1196.188693025  38866000000 
1208.1505799552  15712100000 
1220.2320857548  37451600000 
1232.4344066123  42027000000 
1244.7587506785  40957650000 
1257.2063381852  39859500000 
1269.7784015671  39371100000 
1282.4761855828  37000250000 
1295.3009474386  35571000000 
1308.253956913  35824900000 
1321.3364964821  34458100000 
1334.5498614469  33124350000 
1347.8953600614  32678300000 
1361.374313662  31536100000 
1374.9880567986  30636550000 
1388.7379373666  28062800000 
1402.6253167403  28017300000 
1416.6515699077  27337000000 
1430.8180856068 26949229411.765 
1445.1262664628 26159146153.846 
1459.5775291275  25311700000 
1474.1733044187  24544550000 
1488.9150374629  23754800000 
1503.8041878376 22653386363.636 
1518.8422297159  21967600000 
1534.0306520131  20582650000 
1549.3709585332  19769600000 
1564.8646681186  19861550000 
1580.5133147997  19323150000 
1596.3184479477  18431200000 
1612.2816324272  17945250000 
1628.4044487515  17641300000 
1644.688493239  17023100000 
1661.1353781714 16696731818.182 
1677.7467319531  16333900000 
1694.5241992726  15760450000 
1711.4694412654  15019400000 
1728.584135678  14633300000 
1745.8699770348  14280200000 
1763.3286768051  13743800000 
1780.9619635732  13414250000 
1798.7715832089  12979000000 
1816.759299041  12627700000 
1834.9268920314  12142500000 
1853.2761609517  11592900000 
1871.8089225613  11260950000 
1890.5270117869  10705050000 
1909.4322819047  10288100000 
1928.5266047238  10195000000 
1947.811870771 9739910909.0909 
1967.2899894787 9655732941.1765 
1986.9628893735 9219312380.9524 
2006.8325182673   9146190000 
2026.9008434499   8774910000 
2047.1698518844   8229170000 
2067.6415504033   8116201000 
2088.3179659073   7915630000 
2109.2011455664   7868520000 
2130.293157022   7624575000 
2151.5960885923   7417045000 
2173.1120494782   7199815000 
2194.843169973 6955223333.3333 
2216.7916016727   6698790000 
2238.9595176894   6509290000 
2261.3491128663   6333790000 
2283.962603995 6079523333.3333 
2306.8022300349   5895765000 
2329.8702523353   5732065000 
2353.1689548586 5542863333.3333 
2376.7006444072   5348240000 
2400.4676508513   5209780000 
2424.4723273598   5038110000 
2448.7170506334   4874955000 
2473.2042211397 4677903333.3333 
2497.9362633511 4538254782.6087 
2522.9156259846 4404125925.9259 
2548.1447822445   4273045000 
2573.6262300669 4143333333.3333 
2599.3624923676 4011353333.3333 
2625.3561172913   3885280000 
2651.6096784642   3753970000 
2678.1257752488   3638625000 
2704.9070330013 3532446666.6667 
2731.9561033313 3413936666.6667 
2759.2756643647 3286096666.6667 
2786.8684210083   3184020000 
2814.7371052184 3083953333.3333 
2842.8844762706 2999836666.6667 
2871.3133210333 2897553333.3333 
2900.0264542436   2814540000 
2929.026718786   2708165000 
2958.3169859739   2629670000 
2987.9001558336   2541755000 
3017.779157392   2459790000 
3047.9569489659   2380640000 
3078.4365184556   2299930000 
3109.2208836401   2231065000 
3140.3130924765   2138365000 
3171.7162234013   2050780000 
3203.4333856353   2005990000 
3235.4677194916   1944020000 
3267.8223966866   1885495000 
3300.5006206534   1811490000 
3333.50562686   1753790000 
3366.8406831286   1705225000 
3400.5090899598   1635210000 
3434.5141808594   1577980000 
3468.859322668   1537010000 
3503.5479158947   1481110000 
3538.5833950537   1432115000 
3573.9692290042   1384290000 
3609.7089212942   1346214000 
3645.8060105072 1296533333.3333 
3682.2640706123   1247205000 
3719.0867113184   1178515000 
3756.2775784316   1153585000 
3793.8403542159   1140850000 
3831.778757758   1262665000 
3870.0965453356    996567000 
3908.797510789   1251635000 
3947.8854858969   1069018000 
3987.3643407558   1162610000 
4027.2379841634   1115025000 
4067.510364005   1054747500 
4108.1854676451    954379000 
4149.2673223215   1026740000 
4190.7599955447    989850500 
4232.6675955002    953565000 
4274.9942714552    915361000 
4317.7442141697    762065000 
4360.9216563114    838963000 
4404.5308728746    832044000 
4448.5761816033 785236333.33333 
4493.0619434193    770113000 
4537.9925628535    745200000 
4583.3724884821    721711000 
4629.2062133669    692889000 
4675.4982755006    661516000 
4722.2532582556    646397500 
4769.4757908381 621470666.66667 
4817.1705487465    566195500 
4865.342254234    536226000 
4913.9956767763    546077500 
4963.1356335441    532904000 
5012.7669898795    514439500 
5062.8946597783    497757000 
5113.5236063761    479972000 
5164.6588424398 463229333.33333 
5216.3054308642    447104500 
5268.4684851729    431682000 
5321.1531700246    414049000 
5374.3647017249    399980000 
5428.1083487421 386606333.33333 
5482.3894322295    371241000 
5537.2133265518    356631000 
5592.5854598173    344982000 
5648.5113144155    333716000 
5704.9964275597    320981000 
5762.0463918353    308829000 
5819.6668557536 293644666.66667 
5877.8635243112 285773333.33333 
5936.6421595543 275542333.33333 
5996.0085811498    265482000 
6055.9686669613 255874666.66667 
6116.5283536309 246675666.66667 
6177.6936371672 237913666.66667 
6239.4705735389 229523333.33333 
6301.8652792743 221497333.33333 
6364.883932067 213829333.33333 
6428.5327713877    205282250 
6492.8180991016    192813000 
6557.7462800926 179147333.33333 
6623.3237428935    183374000 
