#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
        90.9   1.04332E-5 
    92.72709   3.27724E-5 
95.53681355409   9.72623E-5 
97.457103506527  0.000185167 
99.415991287008  0.000388003 
101.41425271188  0.000953052 
103.45267919139   0.00182487 
105.53207804313    0.0034236 
107.6532728118   0.00696085 
109.81710359532    0.0167085 
113.14467165136    0.0505582 
117.73879903054     0.152019 
120.10534889105     0.395531 
123.7446610678     0.977512 
126.23192875526      1.72596 
127.49424804281      2.35957 
130.05688242847      3.86037 
131.35745125276      5.94911 
132.67102576529      8.29936 
135.33771338317      14.8445 
139.43858143639      28.7463 
142.24129692326      57.2739 
146.55135046134      118.756 
150.99200293167      233.249 
154.02694219059       472.95 
158.69411256591      841.335 
161.88386422848      1373.92 
165.13772989948       2468.1 
170.14156825316      4487.32 
171.84298393569      6774.44 
175.2970279128      10465.2 
178.82049817385      15890.8 
180.60870315558      18990.1 
186.0813274699      31580.1 
189.82156215205      54002.8 
193.6369755513      73201.2 
197.52907875988       115127 
201.49941324296       159811 
203.51440737539       215290 
209.68109743327       351222 
216.03464436659       566887 
218.19499081026       756484 
222.58071012555       969154 
224.8065172268      1287550 
229.32512822306     27650200 
233.93456330034    104248000 
238.63664802268    355611000 
245.86757709442   4368340000 
250.80951539401  14004000000 
255.85078665343   9600730000 
258.40929451997  34539400000 
263.60332133982  55723600000 
266.23935455322  72621100000 
271.59076557974  89757900000 
277.04973996789  93592200000 
282.61843974125 112791000000 
288.29907038004 122758000000 
294.09388169468  97295500000 
300.00516871675  25510900000 
306.03527260795  54478000000 
315.30844740325 103865000000 
324.86260866801 114535000000 
334.70627057326 109262000000 
344.8482052779 110872000000 
355.29745074603 123930000000 
362.43892950602 131334000000 
373.42119150899 130857000000 
384.7362270329 118274000000 
392.46942519626 129075000000 
404.36164124913 132456000000 
412.48931023824 131149000000 
420.78034537403 125883000000 
429.23803031605 122909000000 
437.8657147254 126158000000 
446.66681559138 124452000000 
455.64481858477 119314000000 
469.4513122327 117774000000 
478.88728360858 118302000000 
488.51291800911 112482000000 
498.3320276611 115067000000 
503.31534793771 126718000000 
508.34850141708 170226000000 
518.56630629557 166464000000 
528.98948905211 164010000000 
539.62217778206 152178000000 
545.01839955988 150368000000 
555.97326939103 158224000000 
567.14833210579 156965000000 
578.54801358112 151297000000 
584.33349371693 151709000000 
596.07859694064 146349000000 
608.05977673914 141064000000 
614.14037450653 144489000000 
626.48459603412 141134000000 
639.0769364144 140823000000 
645.46770577855 136960000000 
651.92238283633 132223000000 
658.44160666469 134012000000 
671.67628295866 133552000000 
678.39304578824 127698000000 
