#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
498.3320276611  4.44511E-25 
503.31534793771  1.38055E-24 
508.34850141708  3.54046E-24 
518.56630629557  1.02972E-23 
528.98948905211  3.75148E-23 
539.62217778206  1.27991E-22 
545.01839955988  4.21241E-22 
555.97326939103  1.31771E-21 
567.14833210579  3.94923E-21 
578.54801358112  1.12448E-20 
584.33349371693  3.14815E-20 
596.07859694064  8.40756E-20 
608.05977673914  2.16916E-19 
614.14037450653  5.41446E-19 
626.48459603412  1.31006E-18 
639.0769364144  3.07824E-18 
645.46770577855  7.03109E-18 
651.92238283633  1.33511E-17 
658.44160666469   2.3077E-17 
671.67628295866  4.93758E-17 
678.39304578824  1.03138E-16 
692.02874600859  2.10513E-16 
698.94903346867  4.20129E-16 
712.99790904139  8.77717E-16 
720.12788813181  1.67832E-15 
734.60245868325  2.95938E-15 
741.94848327009  5.46147E-15 
749.36796810279  9.90164E-15 
764.43026426165    1.765E-14 
772.07456690427  3.09464E-14 
779.79531257331    5.342E-14 
787.59326569905    9.068E-14 
803.4238903396   1.5211E-13 
811.45812924299  2.51428E-13 
819.57271053542   4.0996E-13 
827.76843764078  6.59903E-13 
844.40658323736  1.04906E-12 
852.85064906973  1.64776E-12 
861.37915556043  2.55823E-12 
869.99294711603  3.92656E-12 
878.69287658719  5.96536E-12 
887.47980535306  8.96739E-12 
896.3546034066  1.33434E-11 
914.37133093507   2.31643E-7 
923.51504424442   8.36568E-7 
932.75019468686   1.25414E-6 
942.07769663373   1.87474E-6 
951.49847360007   2.87398E-6 
961.01345833607   4.20411E-6 
970.62359291943   6.07248E-6 
980.32982884862   8.80296E-6 
990.13312713711   1.25726E-5 
1000.0344584085   1.81546E-5 
1010.0348029926   2.54435E-5 
1020.1351510225   3.40525E-5 
1030.3365025327   4.96855E-5 
1040.639867558   6.86276E-5 
1051.0462662336   9.40587E-5 
1061.556728896  0.000128026 
1072.1722961849  0.000173385 
1082.8940191468  0.000233368 
1093.7229593382  0.000311901 
1104.6601889316  0.002094704 
1115.7067908209   0.00509302 
1126.8638587291    0.0077997 
1138.1324973164   0.00985631 
1149.5138222896    0.0104198 
1161.0089605125    0.0126818 
1172.6190501176    0.0132775 
1184.3452406188  0.013199695 
1196.188693025   0.00561997 
1208.1505799552   0.00339056 
1220.2320857548   0.00881006 
1232.4344066123    0.0148148 
1244.7587506785    0.0541502 
1257.2063381852     0.102289 
1269.7784015671     0.163793 
1282.4761855828     0.303025 
1295.3009474386     0.401302 
1308.253956913     0.590903 
1321.3364964821     0.732291 
1334.5498614469     1.001299 
1347.8953600614      1.31542 
1361.374313662      1.53591 
1374.9880567986     1.896595 
1388.7379373666      2.36083 
1402.6253167403     3.068295 
1416.6515699077       3.6578 
1430.8180856068 4.7195623529412 
1445.1262664628 5.5946838461538 
1459.5775291275      7.03055 
1474.1733044187     7.920025 
1488.9150374629      11.2532 
1503.8041878376 13.033513636364 
1518.8422297159      18.3892 
1534.0306520131      41.1786 
1549.3709585332      57.6402 
1564.8646681186      70.6798 
1580.5133147997     111.4315 
1596.3184479477      130.493 
1612.2816324272     165.8615 
1628.4044487515      215.717 
1644.688493239     238.0755 
1661.1353781714     319.7365 
1677.7467319531      567.651 
1694.5241992726      739.116 
1711.4694412654      980.148 
1728.584135678     1547.985 
1745.8699770348      2436.25 
1763.3286768051      2609.65 
1780.9619635732     4276.495 
1798.7715832089     4333.215 
1816.759299041      4995.08 
1834.9268920314     6030.295 
1853.2761609517      9185.96 
1871.8089225613      11976.5 
1890.5270117869      15765.2 
1909.4322819047      16116.8 
1928.5266047238      16348.2 
1947.811870771 30024.645454545 
1967.2899894787 31382.617647059 
1986.9628893735 39182.338095238 
2006.8325182673      39456.6 
2026.9008434499     58602.95 
2047.1698518844     57244.45 
2067.6415504033    98890.125 
2088.3179659073       170757 
2109.2011455664       193301 
2130.293157022     192266.5 
2151.5960885923       229395 
2173.1120494782       257744 
2194.843169973       274730 
2216.7916016727     307097.5 
2238.9595176894     289570.5 
2261.3491128663     275964.5 
2283.962603995 367557.66666667 
2306.8022300349     335854.5 
2329.8702523353     135271.5 
2353.1689548586 184309.33333333 
2376.7006444072      87031.7 
2400.4676508513       145400 
2424.4723273598 475800.66666667 
2448.7170506334     536075.5 
2473.2042211397 379382.33333333 
2497.9362633511 421652.73913043 
2522.9156259846 323607.14814815 
2548.1447822445       527716 
2573.6262300669 439459.66666667 
2599.3624923676 278877.66666667 
2625.3561172913       931502 
2651.6096784642 1163522.6666667 
2678.1257752488    1097608.5 
2704.9070330013       942692 
2731.9561033313 641543.66666667 
2759.2756643647 751218.66666667 
2786.8684210083       144595 
2814.7371052184      1121744 
2842.8844762706      1109972 
2871.3133210333 1489936.6666667 
2900.0264542436      1910410 
2929.026718786      1782975 
2958.3169859739      1969990 
2987.9001558336      2043625 
3017.779157392      2127210 
3047.9569489659      2184765 
3078.4365184556      2199080 
3109.2208836401      2194185 
3140.3130924765      2222430 
3171.7162234013      2118010 
3203.4333856353      2233260 
3235.4677194916      2564830 
3267.8223966866      2849715 
3300.5006206534      2846130 
3333.50562686      2789530 
3366.8406831286      2598795 
3400.5090899598      2968615 
3434.5141808594      3122460 
3468.859322668      3149335 
3503.5479158947      3271050 
3538.5833950537      3382335 
3573.9692290042      3163650 
3609.7089212942      3326060 
3645.8060105072 3594823.3333333 
3682.2640706123      3958760 
3719.0867113184      4485000 
3756.2775784316      5163325 
3793.8403542159      5218425 
3831.778757758      5541740 
3870.0965453356      5116890 
3908.797510789      4291275 
3947.8854858969      4332690 
3987.3643407558      6219615 
4027.2379841634      6353335 
4067.510364005      6454040 
4108.1854676451      6438900 
4149.2673223215 6639883.3333333 
4190.7599955447      6425750 
4232.6675955002      6371385 
4274.9942714552      5441115 
4317.7442141697      6300810 
4360.9216563114      6541080 
4404.5308728746      6734850 
4448.5761816033      6907410 
4493.0619434193      7109775 
4537.9925628535      7134865 
4583.3724884821      7143725 
4629.2062133669 7229416.6666667 
4675.4982755006      7197015 
4722.2532582556      7313015 
4769.4757908381      7274600 
4817.1705487465      7141660 
4865.342254234 6861966.6666667 
4913.9956767763      7048345 
4963.1356335441      6934590 
5012.7669898795      6971495 
5062.8946597783      7002280 
5113.5236063761      6799190 
5164.6588424398 6643873.3333333 
5216.3054308642      6806925 
5268.4684851729 6724506.6666667 
5321.1531700246 6735286.6666667 
5374.3647017249      6686210 
5428.1083487421      6714850 
5482.3894322295 6697266.6666667 
5537.2133265518 6648686.6666667 
5592.5854598173      6626645 
5648.5113144155 6567643.3333333 
5704.9964275597 6555203.3333333 
5762.0463918353 6519223.3333333 
5819.6668557536 6461946.6666667 
5877.8635243112 6345196.6666667 
5936.6421595543 6334946.6666667 
5996.0085811498      6256010 
6055.9686669613 6189336.6666667 
6116.5283536309      6010930 
6177.6936371672 6030446.6666667 
6239.4705735389 5930923.3333333 
6301.8652792743      5883770 
6364.883932067 5826976.6666667 
6428.5327713877      5721415 
6492.8180991016      5675940 
6557.7462800926 5427183.3333333 
6623.3237428935 5575433.3333333 
6689.5569803225      5510380 
6756.4525501257      5430950 
6824.0170756269      5355645 
6892.2572463832 5285673.3333333 
6961.179818847    5204772.5 
7030.7916170355 5137583.3333333 
7101.0995332059      5048410 
7172.1105285379      4955260 
7243.8316338233      4905535 
7316.2699501615 4844776.6666667 
7389.4326496631    4746107.5 
7463.3269761598      4690365 
7537.9602459214    4623472.5 
7613.3398483806      4546750 
7689.4732468644      4476495 
7766.367979333      4415695 
7844.0316591264    4347867.5 
7922.4719757176      4265745 
8001.6966954748    4200517.5 
8081.7136624296    4136822.5 
8162.5307990539    4047437.5 
8244.1561070444      3996555 
8326.5976681148    3912562.5 
8409.863644796      3840084 
8493.9622812439    3632727.5 
8578.9019040564    3720267.5 
8664.6909230969      3571008 
8751.3378323279    3603742.5 
8838.8512106512      3525295 
8927.2397227577      3464108 
9016.5121199853    3402852.5 
9106.6772411851      3365280 
9197.744013597    3255042.5 
9289.721453733      3247092 
9382.6186682703      3167612 
9476.444854953      3095270 
9571.2093035025      3053845 
9666.9213965375      3000308 
9763.5906105029      2946916 
9861.226516608      2886752 
9959.838781774      2833930 
10059.437169592      2761135 
10160.031541288      2723130 
10261.631856701      2669500 
10364.248175268      2621815 
10467.89065702      2565740 
10572.56956359      2494950 
10678.295259226      2437965 
10785.078211819      2385775 
10892.928993937      2323150 
11001.858283876      2314630 
11111.876866715      2269135 
11222.995635382      2214870 
11335.225591736      2161470 
11448.577847653      2133765 
11563.06362613 2074106.6666667 
11678.694262391      2030885 
11795.481205015      1987375 
11913.436017065 1950813.3333333 
12032.570377236      1910465 
12152.896081008      1886685 
12274.425041818 1844843.3333333 
12397.169292236      1807710 
12521.140985159 1768203.3333333 
12646.35239501      1733715 
12772.81591896 1676236.6666667 
12900.54407815 1657363.3333333 
13029.549518932      1623565 
13159.845014121 1590133.3333333 
13291.443464262      1561405 
13424.357898905 1533183.3333333 
13558.601477894 1495793.3333333 
13694.187492673 1460813.3333333 
13831.129367599      1436695 
13969.440661275 1409593.3333333 
14109.135067888      1376680 
14250.226418567      1347240 
14392.728682753 1311686.6666667 
14536.65596958 1289757.3333333 
14682.022529276 1260136.6666667 
14828.842754569 1233726.6666667 
14977.131182115 1203546.6666667 
15126.902493936 1182986.6666667 
15278.171518875 1154473.3333333 
15430.953234064 1129793.3333333 
15585.262766404 1103576.6666667 
15741.115394068      1069380 
