#  WAVELENGTH	        FLUX	
#  (ANGSTROM)	(ERG/CM2/S/A)	
############	############	
146.55135046134  3.42273E-22 
150.99200293167  2.69829E-21 
154.02694219059  2.25612E-20 
158.69411256591  1.27284E-19 
161.88386422848  5.56295E-19 
165.13772989948  3.25188E-18 
170.14156825316  1.98198E-17 
171.84298393569  6.90461E-17 
175.2970279128  2.58194E-16 
178.82049817385   9.1905E-16 
180.60870315558  1.58521E-15 
186.0813274699  7.45515E-15 
189.82156215205  3.84166E-14 
193.6369755513   9.7446E-14 
197.52907875988  3.91406E-13 
201.49941324296  1.07376E-12 
203.51440737539  2.69148E-12 
209.68109743327  1.22124E-11 
216.03464436659  5.39177E-11 
218.19499081026  1.32236E-10 
222.58071012555  2.86216E-10 
224.8065172268  6.95737E-10 
229.32512822306   1.66887E-9 
233.93456330034   4.10587E-9 
238.63664802268   1.43216E-8 
245.86757709442   5.15331E-8 
250.80951539401   1.55451E-7 
255.85078665343   3.41083E-7 
258.40929451997   5.96527E-7 
263.60332133982   1.17231E-6 
266.23935455322   2.44347E-6 
271.59076557974   5.36524E-6 
277.04973996789   1.14468E-5 
282.61843974125   2.54994E-5 
288.29907038004   5.89107E-5 
294.09388169468  0.000131281 
300.00516871675  0.000249612 
306.03527260795  0.000590408 
315.30844740325   0.00189077 
324.86260866801   0.00561119 
334.70627057326    0.0155492 
344.8482052779     0.040487 
355.29745074603    0.0912229 
362.43892950602     0.196968 
373.42119150899     0.408677 
384.7362270329     0.880973 
392.46942519626      1.82105 
404.36164124913       3.6211 
412.48931023824      6.51842 
420.78034537403      10.7426 
429.23803031605      17.3504 
437.8657147254        32.52 
446.66681559138      55.9146 
455.64481858477       89.071 
469.4513122327      146.028 
478.88728360858      234.018 
488.51291800911      367.159 
498.3320276611      564.614 
503.31534793771      4115.94 
508.34850141708      11212.1 
518.56630629557      14736.2 
528.98948905211      22370.5 
539.62217778206      26452.5 
545.01839955988      39849.9 
555.97326939103      51717.5 
567.14833210579      67018.3 
578.54801358112      72550.7 
584.33349371693       101448 
596.07859694064       134702 
608.05977673914       168086 
614.14037450653       206427 
626.48459603412       252739 
639.0769364144       303768 
645.46770577855       368661 
651.92238283633       427012 
658.44160666469       482021 
