0.0912011 0.0170566 0.0135634 0.0034932 1e-20 1e-20
0.0933254 0.0188151 0.0158891 0.00292606 1e-20 1e-20
0.0954993 0.0203504 0.01632 0.00403032 1e-20 1e-20
0.0977237 0.0213958 0.0175556 0.00384028 1e-20 1e-20
0.1 0.0216799 0.0178251 0.00385488 1e-20 1e-20
0.102329 0.0213345 0.0152777 0.00605682 1e-20 1e-20
0.104713 0.0269559 0.0205514 0.00640448 1e-20 1e-20
0.107152 0.0252904 0.0194247 0.00586571 1e-20 1e-20
0.109648 0.0246664 0.0201288 0.00453755 1e-20 1e-20
0.112202 0.0294252 0.0222467 0.00717857 1e-20 1e-20
0.114815 0.0275195 0.0224482 0.0050713 1e-20 1e-20
0.11749 0.0267797 0.021338 0.00544166 1e-20 1e-20
0.120226 0.0333281 0.0269125 0.0064156 1e-20 1e-20
0.123027 0.0306964 0.0232205 0.00747593 1e-20 1e-20
0.125893 0.031186 0.0237843 0.00740171 1e-20 1e-20
0.128825 0.0390769 0.0271986 0.0118784 1e-20 1e-20
0.131826 0.0323374 0.0262951 0.00604229 1e-20 1e-20
0.134896 0.0336775 0.0265956 0.00708192 1e-20 1e-20
0.138038 0.0365514 0.0263138 0.0102376 1e-20 1e-20
0.141254 0.0366683 0.0280012 0.00866717 1e-20 1e-20
0.144544 0.0353457 0.0264573 0.00888833 1e-20 1e-20
0.147911 0.0394341 0.029776 0.00965809 1e-20 1e-20
0.151356 0.0479824 0.0341816 0.0138007 1e-20 1e-20
0.154882 0.0456417 0.0326307 0.013011 1e-20 1e-20
0.158489 0.043212 0.0333455 0.0098665 1e-20 1e-20
0.162181 0.0437052 0.0292129 0.0144923 1e-20 1e-20
0.165959 0.0396405 0.0296786 0.00996191 1e-20 1e-20
0.169824 0.0382331 0.026631 0.0116021 1e-20 1e-20
0.17378 0.0463158 0.0315766 0.0147393 1e-20 1e-20
0.177828 0.0400258 0.0297046 0.0103212 1e-20 1e-20
0.18197 0.0402475 0.0295928 0.0106547 1e-20 1e-20
0.186209 0.0393764 0.0297753 0.00960117 1e-20 1e-20
0.190546 0.0449447 0.0315859 0.0133588 1e-20 1e-20
0.194984 0.035879 0.0254241 0.0104549 1e-20 1e-20
0.199526 0.0371194 0.0264543 0.0106651 1e-20 1e-20
0.204174 0.0398301 0.0255615 0.0142686 1e-20 1e-20
0.20893 0.0365761 0.0268951 0.00968099 1e-20 1e-20
0.213796 0.0368453 0.0280362 0.00880901 1e-20 1e-20
0.218776 0.0372992 0.0253761 0.0119231 1e-20 1e-20
0.223872 0.035378 0.0248642 0.0105138 1e-20 1e-20
0.229087 0.033698 0.0254936 0.00820438 1e-20 1e-20
0.234423 0.0436645 0.0303674 0.0132971 1e-20 1e-20
0.239883 0.0457751 0.0325726 0.0132025 1e-20 1e-20
0.245471 0.0462281 0.0319778 0.0142503 1e-20 1e-20
0.251189 0.0463451 0.0306446 0.0157004 1e-20 1e-20
0.25704 0.0561457 0.0336132 0.0225325 1e-20 1e-20
0.263027 0.0617277 0.0442833 0.0174444 1e-20 1e-20
0.269153 0.0872842 0.0376151 0.0496691 1e-20 1e-20
0.275423 0.0653283 0.0449028 0.0204255 1e-20 1e-20
0.281838 0.0650021 0.0442044 0.0207978 1e-20 1e-20
0.288403 0.068015 0.0482361 0.0197789 1e-20 1e-20
0.295121 0.0668331 0.0455112 0.021322 1e-20 1e-20
0.301995 0.0731133 0.0530128 0.0201005 1e-20 1e-20
0.30903 0.0873364 0.0580866 0.0292498 1e-20 1e-20
0.316228 0.0836386 0.056202 0.0274366 1e-20 1e-20
0.323594 0.0864274 0.059369 0.0270583 1e-20 1e-20
0.331131 0.0948946 0.0683855 0.0265091 1e-20 1e-20
0.338844 0.102877 0.0678824 0.0349945 1.44084e-09 1e-20
0.346737 0.104788 0.0729916 0.0317963 1e-20 1e-20
0.354813 0.110784 0.0809756 0.0298088 2.58396e-09 1e-20
0.363078 0.11284 0.079222 0.0336176 1e-20 1e-20
0.371535 0.123745 0.0859666 0.0377762 2.01367e-06 1e-20
0.380189 0.11133 0.0783491 0.0329807 2.72117e-08 1e-20
0.389045 0.177164 0.089022 0.0881417 2.62772e-07 1e-20
0.398107 0.121077 0.0852522 0.0358247 2.63342e-07 1e-20
0.40738 0.147677 0.105332 0.0423451 3.93505e-07 1e-20
0.416869 0.140633 0.10195 0.0386826 9.54938e-08 1e-20
0.42658 0.151576 0.109559 0.0420166 1.01432e-06 1e-20
0.436516 0.161412 0.112089 0.0493223 7.28277e-07 1e-20
0.446684 0.165659 0.117563 0.0480909 5.54647e-06 1e-20
0.457088 0.172982 0.125533 0.0474391 1.00784e-05 1e-20
0.467735 0.171713 0.125454 0.0462459 1.32191e-05 1e-20
0.47863 0.176725 0.130321 0.0463757 2.7696e-05 1e-20
0.489779 0.198858 0.150115 0.0487084 3.50608e-05 1e-20
