0.0912011 0.00698296 0.00558566 0.0013973 1e-20 1e-20
0.0933254 0.00754491 0.0059573 0.00158761 1e-20 1e-20
0.0954993 0.00798962 0.00631731 0.00167231 1e-20 1e-20
0.0977237 0.00843909 0.006666 0.00177308 1e-20 1e-20
0.1 0.00902993 0.0070394 0.00199053 1e-20 1e-20
0.102329 0.00959403 0.00743069 0.00216334 1e-20 1e-20
0.104713 0.0101791 0.00786929 0.00230983 1e-20 1e-20
0.107152 0.0106283 0.00822892 0.00239937 1e-20 1e-20
0.109648 0.0111086 0.00859477 0.00251382 1e-20 1e-20
0.112202 0.0116953 0.00902721 0.00266814 1e-20 1e-20
0.114815 0.0121716 0.00941589 0.00275574 1e-20 1e-20
0.11749 0.0125911 0.00963644 0.00295464 1e-20 1e-20
0.120226 0.0130216 0.00998073 0.00304085 1e-20 1e-20
0.123027 0.0135653 0.0103426 0.00322268 1e-20 1e-20
0.125893 0.0139188 0.0106134 0.00330539 1e-20 1e-20
0.128825 0.0142182 0.0108352 0.00338305 1e-20 1e-20
0.131826 0.0145037 0.0110407 0.00346298 1e-20 1e-20
0.134896 0.0148965 0.011346 0.00355057 1e-20 1e-20
0.138038 0.0153071 0.0115955 0.00371163 1e-20 1e-20
0.141254 0.0153594 0.0116455 0.00371396 1e-20 1e-20
0.144544 0.0155201 0.0117527 0.00376743 1e-20 1e-20
0.147911 0.0160157 0.0121009 0.00391478 1e-20 1e-20
0.151356 0.0161715 0.0121278 0.00404362 1e-20 1e-20
0.154882 0.016314 0.012196 0.00411792 1e-20 1e-20
0.158489 0.0163378 0.0122601 0.0040777 1e-20 1e-20
0.162181 0.0167954 0.0124104 0.00438502 1e-20 1e-20
0.165959 0.0168125 0.012326 0.00448644 1e-20 1e-20
0.169824 0.0166848 0.0122689 0.00441588 1e-20 1e-20
0.17378 0.0167704 0.0122065 0.00456388 1e-20 1e-20
0.177828 0.0167569 0.0120631 0.00469375 1e-20 1e-20
0.18197 0.0169296 0.0121158 0.00481381 1e-20 1e-20
0.186209 0.0166707 0.0118381 0.0048326 1e-20 1e-20
0.190546 0.0162868 0.0116559 0.0046309 1e-20 1e-20
0.194984 0.0158925 0.0112772 0.00461527 1e-20 1e-20
0.199526 0.0156982 0.0111323 0.00456586 1e-20 1e-20
0.204174 0.0150293 0.0107724 0.0042569 1e-20 1e-20
0.20893 0.0146181 0.0105415 0.00407656 1e-20 1e-20
0.213796 0.014527 0.010474 0.00405299 1e-20 1e-20
0.218776 0.0146256 0.0105298 0.00409581 1e-20 1e-20
0.223872 0.0153051 0.0108921 0.00441298 1e-20 1e-20
0.229087 0.0159406 0.0113404 0.00460012 1e-20 1e-20
0.234423 0.0169705 0.0119107 0.00505976 1e-20 1e-20
0.239883 0.0180426 0.0125997 0.0054429 1e-20 1e-20
0.245471 0.01905 0.0131 0.00595002 1e-20 1e-20
0.251189 0.0200089 0.0137655 0.00624333 1e-20 1e-20
0.25704 0.0208028 0.0142889 0.00651383 1e-20 1e-20
0.263027 0.0215458 0.014883 0.00666276 1e-20 1e-20
0.269153 0.0223353 0.0154527 0.00688258 1e-20 1e-20
0.275423 0.0231249 0.0160103 0.0071146 1e-20 1e-20
0.281838 0.0240352 0.016623 0.00741218 1e-20 1e-20
0.288403 0.024847 0.0173521 0.00749498 1e-20 1e-20
0.295121 0.0255136 0.0178907 0.00762282 1e-20 1e-20
0.301995 0.0265428 0.0186163 0.00792653 1e-20 1e-20
0.30903 0.0275183 0.0193041 0.00821423 1e-20 1e-20
0.316228 0.028376 0.020057 0.00831903 1e-20 1e-20
0.323594 0.0298249 0.0209892 0.00883568 1e-20 1e-20
0.331131 0.0309759 0.0220015 0.00897437 1e-20 1e-20
0.338844 0.032241 0.0229506 0.00929015 1.62983e-07 1e-20
0.346737 0.0335605 0.0239466 0.00961391 1e-20 1e-20
0.354813 0.0348184 0.0249793 0.00983886 2.13113e-07 1e-20
0.363078 0.0365922 0.0264696 0.0101226 1e-20 1e-20
0.371535 0.0381084 0.027465 0.0106428 6.1551e-07 1e-20
0.380189 0.0396002 0.0286735 0.0109262 5.37242e-07 1e-20
0.389045 0.0411771 0.0299604 0.0112157 9.57816e-07 1e-20
0.398107 0.0434541 0.031617 0.0118358 1.29667e-06 1e-20
0.40738 0.0450318 0.0330539 0.011977 9.1391e-07 1e-20
0.416869 0.047102 0.0346203 0.0124795 2.18994e-06 1e-20
0.42658 0.0487836 0.03593 0.0128501 3.5037e-06 1e-20
0.436516 0.0508113 0.0375405 0.0132689 1.94297e-06 1e-20
0.446684 0.0532124 0.0395259 0.0136815 4.96977e-06 1e-20
0.457088 0.0548476 0.0408772 0.0139635 7.00354e-06 1e-20
0.467735 0.0569708 0.0426696 0.0142958 5.33638e-06 1e-20
0.47863 0.0588292 0.0442257 0.0145959 7.53139e-06 1e-20
0.489779 0.0608603 0.0459559 0.0148962 8.18306e-06 1e-20
0.501187 0.0630475 0.0477155 0.0153224 9.58355e-06 1e-20
0.512861 0.0650849 0.0496602 0.0154133 1.13542e-05 1e-20
0.524807 0.0670887 0.0513968 0.0156788 1.31261e-05 1e-20
0.537032 0.0689999 0.053132 0.0158516 1.62871e-05 1e-20
0.549541 0.0706917 0.0546996 0.0159795 1.26103e-05 1e-20
0.562341 0.0735156 0.0573828 0.0161135 1.92231e-05 1e-20
0.57544 0.0744656 0.0581025 0.0163487 1.43416e-05 1e-20
0.588844 0.0761213 0.0597991 0.0163075 1.46666e-05 1e-20
0.60256 0.0775608 0.0613925 0.01615 1.8343e-05 1e-20
