#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    1.4126e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.1500   0.09000000   0.0900   -2.8602   3.4035   4.8186   11.921   21.375   18.845   17.069   14.831   12.530   9.839   9.258   8.906   1.46765435   0
   0.013400   8.1500   0.09259702   0.0926   -2.8382   3.4068   4.8220   11.865   21.150   18.668   16.899   14.701   12.428   9.791   9.209   8.859   1.49533725   0
   0.013400   8.1500   0.09988278   0.0999   -2.7752   3.4164   4.8303   11.708   20.489   18.151   16.405   14.324   12.132   9.657   9.071   8.725   1.56925499   0
   0.013400   8.1500   0.10000000   0.1000   -2.7742   3.4166   4.8305   11.706   20.478   18.142   16.397   14.317   12.127   9.655   9.069   8.723   1.57040203   0
   0.013400   8.1500   0.10515098   0.1052   -2.7371   3.4216   4.8352   11.613   20.121   17.861   16.128   14.109   11.961   9.574   8.986   8.642   1.61945808   0
   0.013400   8.1500   0.11557890   0.1156   -2.6626   3.4320   4.8434   11.426   19.400   17.291   15.586   13.691   11.629   9.413   8.821   8.481   1.71144140   0
   0.013400   8.1500   0.12000000   0.1200   -2.6319   3.4366   4.8474   11.350   19.122   17.063   15.374   13.526   11.497   9.346   8.752   8.416   1.74782515   0
   0.013400   8.1500   0.12433281   0.1243   -2.6076   3.4394   4.8499   11.289   18.935   16.908   15.228   13.409   11.402   9.291   8.697   8.362   1.78213525   0
   0.013400   8.1500   0.14000000   0.1400   -2.5218   3.4494   4.8556   11.075   18.296   16.374   14.726   13.006   11.075   9.099   8.502   8.174   1.89584959   0
   0.013400   8.1500   0.16000000   0.1600   -2.4270   3.4609   4.8649   10.838   17.585   15.782   14.155   12.549   10.720   8.890   8.288   7.970   2.02115250   0
   0.013400   8.1500   0.19379206   0.1938   -2.2924   3.4755   4.8715   10.501   16.723   15.041   13.449   11.969   10.259   8.587   7.981   7.676   2.19417691   0
   0.013400   8.1500   0.20000000   0.2000   -2.2690   3.4779   4.8716   10.442   16.579   14.917   13.330   11.870   10.181   8.534   7.927   7.624   2.22178221   0
   0.013400   8.1500   0.25000000   0.2500   -2.1113   3.4938   4.8743   10.048   15.679   14.126   12.563   11.221   9.678   8.180   7.567   7.280   2.40809011   0
   0.013400   8.1500   0.25153598   0.2515   -2.1070   3.4941   4.8742   10.037   15.658   14.106   12.544   11.205   9.665   8.170   7.557   7.271   2.41298079   0
   0.013400   8.1500   0.30000001   0.3000   -1.9786   3.5053   4.8668   9.717   15.028   13.542   12.009   10.740   9.284   7.874   7.258   6.983   2.54750419   0
