#   Isochrone  Z = 0.00042   Y = 0.24900   [M/H] = -1.564   eta_R = 0.200   Age =    3.1623e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000424   8.5000   0.09000000   0.0900   -2.9574   3.5053   5.3230   12.164   18.234   16.067   14.164   12.777   11.490   10.300   9.885   9.755   1.46765435   0
   0.000424   8.5000   0.09199121   0.0920   -2.9312   3.5088   5.3203   12.098   18.028   15.922   14.037   12.678   11.423   10.246   9.821   9.687   1.48894584   0
   0.000424   8.5000   0.09515678   0.0952   -2.8884   3.5149   5.3162   11.991   17.686   15.682   13.830   12.515   11.315   10.159   9.717   9.578   1.52191436   0
   0.000424   8.5000   0.09744767   0.0974   -2.8525   3.5199   5.3111   11.901   17.396   15.480   13.657   12.379   11.224   10.086   9.630   9.486   1.54513311   0
   0.000424   8.5000   0.09961873   0.0996   -2.8180   3.5252   5.3072   11.815   17.123   15.283   13.496   12.249   11.136   10.016   9.549   9.401   1.56666625   0
   0.000424   8.5000   0.10000000   0.1000   -2.8120   3.5262   5.3068   11.800   17.074   15.248   13.468   12.226   11.121   10.005   9.535   9.387   1.57040203   0
   0.000424   8.5000   0.10161734   0.1016   -2.7950   3.5281   5.3043   11.757   16.964   15.166   13.398   12.168   11.078   9.968   9.494   9.345   1.58608675   0
   0.000424   8.5000   0.12000000   0.1200   -2.5699   3.5520   5.2472   11.195   15.606   14.131   12.538   11.429   10.510   9.483   8.963   8.799   1.74782515   0
   0.000424   8.5000   0.14000000   0.1400   -2.4134   3.5661   5.2138   10.804   14.796   13.489   11.998   10.953   10.117   9.136   8.599   8.425   1.89584959   0
   0.000424   8.5000   0.16000000   0.1600   -2.2806   3.5760   5.1786   10.472   14.191   12.992   11.571   10.571   9.783   8.835   8.288   8.108   2.02115250   0
   0.000424   8.5000   0.18003383   0.1800   -2.1790   3.5830   5.1562   10.218   13.755   12.628   11.255   10.287   9.528   8.602   8.049   7.867   2.12876058   0
   0.000424   8.5000   0.20000000   0.2000   -2.0834   3.5892   5.1313   9.978   13.353   12.291   10.961   10.023   9.288   8.382   7.825   7.640   2.22178221   0
   0.000424   8.5000   0.22893989   0.2289   -1.9699   3.5962   5.1042   9.695   12.904   11.907   10.620   9.714   9.003   8.118   7.559   7.373   2.33652902   1
   0.000424   8.5000   0.25000000   0.2500   -1.8953   3.6007   5.0860   9.508   12.613   11.656   10.397   9.511   8.816   7.944   7.384   7.198   2.40809011   1
   0.000424   8.5000   0.30000001   0.3000   -1.7460   3.6095   5.0512   9.135   12.047   11.162   9.957   9.109   8.440   7.595   7.034   6.852   2.54750419   1
   0.000424   8.5000   0.30756363   0.3076   -1.7229   3.6107   5.0435   9.077   11.964   11.089   9.891   9.048   8.382   7.541   6.979   6.798   2.56558204   1
   0.000424   8.5000   0.34999999   0.3500   -1.6146   3.6170   5.0169   8.807   11.563   10.736   9.574   8.758   8.110   7.287   6.726   6.550   2.65552020   0
   0.000424   8.5000   0.40000001   0.4000   -1.4683   3.6277   4.9710   8.441   10.987   10.239   9.133   8.362   7.743   6.950   6.389   6.225   2.74133730   0
   0.000424   8.5000   0.44999999   0.4500   -1.3061   3.6432   4.9222   8.035   10.291   9.653   8.626   7.916   7.338   6.587   6.033   5.887   2.81098008   0
   0.000424   8.5000   0.49130404   0.4913   -1.1607   3.6601   4.8825   7.672   9.621   9.109   8.160   7.513   6.976   6.271   5.737   5.609   2.85920262   1
   0.000424   8.5000   0.50000000   0.5000   -1.1322   3.6637   4.8758   7.600   9.484   9.001   8.069   7.434   6.906   6.211   5.682   5.558   2.86847806   1
   0.000424   8.5000   0.55000001   0.5500   -0.9613   3.6857   4.8345   7.173   8.663   8.366   7.527   6.968   6.487   5.858   5.371   5.265   2.91663504   1
   0.000424   8.5000   0.60000002   0.6000   -0.7951   3.7077   4.7939   6.758   7.901   7.781   7.026   6.528   6.087   5.523   5.084   4.994   2.95739889   1
   0.000424   8.5000   0.64999998   0.6500   -0.6349   3.7303   4.7589   6.357   7.207   7.235   6.565   6.119   5.716   5.214   4.821   4.745   2.99236870   1
   0.000424   8.5000   0.69999999   0.7000   -0.4829   3.7530   4.7301   5.977   6.598   6.737   6.148   5.745   5.378   4.933   4.579   4.517   3.02253795   1
   0.000424   8.5000   0.75000000   0.7500   -0.3410   3.7745   4.7040   5.623   6.077   6.288   5.771   5.409   5.075   4.679   4.359   4.312   3.04879928   1
   0.000424   8.5000   0.80000001   0.8000   -0.2091   3.7910   4.6663   5.293   5.641   5.890   5.436   5.112   4.806   4.441   4.138   4.108   3.07187057   1
   0.000424   8.5000   0.82235998   0.8223   -0.1530   3.7980   4.6500   5.153   5.465   5.723   5.293   4.985   4.691   4.339   4.044   4.020   3.08128572   1
   0.000424   8.5000   0.85000002   0.8500   -0.0857   3.8063   4.6304   4.984   5.266   5.526   5.121   4.828   4.547   4.213   3.933   3.914   3.09222293   1
   0.000424   8.5000   0.89999998   0.9000   0.0322   3.8208   4.5953   4.690   4.934   5.185   4.817   4.550   4.292   3.991   3.739   3.724   3.11026096   1
