#   Isochrone  Z = 0.00042   Y = 0.24900   [M/H] = -1.564   eta_R = 0.200   Age =    3.5482e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000424   9.5500   0.09000000   0.0900   -3.1941   3.4756   5.4408   12.755   20.227   17.428   15.423   13.692   12.084   10.785   10.502   10.406   1.46765435   1
   0.000424   9.5500   0.09375386   0.0938   -3.0750   3.4928   5.4081   12.458   19.108   16.679   14.718   13.201   11.780   10.547   10.187   10.074   1.50743318   1
   0.000424   9.5500   0.10000000   0.1000   -2.8870   3.5199   5.3564   11.987   17.515   15.581   13.753   12.469   11.307   10.169   9.719   9.579   1.57040203   1
   0.000424   9.5500   0.12000000   0.1200   -2.5996   3.5511   5.2731   11.269   15.719   14.227   12.625   11.510   10.583   9.553   9.037   8.874   1.74782515   1
   0.000424   9.5500   0.14000000   0.1400   -2.4206   3.5662   5.2216   10.821   14.812   13.506   12.015   10.970   10.134   9.155   8.618   8.444   1.89584959   1
   0.000424   9.5500   0.16000000   0.1600   -2.2844   3.5763   5.1837   10.481   14.194   12.997   11.578   10.579   9.793   8.845   8.298   8.119   2.02115250   1
   0.000424   9.5500   0.20000000   0.2000   -2.0758   3.5896   5.1253   9.960   13.323   12.266   10.939   10.002   9.270   8.364   7.807   7.622   2.22178221   1
   0.000424   9.5500   0.25000000   0.2500   -1.8748   3.6009   5.0665   9.457   12.554   11.601   10.344   9.460   8.765   7.894   7.333   7.147   2.40809011   1
   0.000424   9.5500   0.30000001   0.3000   -1.7137   3.6095   5.0189   9.054   11.961   11.080   9.876   9.029   8.360   7.515   6.952   6.770   2.54750419   1
   0.000424   9.5500   0.30259743   0.3026   -1.7064   3.6099   5.0170   9.036   11.934   11.056   9.855   9.009   8.342   7.498   6.934   6.753   2.55378842   1
   0.000424   9.5500   0.34999999   0.3500   -1.5831   3.6168   4.9843   8.728   11.487   10.660   9.497   8.681   8.033   7.208   6.645   6.468   2.65552020   1
   0.000424   9.5500   0.37641910   0.3764   -1.5071   3.6222   4.9618   8.538   11.188   10.402   9.268   8.476   7.842   7.033   6.469   6.299   2.70315003   1
