#   Isochrone  Z = 0.00042   Y = 0.24900   [M/H] = -1.564   eta_R = 0.200   Age =    7.9433e+06 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000424   6.9000   0.09000000   0.0900   -1.7746   3.5385   4.2728   9.207   13.627   12.222   10.626   9.517   8.581   7.494   6.921   6.706   1.46765435   0
   0.000424   6.9000   0.09112056   0.0911   -1.7678   3.5391   4.2738   9.190   13.595   12.195   10.603   9.496   8.564   7.478   6.905   6.690   1.47969031   0
   0.000424   6.9000   0.09783840   0.0978   -1.7252   3.5426   4.2762   9.083   13.401   12.033   10.461   9.368   8.454   7.381   6.804   6.589   1.54904175   0
   0.000424   6.9000   0.10000000   0.1000   -1.7127   3.5438   4.2778   9.052   13.342   11.984   10.419   9.330   8.422   7.353   6.775   6.560   1.57040203   0
   0.000424   6.9000   0.10003876   0.1000   -1.7124   3.5438   4.2778   9.051   13.341   11.983   10.418   9.329   8.422   7.352   6.774   6.559   1.57078099   0
   0.000424   6.9000   0.11356226   0.1136   -1.6386   3.5497   4.2828   8.867   13.010   11.704   10.176   9.110   8.232   7.183   6.600   6.385   1.69435441   0
   0.000424   6.9000   0.12000000   0.1200   -1.6064   3.5523   4.2849   8.786   12.867   11.585   10.072   9.016   8.150   7.110   6.523   6.309   1.74782515   0
   0.000424   6.9000   0.14000000   0.1400   -1.5159   3.5591   4.2886   8.560   12.480   11.256   9.784   8.755   7.920   6.902   6.309   6.096   1.89584959   0
   0.000424   6.9000   0.16000000   0.1600   -1.4358   3.5655   4.2920   8.360   12.136   10.965   9.530   8.526   7.717   6.719   6.121   5.908   2.02115250   0
   0.000424   6.9000   0.16792475   0.1679   -1.4072   3.5679   4.2938   8.288   12.012   10.860   9.439   8.444   7.644   6.653   6.054   5.841   2.06567240   0
   0.000424   6.9000   0.20666657   0.2067   -1.2832   3.5781   4.3007   7.978   11.473   10.405   9.043   8.090   7.328   6.371   5.764   5.555   2.25017643   0
