#   Isochrone  Z = 0.00134   Y = 0.25084   [M/H] = -1.063   eta_R = 0.200   Age =    7.9434e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.001340   8.9000   0.09000000   0.0900   -3.1900   3.4526   5.3448   12.745   20.874   18.169   16.168   14.214   12.288   10.723   10.341   10.177   1.46765435   0
   0.001340   8.9000   0.09676804   0.0968   -3.0478   3.4728   5.3149   12.390   19.590   17.189   15.244   13.562   11.862   10.434   9.989   9.813   1.53829908   0
   0.001340   8.9000   0.10000000   0.1000   -2.9798   3.4827   5.3008   12.219   18.994   16.733   14.819   13.252   11.662   10.297   9.826   9.644   1.57040203   0
   0.001340   8.9000   0.10382523   0.1038   -2.9297   3.4888   5.2912   12.094   18.607   16.437   14.542   13.041   11.522   10.192   9.706   9.521   1.60707843   0
   0.001340   8.9000   0.11521305   0.1152   -2.7716   3.5075   5.2531   11.699   17.468   15.562   13.747   12.411   11.089   9.857   9.337   9.140   1.70836496   1
   0.001340   8.9000   0.12000000   0.1200   -2.7087   3.5149   5.2374   11.542   17.035   15.230   13.452   12.169   10.920   9.724   9.193   8.992   1.74782515   1
   0.001340   8.9000   0.14000000   0.1400   -2.5270   3.5321   5.1915   11.087   15.997   14.400   12.721   11.540   10.442   9.322   8.772   8.565   1.89584959   1
   0.001340   8.9000   0.16000000   0.1600   -2.3902   3.5430   5.1565   10.745   15.327   13.845   12.233   11.104   10.088   9.013   8.454   8.245   2.02115250   1
   0.001340   8.9000   0.20000000   0.2000   -2.1838   3.5576   5.1054   10.229   14.410   13.067   11.544   10.477   9.561   8.541   7.972   7.761   2.22178221   1
   0.001340   8.9000   0.25000000   0.2500   -1.9933   3.5694   5.0590   9.753   13.636   12.397   10.943   9.923   9.078   8.100   7.524   7.313   2.40809011   1
   0.001340   8.9000   0.30000001   0.3000   -1.8428   3.5784   5.0233   9.377   13.056   11.887   10.484   9.498   8.697   7.749   7.171   6.961   2.54750419   1
   0.001340   8.9000   0.33324465   0.3332   -1.7368   3.5831   4.9822   9.112   12.681   11.551   10.176   9.210   8.432   7.498   6.917   6.708   2.62220240   1
   0.001340   8.9000   0.34999999   0.3500   -1.6958   3.5860   4.9739   9.010   12.517   11.408   10.049   9.094   8.328   7.404   6.821   6.614   2.65552020   0
   0.001340   8.9000   0.40000001   0.4000   -1.5454   3.5965   4.9232   8.633   11.924   10.889   9.588   8.674   7.949   7.056   6.468   6.270   2.74133730   0
   0.001340   8.9000   0.42185810   0.4219   -1.4683   3.6028   4.8947   8.441   11.607   10.612   9.347   8.457   7.754   6.880   6.289   6.098   2.77352619   1
   0.001340   8.9000   0.44999999   0.4500   -1.3777   3.6112   4.8656   8.214   11.222   10.278   9.059   8.201   7.525   6.675   6.079   5.899   2.81098008   1
   0.001340   8.9000   0.50000000   0.5000   -1.1944   3.6343   4.8204   7.756   10.351   9.537   8.441   7.672   7.067   6.276   5.672   5.529   2.86847806   1
   0.001340   8.9000   0.55000001   0.5500   -1.0078   3.6629   4.7899   7.289   9.351   8.731   7.784   7.126   6.602   5.889   5.317   5.208   2.91663504   1
   0.001340   8.9000   0.60000002   0.6000   -0.8352   3.6890   4.7593   6.858   8.419   8.035   7.201   6.641   6.176   5.545   5.037   4.947   2.95739889   1
   0.001340   8.9000   0.64999998   0.6500   -0.6715   3.7138   4.7298   6.449   7.607   7.434   6.691   6.203   5.782   5.229   4.786   4.710   2.99236870   1
   0.001340   8.9000   0.67112088   0.6711   -0.6051   3.7244   4.7196   6.283   7.295   7.198   6.493   6.031   5.627   5.106   4.688   4.617   3.00564432   1
   0.001340   8.9000   0.69999999   0.7000   -0.5174   3.7384   4.7059   6.063   6.905   6.897   6.240   5.808   5.426   4.943   4.557   4.493   3.02253795   1
   0.001340   8.9000   0.70343804   0.7034   -0.5071   3.7400   4.7043   6.038   6.861   6.862   6.211   5.782   5.402   4.924   4.542   4.479   3.02445960   1
   0.001340   8.9000   0.75000000   0.7500   -0.3738   3.7614   4.6844   5.705   6.313   6.419   5.844   5.456   5.110   4.687   4.346   4.294   3.04879928   1
   0.001340   8.9000   0.80000001   0.8000   -0.2408   3.7789   4.6494   5.372   5.838   6.009   5.495   5.141   4.821   4.440   4.130   4.088   3.07187057   1
   0.001340   8.9000   0.85000002   0.8500   -0.1141   3.7939   4.6092   5.055   5.426   5.628   5.168   4.851   4.556   4.203   3.909   3.883   3.09222293   1
   0.001340   8.9000   0.85036844   0.8503   -0.1132   3.7940   4.6089   5.053   5.423   5.625   5.166   4.849   4.554   4.201   3.908   3.882   3.09236383   1
   0.001340   8.9000   0.89999998   0.8999   0.0063   3.8077   4.5689   4.754   5.063   5.275   4.860   4.569   4.296   3.973   3.702   3.684   3.11026096   1
   0.001340   8.9000   0.94999999   0.9499   0.1201   3.8209   4.5313   4.470   4.739   4.945   4.567   4.301   4.048   3.754   3.510   3.496   3.12635612   1
   0.001340   8.9000   0.98326188   0.9832   0.1925   3.8298   4.5094   4.289   4.536   4.734   4.381   4.130   3.892   3.618   3.392   3.380   3.13613510   1
   0.001340   8.9000   1.00000000   0.9999   0.2281   3.8342   4.4985   4.200   4.440   4.631   4.288   4.045   3.815   3.551   3.334   3.323   3.14080405   1
   0.001340   8.9000   1.04345286   1.0434   0.3178   3.8462   4.4756   3.976   4.200   4.369   4.056   3.834   3.625   3.389   3.196   3.187   3.15218234   1
   0.001340   8.9000   1.04999995   1.0499   0.3310   3.8480   4.4722   3.942   4.165   4.330   4.021   3.803   3.596   3.365   3.176   3.167   3.15380883   1
   0.001340   8.9000   1.05649781   1.0564   0.3439   3.8500   4.4699   3.910   4.130   4.292   3.987   3.773   3.570   3.343   3.158   3.149   3.15540147   1
   0.001340   8.9000   1.09466410   1.0945   0.4183   3.8615   4.4570   3.724   3.934   4.071   3.793   3.601   3.418   3.216   3.055   3.047   3.16434455   1
   0.001340   8.9000   1.10000002   1.0999   0.4285   3.8631   4.4552   3.699   3.907   4.041   3.766   3.577   3.397   3.199   3.041   3.033   3.16554141   1
   0.001340   8.9000   1.14999998   1.1499   0.5212   3.8805   4.4514   3.467   3.667   3.761   3.523   3.368   3.219   3.060   2.936   2.929   3.17617631   1
   0.001340   8.9000   1.20000005   1.1999   0.6092   3.8988   4.4553   3.247   3.443   3.495   3.295   3.176   3.061   2.941   2.852   2.845   3.18585706   1
