#   Isochrone  Z = 0.00042   Y = 0.24900   [M/H] = -1.564   eta_R = 0.200   Age =    7.0796e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000424   8.8500   0.09000000   0.0900   -3.1230   3.4854   5.4088   12.578   19.565   16.987   15.003   13.403   11.904   10.642   10.312   10.204   1.46765435   0
   0.000424   8.8500   0.09126215   0.0913   -3.0971   3.4890   5.4035   12.513   19.321   16.823   14.850   13.295   11.838   10.590   10.243   10.133   1.48120117   0
   0.000424   8.8500   0.09560398   0.0956   -2.9917   3.5040   5.3781   12.249   18.417   16.201   14.288   12.880   11.571   10.377   9.975   9.851   1.52648795   0
   0.000424   8.8500   0.10000000   0.1000   -2.8773   3.5206   5.3496   11.963   17.460   15.539   13.717   12.438   11.283   10.148   9.695   9.554   1.57040203   0
   0.000424   8.8500   0.10910056   0.1091   -2.7500   3.5346   5.3161   11.645   16.639   14.926   13.202   12.005   10.962   9.875   9.390   9.238   1.65538466   0
   0.000424   8.8500   0.12000000   0.1200   -2.6010   3.5508   5.2734   11.272   15.730   14.235   12.631   11.515   10.586   9.555   9.040   8.877   1.74782515   0
   0.000424   8.8500   0.12890038   0.1289   -2.5183   3.5578   5.2498   11.066   15.307   13.899   12.347   11.264   10.379   9.372   8.845   8.678   1.81693459   1
   0.000424   8.8500   0.14000000   0.1400   -2.4225   3.5659   5.2223   10.826   14.826   13.516   12.023   10.977   10.139   9.159   8.622   8.449   1.89584959   1
   0.000424   8.8500   0.16000000   0.1600   -2.2873   3.5760   5.1853   10.488   14.210   13.010   11.588   10.588   9.800   8.852   8.305   8.125   2.02115250   1
   0.000424   8.8500   0.20000000   0.2000   -2.0836   3.5893   5.1317   9.979   13.352   12.291   10.961   10.023   9.289   8.382   7.826   7.641   2.22178221   1
   0.000424   8.8500   0.25000000   0.2500   -1.8932   3.6007   5.0841   9.503   12.607   11.650   10.392   9.506   8.811   7.939   7.379   7.193   2.40809011   1
   0.000424   8.8500   0.30000001   0.3000   -1.7416   3.6095   5.0468   9.124   12.035   11.151   9.946   9.098   8.429   7.584   7.022   6.841   2.54750419   1
   0.000424   8.8500   0.32691878   0.3269   -1.6638   3.6135   5.0222   8.929   11.757   10.905   9.723   8.892   8.234   7.401   6.838   6.660   2.60891366   1
   0.000424   8.8500   0.34999999   0.3500   -1.6100   3.6169   5.0118   8.795   11.553   10.726   9.563   8.747   8.099   7.275   6.714   6.538   2.65552020   0
   0.000424   8.8500   0.39959520   0.3996   -1.4581   3.6264   4.9553   8.415   10.985   10.229   9.117   8.341   7.719   6.922   6.358   6.193   2.74071264   1
   0.000424   8.8500   0.40000001   0.4000   -1.4570   3.6265   4.9549   8.412   10.981   10.225   9.113   8.338   7.716   6.919   6.356   6.190   2.74133730   1
   0.000424   8.8500   0.44999999   0.4500   -1.3004   3.6424   4.9132   8.021   10.291   9.648   8.617   7.904   7.324   6.571   6.015   5.869   2.81098008   1
   0.000424   8.8500   0.50000000   0.5000   -1.1282   3.6637   4.8720   7.591   9.473   8.991   8.058   7.424   6.896   6.202   5.672   5.548   2.86847806   1
   0.000424   8.8500   0.55000001   0.5500   -0.9555   3.6857   4.8285   7.159   8.648   8.352   7.513   6.954   6.473   5.843   5.356   5.250   2.91663504   1
   0.000424   8.8500   0.60000002   0.6000   -0.7881   3.7076   4.7867   6.740   7.883   7.764   7.009   6.510   6.070   5.505   5.066   4.976   2.95739889   1
