#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    3.5482e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   9.5500   0.09000000   0.0900   -3.4158   3.3664   5.2257   13.310   25.711   22.035   19.979   17.110   14.426   11.119   10.535   10.249   1.46765435   1
   0.013400   9.5500   0.10000000   0.1000   -3.2292   3.3932   5.1919   12.843   23.612   20.474   18.531   16.031   13.586   10.722   10.131   9.832   1.57040203   1
   0.013400   9.5500   0.11014046   0.1101   -3.0868   3.4121   5.1671   12.487   22.110   19.348   17.482   15.241   12.964   10.414   9.819   9.513   1.66461587   1
   0.013400   9.5500   0.12000000   0.1200   -2.9605   3.4289   5.1451   12.171   20.781   18.349   16.550   14.537   12.411   10.141   9.542   9.230   1.74782515   1
   0.013400   9.5500   0.14000000   0.1400   -2.7795   3.4481   5.1080   11.719   19.348   17.205   15.491   13.699   11.730   9.735   9.131   8.821   1.89584959   1
   0.013400   9.5500   0.16000000   0.1600   -2.6382   3.4616   5.0789   11.366   18.344   16.394   14.722   13.081   11.237   9.416   8.809   8.504   2.02115250   1
   0.013400   9.5500   0.20000000   0.2000   -2.4218   3.4804   5.0342   10.824   17.024   15.288   13.676   12.215   10.539   8.921   8.310   8.016   2.22178221   1
   0.013400   9.5500   0.25000000   0.2500   -2.2178   3.4965   4.9916   10.314   15.945   14.357   12.781   11.448   9.924   8.452   7.839   7.556   2.40809011   1
   0.013400   9.5500   0.30000001   0.3000   -2.0590   3.5070   4.9541   9.918   15.230   13.722   12.178   10.915   9.472   8.079   7.463   7.191   2.54750419   1
   0.013400   9.5500   0.34613621   0.3461   -1.9128   3.5149   4.9016   9.552   14.643   13.190   11.673   10.457   9.072   7.733   7.112   6.847   2.64806747   1
   0.013400   9.5500   0.34999999   0.3500   -1.9012   3.5155   4.8973   9.523   14.598   13.149   11.634   10.421   9.041   7.705   7.084   6.820   2.65552020   1
   0.013400   9.5500   0.40000001   0.4000   -1.7585   3.5266   4.8570   9.166   13.987   12.587   11.100   9.943   8.643   7.376   6.748   6.495   2.74133730   1
   0.013400   9.5500   0.44999999   0.4500   -1.6073   3.5388   4.8057   8.788   13.376   12.010   10.552   9.448   8.227   7.028   6.391   6.150   2.81098008   1
   0.013400   9.5500   0.50000000   0.5000   -1.4494   3.5542   4.7551   8.393   12.747   11.397   9.966   8.915   7.795   6.673   6.025   5.798   2.86847806   1
   0.013400   9.5500   0.54849595   0.5485   -1.2869   3.5731   4.7084   7.987   12.099   10.746   9.339   8.342   7.352   6.318   5.657   5.450   2.91530371   1
   0.013400   9.5500   0.55000001   0.5500   -1.2820   3.5737   4.7070   7.975   12.080   10.727   9.321   8.325   7.339   6.308   5.646   5.440   2.91663504   1
   0.013400   9.5500   0.60000002   0.6000   -1.1153   3.5976   4.6739   7.558   11.399   10.030   8.669   7.730   6.893   5.953   5.272   5.102   2.95739889   1
   0.013400   9.5500   0.64999998   0.6500   -0.9481   3.6261   4.6554   7.140   10.665   9.278   8.010   7.141   6.453   5.599   4.919   4.794   2.99236870   1
