#   Isochrone  Z = 0.02124   Y = 0.28667   [M/H] = 0.171   eta_R = 0.200   Age =    2.8184e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.021238   9.4500   0.09148076   0.0915   -3.4144   3.3563   5.1911   13.306   25.851   22.297   20.254   17.405   14.700   11.105   10.517   10.163   1.48352957   1
   0.021238   9.4500   0.10296151   0.1030   -3.2333   3.3804   5.1576   12.853   23.945   20.864   18.931   16.392   13.892   10.707   10.120   9.769   1.59892321   1
   0.021238   9.4500   0.12296151   0.1230   -2.9937   3.4099   5.1132   12.254   21.583   19.070   17.269   15.105   12.857   10.176   9.588   9.243   1.77141464   1
   0.021238   9.4500   0.14296152   0.1430   -2.8137   3.4305   5.0810   11.804   19.921   17.793   16.079   14.175   12.101   9.774   9.185   8.846   1.91567707   1
   0.021238   9.4500   0.16592301   0.1659   -2.6574   3.4464   5.0529   11.414   18.756   16.850   15.207   13.468   11.513   9.417   8.827   8.496   2.05468392   1
   0.021238   9.4500   0.20740378   0.2074   -2.4448   3.4648   5.0107   10.882   17.412   15.731   14.149   12.587   10.785   8.929   8.335   8.018   2.25323844   1
   0.021238   9.4500   0.25740379   0.2574   -2.2484   3.4806   4.9713   10.391   16.331   14.801   13.267   11.834   10.157   8.473   7.876   7.573   2.43126392   1
   0.021238   9.4500   0.27685404   0.2769   -2.1817   3.4855   4.9560   10.224   16.001   14.510   12.983   11.586   9.954   8.319   7.720   7.422   2.48766160   1
   0.021238   9.4500   0.30740377   0.3074   -2.0862   3.4926   4.9343   9.985   15.541   14.101   12.589   11.240   9.667   8.097   7.495   7.205   2.56520677   1
   0.021238   9.4500   0.35587281   0.3559   -1.9339   3.5015   4.8813   9.605   14.899   13.522   12.041   10.749   9.235   7.736   7.128   6.849   2.66659808   1
   0.021238   9.4500   0.35740378   0.3574   -1.9295   3.5018   4.8799   9.594   14.881   13.506   12.025   10.735   9.223   7.726   7.117   6.838   2.66943765   0
   0.021238   9.4500   0.36733171   0.3673   -1.8978   3.5044   4.8707   9.515   14.736   13.374   11.900   10.625   9.131   7.653   7.042   6.766   2.68738914   1
   0.021238   9.4500   0.44999999   0.4500   -1.6637   3.5239   4.8025   8.929   13.727   12.431   11.000   9.824   8.457   7.115   6.485   6.231   2.81098008   1
   0.021238   9.4500   0.50000000   0.5000   -1.5151   3.5376   4.7543   8.558   13.127   11.846   10.446   9.329   8.037   6.777   6.131   5.893   2.86847806   1
   0.021238   9.4500   0.55000001   0.5500   -1.3584   3.5544   4.7066   8.166   12.512   11.218   9.840   8.785   7.594   6.429   5.766   5.546   2.91663504   1
   0.021238   9.4500   0.60000002   0.6000   -1.1991   3.5762   4.6720   7.768   11.881   10.536   9.166   8.178   7.142   6.091   5.409   5.215   2.95739889   1
   0.021238   9.4500   0.64999998   0.6500   -1.0377   3.6027   4.6516   7.364   11.227   9.814   8.479   7.554   6.697   5.756   5.062   4.908   2.99236870   1
   0.021238   9.4500   0.66171682   0.6617   -1.0001   3.6095   4.6489   7.270   11.068   9.640   8.319   7.410   6.594   5.678   4.985   4.841   2.99983501   1
   0.021238   9.4500   0.69999999   0.7000   -0.8814   3.6309   4.6402   6.973   10.518   9.078   7.821   6.964   6.279   5.434   4.756   4.642   3.02253795   1
   0.021238   9.4500   0.72031474   0.7203   -0.8171   3.6442   4.6413   6.813   10.127   8.743   7.538   6.720   6.110   5.309   4.654   4.555   3.03363419   1
   0.021238   9.4500   0.75000000   0.7500   -0.7260   3.6629   4.6425   6.585   9.491   8.267   7.146   6.396   5.869   5.136   4.533   4.448   3.04879928   1
   0.021238   9.4500   0.80000001   0.8000   -0.5922   3.6827   4.6162   6.250   8.698   7.686   6.661   5.993   5.524   4.863   4.325   4.250   3.07187057   1
   0.021238   9.4500   0.85000002   0.8499   -0.4624   3.7022   4.5906   5.926   7.967   7.157   6.218   5.625   5.199   4.603   4.124   4.058   3.09222293   1
   0.021238   9.4500   0.85726112   0.8572   -0.4439   3.7049   4.5865   5.880   7.869   7.086   6.158   5.574   5.154   4.567   4.095   4.030   3.09497619   1
