#   Isochrone  Z = 0.02124   Y = 0.28667   [M/H] = 0.171   eta_R = 0.200   Age =    8.9126e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.021238   7.9500   0.09148076   0.0915   -2.7300   3.3871   4.6295   11.595   21.160   18.887   17.204   14.920   12.547   9.481   8.919   8.507   1.48352957   0
   0.021238   7.9500   0.09275609   0.0928   -2.7202   3.3884   4.6311   11.571   21.075   18.817   17.136   14.866   12.503   9.460   8.897   8.486   1.49700892   0
   0.021238   7.9500   0.10120181   0.1012   -2.6560   3.3971   4.6394   11.410   20.511   18.352   16.688   14.509   12.214   9.317   8.752   8.350   1.58208227   0
   0.021238   7.9500   0.10296151   0.1030   -2.6427   3.3989   4.6408   11.377   20.394   18.255   16.595   14.435   12.154   9.288   8.722   8.322   1.59892321   0
   0.021238   7.9500   0.11362420   0.1136   -2.5704   3.4084   4.6497   11.196   19.764   17.737   16.095   14.037   11.832   9.127   8.559   8.168   1.69488406   0
   0.021238   7.9500   0.12296151   0.1230   -2.5119   3.4166   4.6580   11.050   19.235   17.303   15.677   13.706   11.564   8.997   8.427   8.044   1.77141464   0
   0.021238   7.9500   0.14296152   0.1430   -2.4021   3.4309   4.6709   10.775   18.286   16.523   14.928   13.111   11.079   8.753   8.179   7.809   1.91567707   0
   0.021238   7.9500   0.16592301   0.1659   -2.3028   3.4423   4.6819   10.527   17.578   15.919   14.357   12.643   10.689   8.527   7.949   7.593   2.05468392   0
   0.021238   7.9500   0.20740378   0.2074   -2.1503   3.4594   4.6948   10.146   16.556   15.035   13.508   11.940   10.115   8.181   7.598   7.262   2.25323844   0
   0.021238   7.9500   0.25740379   0.2574   -2.0077   3.4746   4.7068   9.789   15.713   14.284   12.789   11.336   9.620   7.857   7.266   6.950   2.43126392   0
   0.021238   7.9500   0.30740377   0.3074   -1.8861   3.4870   4.7118   9.485   15.052   13.683   12.203   10.833   9.218   7.582   6.984   6.684   2.56520677   0
   0.021238   7.9500   0.35740378   0.3574   -1.7785   3.4976   4.7121   9.216   14.517   13.189   11.729   10.422   8.881   7.338   6.730   6.445   2.66943765   0
   0.021238   7.9500   0.44799668   0.4480   -1.5826   3.5174   4.6934   8.726   13.612   12.335   10.910   9.706   8.291   6.895   6.267   6.006   2.80844784   0
