#   Isochrone  Z = 0.00134   Y = 0.25084   [M/H] = -1.063   eta_R = 0.200   Age =    2.5119e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.001340   7.4000   0.09000000   0.0900   -2.1880   3.5049   4.5520   10.240   15.566   13.917   12.186   10.932   9.667   8.421   7.874   7.623   1.46765435   0
   0.001340   7.4000   0.09536669   0.0954   -2.1512   3.5086   4.5551   10.148   15.368   13.750   12.035   10.801   9.566   8.338   7.788   7.538   1.52406359   0
   0.001340   7.4000   0.10000000   0.1000   -2.1195   3.5118   4.5569   10.069   15.201   13.609   11.908   10.689   9.481   8.268   7.715   7.466   1.57040203   0
   0.001340   7.4000   0.10375851   0.1038   -2.0966   3.5140   4.5587   10.012   15.085   13.511   11.819   10.609   9.420   8.217   7.661   7.414   1.60645103   0
   0.001340   7.4000   0.11824165   0.1182   -2.0122   3.5220   4.5630   9.801   14.662   13.151   11.495   10.321   9.195   8.027   7.465   7.222   1.73352683   0
   0.001340   7.4000   0.12000000   0.1200   -2.0023   3.5229   4.5632   9.776   14.614   13.109   11.458   10.288   9.168   8.005   7.442   7.199   1.74782515   0
   0.001340   7.4000   0.14000000   0.1400   -1.9026   3.5319   4.5664   9.526   14.140   12.702   11.096   9.961   8.905   7.779   7.209   6.971   1.89584959   0
   0.001340   7.4000   0.16000000   0.1600   -1.8197   3.5389   4.5694   9.319   13.769   12.380   10.807   9.699   8.688   7.590   7.015   6.780   2.02115250   0
   0.001340   7.4000   0.21213058   0.2121   -1.6428   3.5529   4.5710   8.877   13.016   11.720   10.215   9.156   8.232   7.187   6.601   6.372   2.27251816   0
   0.001340   7.4000   0.24421135   0.2442   -1.5551   3.5599   4.5724   8.658   12.648   11.397   9.926   8.891   8.007   6.987   6.396   6.170   2.38927698   0
   0.001340   7.4000   0.27784720   0.2778   -1.4751   3.5662   4.5739   8.458   12.318   11.108   9.666   8.653   7.804   6.805   6.209   5.987   2.49038148   0
   0.001340   7.4000   0.28784278   0.2878   -1.4537   3.5680   4.5749   8.404   12.229   11.031   9.597   8.589   7.749   6.757   6.160   5.938   2.51697040   0
   0.001340   7.4000   0.30000001   0.3000   -1.4281   3.5700   4.5754   8.340   12.123   10.938   9.513   8.513   7.684   6.699   6.100   5.879   2.54750419   0
   0.001340   7.4000   0.30199271   0.3020   -1.4238   3.5704   4.5754   8.330   12.105   10.922   9.500   8.501   7.673   6.689   6.090   5.870   2.55233264   0
   0.001340   7.4000   0.34999999   0.3500   -1.3290   3.5785   4.5769   8.093   11.710   10.576   9.193   8.222   7.431   6.473   5.870   5.655   2.65552020   0
   0.001340   7.4000   0.40000001   0.4000   -1.2392   3.5868   4.5785   7.868   11.322   10.241   8.901   7.959   7.202   6.271   5.663   5.455   2.74133730   0
   0.001340   7.4000   0.44999999   0.4500   -1.1459   3.5963   4.5743   7.635   10.910   9.886   8.594   7.688   6.965   6.062   5.448   5.252   2.81098008   0
   0.001340   7.4000   0.47371671   0.4737   -1.0943   3.6030   4.5716   7.506   10.659   9.673   8.416   7.534   6.833   5.949   5.331   5.144   2.83955312   0
   0.001340   7.4000   0.50000000   0.5000   -1.0427   3.6091   4.5681   7.377   10.419   9.466   8.244   7.384   6.702   5.835   5.212   5.036   2.86847806   0
   0.001340   7.4000   0.51017910   0.5102   -1.0207   3.6127   4.5692   7.322   10.300   9.366   8.163   7.317   6.647   5.789   5.163   4.993   2.87898016   0
   0.001340   7.4000   0.54481548   0.5448   -0.9296   3.6272   4.5648   7.094   9.815   8.960   7.834   7.043   6.418   5.597   4.966   4.820   2.91201782   0
   0.001340   7.4000   0.55000001   0.5500   -0.9145   3.6297   4.5638   7.056   9.734   8.892   7.779   6.997   6.380   5.566   4.934   4.792   2.91663504   0
   0.001340   7.4000   0.56309575   0.5631   -0.8781   3.6365   4.5646   6.965   9.519   8.719   7.641   6.886   6.289   5.491   4.864   4.731   2.92795062   0
   0.001340   7.4000   0.57208091   0.5721   -0.8485   3.6419   4.5637   6.891   9.343   8.577   7.529   6.795   6.215   5.431   4.809   4.683   2.93544006   0
   0.001340   7.4000   0.60000002   0.6000   -0.7547   3.6598   4.5621   6.657   8.744   8.119   7.169   6.506   5.978   5.249   4.659   4.551   2.95739889   0
   0.001340   7.4000   0.61370856   0.6137   -0.7098   3.6685   4.5615   6.544   8.462   7.913   7.001   6.374   5.867   5.163   4.594   4.492   2.96751046   0
   0.001340   7.4000   0.64999998   0.6500   -0.5784   3.6939   4.5569   6.216   7.659   7.345   6.534   5.996   5.541   4.923   4.425   4.339   2.99236870   0
   0.001340   7.4000   0.66111994   0.6611   -0.5361   3.7027   4.5571   6.110   7.413   7.172   6.393   5.879   5.439   4.850   4.376   4.294   2.99946070   0
   0.001340   7.4000   0.69269139   0.6927   -0.4192   3.7273   4.5588   5.818   6.776   6.713   6.021   5.568   5.169   4.654   4.242   4.173   3.01839185   0
   0.001340   7.4000   0.69999999   0.7000   -0.3934   3.7328   4.5596   5.753   6.646   6.616   5.944   5.502   5.111   4.612   4.212   4.145   3.02253795   0
   0.001340   7.4000   0.71643269   0.7164   -0.3344   3.7461   4.5641   5.606   6.355   6.397   5.770   5.354   4.984   4.520   4.149   4.089   3.03156090   0
   0.001340   7.4000   0.74823743   0.7482   -0.2358   3.7688   4.5752   5.360   5.902   6.039   5.492   5.119   4.783   4.377   4.049   4.002   3.04793143   0
   0.001340   7.4000   0.75000000   0.7500   -0.2321   3.7698   4.5763   5.350   5.885   6.025   5.481   5.110   4.776   4.372   4.046   3.999   3.04879928   0
   0.001340   7.4000   0.76181793   0.7618   -0.2078   3.7748   4.5787   5.290   5.786   5.943   5.416   5.055   4.729   4.337   4.020   3.976   3.05451751   0
   0.001340   7.4000   0.80000001   0.8000   -0.1613   3.7866   4.6008   5.173   5.588   5.776   5.291   4.957   4.649   4.283   3.981   3.947   3.07187057   0
   0.001340   7.4000   0.80553341   0.8055   -0.1577   3.7878   4.6051   5.164   5.571   5.762   5.281   4.950   4.645   4.280   3.979   3.947   3.07425046   0
   0.001340   7.4000   0.82560742   0.8256   -0.1453   3.7912   4.6167   5.133   5.519   5.717   5.248   4.925   4.625   4.266   3.969   3.941   3.08260965   0
   0.001340   7.4000   0.85000002   0.8500   -0.1096   3.7965   4.6150   5.044   5.401   5.607   5.156   4.843   4.553   4.205   3.915   3.891   3.09222293   0
   0.001340   7.4000   0.86325210   0.8633   -0.0929   3.7991   4.6154   5.002   5.345   5.555   5.112   4.806   4.520   4.176   3.890   3.869   3.09721231   0
   0.001340   7.4000   0.89261276   0.8926   -0.0441   3.8055   4.6067   4.880   5.196   5.410   4.987   4.692   4.416   4.087   3.812   3.793   3.10772634   0
   0.001340   7.4000   0.89999998   0.9000   -0.0275   3.8074   4.6012   4.839   5.148   5.362   4.945   4.653   4.379   4.055   3.784   3.765   3.11026096   0
   0.001340   7.4000   0.93740380   0.9374   0.0502   3.8163   4.5767   4.644   4.925   5.137   4.746   4.470   4.210   3.906   3.652   3.636   3.12246728   1
   0.001340   7.4000   0.94999999   0.9500   0.0773   3.8194   4.5681   4.577   4.848   5.059   4.676   4.406   4.151   3.854   3.607   3.592   3.12635612   1
   0.001340   7.4000   1.00000000   1.0000   0.1808   3.8319   4.5370   4.318   4.560   4.759   4.409   4.162   3.927   3.659   3.436   3.425   3.14080405   1
   0.001340   7.4000   1.04999995   1.0500   0.2783   3.8448   4.5120   4.074   4.298   4.475   4.157   3.932   3.720   3.480   3.284   3.275   3.15380883   1
   0.001340   7.4000   1.10000002   1.1000   0.3690   3.8584   4.4961   3.847   4.057   4.207   3.920   3.722   3.532   3.324   3.155   3.148   3.16554141   1
   0.001340   7.4000   1.14999998   1.1500   0.4549   3.8738   4.4910   3.633   3.834   3.949   3.695   3.526   3.364   3.190   3.052   3.046   3.17617631   1
   0.001340   7.4000   1.20000005   1.2000   0.5352   3.8909   4.4976   3.432   3.628   3.704   3.486   3.349   3.219   3.081   2.977   2.971   3.18585706   1
   0.001340   7.4000   1.25000000   1.2500   0.6127   3.9082   4.5069   3.238   3.432   3.472   3.289   3.186   3.087   2.985   2.911   2.905   3.19470429   1
   0.001340   7.4000   1.29999995   1.3000   0.6855   3.9248   4.5177   3.056   3.251   3.262   3.115   3.043   2.974   2.902   2.853   2.848   3.20280719   1
   0.001340   7.4000   1.35000002   1.3500   0.7545   3.9409   4.5295   2.884   3.086   3.079   2.970   2.925   2.878   2.833   2.803   2.798   3.21023273   1
   0.001340   7.4000   1.39999998   1.4000   0.8213   3.9563   4.5399   2.717   2.927   2.923   2.844   2.818   2.791   2.768   2.752   2.749   3.21705914   1
   0.001340   7.4000   1.45000005   1.4500   0.8850   3.9707   4.5491   2.557   2.775   2.786   2.732   2.721   2.709   2.706   2.701   2.700   3.22335362   1
   0.001340   7.4000   1.50000000   1.5000   0.9466   3.9846   4.5577   2.403   2.629   2.664   2.631   2.632   2.633   2.647   2.650   2.652   3.22917390   1
   0.001340   7.4000   1.54999995   1.5500   1.0051   3.9976   4.5656   2.257   2.490   2.555   2.540   2.550   2.561   2.590   2.600   2.605   3.23456979   1
   0.001340   7.4000   1.60000002   1.6000   1.0617   4.0101   4.5727   2.116   2.356   2.455   2.457   2.473   2.491   2.536   2.551   2.559   3.23958373   1
   0.001340   7.4000   1.64999998   1.6500   1.1152   4.0218   4.5795   1.982   2.234   2.366   2.382   2.403   2.428   2.484   2.504   2.515   3.24424219   1
   0.001340   7.4000   1.70000005   1.7000   1.1672   4.0331   4.5856   1.852   2.118   2.282   2.310   2.336   2.366   2.434   2.457   2.471   3.24857616   1
   0.001340   7.4000   1.75000000   1.7500   1.2176   4.0439   4.5911   1.726   2.008   2.203   2.241   2.271   2.306   2.385   2.411   2.428   3.25261688   1
   0.001340   7.4000   1.79999995   1.8000   1.2663   4.0543   4.5960   1.604   1.903   2.128   2.175   2.208   2.248   2.337   2.366   2.385   3.25639176   1
   0.001340   7.4000   1.85000002   1.8500   1.3131   4.0640   4.6002   1.487   1.804   2.056   2.112   2.148   2.191   2.289   2.321   2.342   3.25992513   1
   0.001340   7.4000   1.89999998   1.9000   1.3583   4.0733   4.6036   1.374   1.709   1.988   2.050   2.089   2.136   2.243   2.277   2.300   3.26323819   1
   0.001340   7.4000   1.95000005   1.9500   1.4021   4.0822   4.6066   1.265   1.619   1.921   1.990   2.032   2.081   2.197   2.233   2.259   3.26635003   1
   0.001340   7.4000   2.00000000   2.0000   1.4442   4.0905   4.6089   1.159   1.532   1.858   1.932   1.975   2.028   2.151   2.189   2.217   3.26927757   1
   0.001340   7.4000   2.04999995   2.0500   1.4850   4.0985   4.6107   1.058   1.450   1.795   1.875   1.920   1.976   2.106   2.146   2.175   3.27203131   1
   0.001340   7.4000   2.09999990   2.1000   1.5243   4.1057   4.6108   0.959   1.369   1.734   1.818   1.865   1.924   2.059   2.101   2.132   3.27462268   1
   0.001340   7.4000   2.15000010   2.1500   1.5633   4.1133   4.6123   0.862   1.291   1.675   1.764   1.813   1.874   2.016   2.059   2.091   3.27706480   1
   0.001340   7.4000   2.20000005   2.2000   1.6007   4.1202   4.6125   0.768   1.216   1.618   1.710   1.761   1.824   1.972   2.017   2.050   3.27936959   1
   0.001340   7.4000   2.25000000   2.2500   1.6372   4.1265   4.6108   0.677   1.142   1.559   1.655   1.707   1.773   1.925   1.972   2.007   3.28154731   1
   0.001340   7.4000   2.29999995   2.3000   1.6726   4.1324   4.6088   0.589   1.070   1.502   1.601   1.654   1.722   1.879   1.927   1.963   3.28360772   1
   0.001340   7.4000   2.34999990   2.3500   1.7077   4.1391   4.6096   0.501   1.001   1.449   1.552   1.607   1.677   1.839   1.888   1.926   3.28555942   1
   0.001340   7.4000   2.40000010   2.4000   1.7418   4.1450   4.6085   0.415   0.932   1.395   1.501   1.558   1.629   1.796   1.847   1.885   3.28741050   1
   0.001340   7.4000   2.59999990   2.6000   1.8699   4.1660   4.5992   0.095   0.676   1.186   1.305   1.366   1.444   1.626   1.682   1.724   3.29393530   1
   0.001340   7.4000   2.66775060   2.6678   1.9108   4.1725   4.5955   -0.007   0.594   1.119   1.241   1.303   1.384   1.571   1.628   1.671   3.29586363   1
   0.001340   7.4000   2.79999995   2.8000   1.9883   4.1853   4.5902   -0.201   0.442   0.994   1.123   1.189   1.273   1.469   1.529   1.575   3.29928207   1
   0.001340   7.4000   3.00000000   3.0000   2.0982   4.2030   4.5809   -0.476   0.226   0.815   0.953   1.023   1.113   1.322   1.385   1.434   3.30372047   1
   0.001340   7.4000   3.08575821   3.0858   2.1429   4.2101   4.5767   -0.587   0.139   0.742   0.884   0.955   1.048   1.261   1.325   1.375   3.30539727   1
   0.001340   7.4000   3.20000005   3.2000   2.2008   4.2192   4.5713   -0.732   0.027   0.647   0.794   0.868   0.963   1.182   1.249   1.300   3.30745077   1
   0.001340   7.4000   3.40000010   3.4000   2.2966   4.2341   4.5611   -0.971   -0.161   0.488   0.643   0.720   0.820   1.049   1.119   1.173   3.31060600   1
   0.001340   7.4000   3.57190061   3.5719   2.3747   4.2460   4.5520   -1.167   -0.313   0.358   0.519   0.599   0.703   0.939   1.011   1.068   3.31294203   1
   0.001340   7.4000   3.59999990   3.6000   2.3871   4.2478   4.5505   -1.198   -0.337   0.338   0.500   0.580   0.684   0.922   0.994   1.051   3.31329536   1
   0.001340   7.4000   3.66933608   3.6693   2.4174   4.2524   4.5468   -1.273   -0.396   0.287   0.451   0.533   0.638   0.879   0.952   1.010   3.31413603   1
   0.001340   7.4000   3.79999995   3.8000   2.4732   4.2607   4.5395   -1.413   -0.505   0.192   0.361   0.445   0.553   0.799   0.874   0.933   3.31560802   1
   0.001340   7.4000   4.00000000   4.0000   2.5548   4.2728   4.5284   -1.617   -0.666   0.054   0.229   0.316   0.427   0.681   0.758   0.820   3.31761289   1
   0.001340   7.4000   4.04095364   4.0410   2.5709   4.2751   4.5260   -1.657   -0.697   0.027   0.203   0.290   0.402   0.657   0.735   0.797   3.31799006   1
   0.001340   7.4000   4.19999981   4.2000   2.6324   4.2839   4.5166   -1.811   -0.819   -0.079   0.102   0.191   0.305   0.566   0.646   0.709   3.31935763   1
   0.001340   7.4000   4.40000010   4.4000   2.7067   4.2944   4.5044   -1.997   -0.966   -0.208   -0.022   0.069   0.187   0.454   0.536   0.601   3.32088280   1
   0.001340   7.4000   4.46859789   4.4686   2.7314   4.2979   4.5002   -2.059   -1.015   -0.251   -0.063   0.029   0.147   0.417   0.499   0.565   3.32136202   1
   0.001340   7.4000   4.59999990   4.6000   2.7780   4.3043   4.4920   -2.175   -1.108   -0.333   -0.142   -0.048   0.072   0.346   0.430   0.496   3.32222414   1
   0.001340   7.4000   4.75640106   4.7564   2.8318   4.3116   4.4820   -2.309   -1.216   -0.428   -0.233   -0.138   -0.016   0.262   0.348   0.416   3.32316375   1
   0.001340   7.4000   4.80000019   4.8000   2.8465   4.3136   4.4792   -2.346   -1.245   -0.454   -0.259   -0.163   -0.040   0.239   0.325   0.394   3.32341027   1
   0.001340   7.4000   4.80856895   4.8086   2.8494   4.3140   4.4786   -2.353   -1.251   -0.459   -0.263   -0.168   -0.045   0.235   0.321   0.389   3.32345819   1
   0.001340   7.4000   5.00000000   5.0000   2.9125   4.3223   4.4658   -2.511   -1.379   -0.572   -0.372   -0.275   -0.149   0.135   0.222   0.293   3.32446504   1
   0.001340   7.4000   5.10624075   5.1062   2.9464   4.3267   4.4585   -2.596   -1.448   -0.633   -0.431   -0.333   -0.206   0.081   0.169   0.240   3.32497787   1
   0.001340   7.4000   5.19999981   5.2000   2.9760   4.3305   4.4520   -2.670   -1.508   -0.687   -0.483   -0.384   -0.257   0.033   0.122   0.194   3.32540512   1
   0.001340   7.4000   5.27885389   5.2789   3.0005   4.3336   4.4466   -2.731   -1.558   -0.732   -0.526   -0.426   -0.298   -0.006   0.083   0.155   3.32574725   1
   0.001340   7.4000   5.40000010   5.4000   3.0376   4.3383   4.4378   -2.824   -1.634   -0.800   -0.592   -0.491   -0.362   -0.067   0.023   0.097   3.32624483   1
   0.001340   7.4000   5.59439135   5.5944   3.0953   4.3454   4.4240   -2.968   -1.752   -0.906   -0.695   -0.593   -0.461   -0.162   -0.071   0.004   3.32697821   1
   0.001340   7.4000   5.71555328   5.7156   3.1309   4.3496   4.4146   -3.057   -1.826   -0.973   -0.760   -0.656   -0.524   -0.223   -0.130   -0.054   3.32739854   1
   0.001340   7.4000   5.86396360   5.8640   3.1739   4.3546   4.4027   -3.165   -1.915   -1.054   -0.839   -0.734   -0.600   -0.296   -0.203   -0.126   3.32787919   1
   0.001340   7.4000   5.91555357   5.9156   3.1887   4.3563   4.3984   -3.202   -1.947   -1.083   -0.866   -0.761   -0.626   -0.322   -0.228   -0.151   3.32803798   1
   0.001340   7.4000   6.04807425   6.0481   3.2257   4.3604   4.3874   -3.294   -2.025   -1.154   -0.935   -0.830   -0.693   -0.386   -0.292   -0.214   3.32842803   1
   0.001340   7.4000   6.23110676   6.2311   3.2761   4.3658   4.3717   -3.420   -2.131   -1.252   -1.031   -0.924   -0.786   -0.476   -0.380   -0.301   3.32892728   1
   0.001340   7.4000   6.24764013   6.2476   3.2804   4.3663   4.3703   -3.431   -2.140   -1.260   -1.039   -0.932   -0.794   -0.483   -0.387   -0.308   3.32897019   1
   0.001340   7.4000   6.52308941   6.5231   3.3524   4.3737   4.3469   -3.611   -2.294   -1.402   -1.177   -1.068   -0.928   -0.613   -0.515   -0.435   3.32963920   1
   0.001340   7.4000   6.66221380   6.6622   3.3882   4.3773   4.3346   -3.700   -2.371   -1.474   -1.246   -1.137   -0.996   -0.679   -0.580   -0.499   3.32994533   1
   0.001340   7.4000   6.91995430   6.9200   3.4498   4.3833   4.3133   -3.855   -2.505   -1.598   -1.367   -1.257   -1.114   -0.793   -0.693   -0.611   3.33046436   1
   0.001340   7.4000   7.14440489   7.1444   3.5030   4.3880   4.2928   -3.987   -2.622   -1.707   -1.474   -1.363   -1.219   -0.895   -0.794   -0.711   3.33087039   1
   0.001340   7.4000   7.32442760   7.3244   3.5453   4.3915   4.2752   -4.093   -2.716   -1.796   -1.561   -1.449   -1.304   -0.978   -0.877   -0.793   3.33116937   1
   0.001340   7.4000   7.32754040   7.3275   3.5460   4.3915   4.2749   -4.095   -2.718   -1.797   -1.563   -1.450   -1.305   -0.980   -0.878   -0.794   3.33117414   1
   0.001340   7.4000   7.62878323   7.6288   3.6135   4.3966   4.2454   -4.264   -2.870   -1.941   -1.704   -1.591   -1.444   -1.116   -1.013   -0.927   3.33162642   1
   0.001340   7.4000   7.93347454   7.9335   3.6805   4.4010   4.2131   -4.431   -3.024   -2.087   -1.848   -1.734   -1.586   -1.255   -1.151   -1.065   3.33203173   1
   0.001340   7.4000   8.21365643   8.2137   3.7417   4.4043   4.1800   -4.584   -3.168   -2.226   -1.984   -1.869   -1.721   -1.387   -1.283   -1.196   3.33236432   1
   0.001340   7.4000   8.44894600   8.4489   3.7933   4.4062   4.1482   -4.713   -3.292   -2.347   -2.104   -1.989   -1.840   -1.505   -1.400   -1.313   3.33261704   1
   0.001340   7.4000   8.68851566   8.6885   3.8456   4.4075   4.1132   -4.844   -3.421   -2.473   -2.229   -2.114   -1.964   -1.629   -1.523   -1.436   3.33285284   1
   0.001340   7.4000   8.73330116   8.7333   3.8554   4.4076   4.1062   -4.868   -3.446   -2.497   -2.253   -2.138   -1.988   -1.652   -1.547   -1.459   3.33289456   1
   0.001340   7.4000   8.88788414   8.8879   3.8937   4.4074   4.0746   -4.964   -3.545   -2.595   -2.351   -2.236   -2.086   -1.751   -1.645   -1.558   3.33303380   1
