#   Isochrone  Z = 0.00134   Y = 0.25084   [M/H] = -1.063   eta_R = 0.200   Age =    2.5119e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.001340   8.4000   0.09000000   0.0900   -2.9400   3.4785   5.1983   12.120   18.965   16.700   14.781   13.199   11.582   10.190   9.719   9.529   1.46765435   0
   0.001340   8.4000   0.09467396   0.0947   -2.8914   3.4855   5.1997   11.998   18.556   16.388   14.491   12.980   11.441   10.091   9.605   9.412   1.51695347   0
   0.001340   8.4000   0.10000000   0.1000   -2.8326   3.4945   5.2005   11.851   18.057   16.008   14.144   12.715   11.271   9.972   9.469   9.272   1.57040203   0
   0.001340   8.4000   0.10096164   0.1010   -2.8243   3.4955   5.2005   11.831   17.997   15.962   14.101   12.682   11.248   9.955   9.450   9.252   1.57975984   0
   0.001340   8.4000   0.10316153   0.1032   -2.8048   3.4979   5.2000   11.782   17.857   15.853   14.002   12.603   11.194   9.913   9.404   9.206   1.60081816   0
   0.001340   8.4000   0.11016934   0.1102   -2.7393   3.5058   5.1947   11.618   17.400   15.498   13.682   12.344   11.015   9.774   9.253   9.051   1.66487098   0
   0.001340   8.4000   0.11844224   0.1184   -2.6632   3.5156   5.1891   11.428   16.862   15.083   13.315   12.043   10.808   9.615   9.080   8.875   1.73516917   0
   0.001340   8.4000   0.12000000   0.1200   -2.6468   3.5176   5.1863   11.387   16.750   14.997   13.239   11.980   10.763   9.580   9.043   8.837   1.74782515   0
   0.001340   8.4000   0.14000000   0.1400   -2.4880   3.5329   5.1558   10.990   15.857   14.278   12.608   11.434   10.345   9.229   8.676   8.467   1.89584959   0
   0.001340   8.4000   0.16000000   0.1600   -2.3626   3.5432   5.1296   10.677   15.241   13.766   12.159   11.033   10.020   8.946   8.385   8.175   2.02115250   0
   0.001340   8.4000   0.19561337   0.1956   -2.1955   3.5561   5.1013   10.259   14.477   13.121   11.590   10.518   9.591   8.566   7.997   7.786   2.20239162   0
   0.001340   8.4000   0.20000000   0.2000   -2.1756   3.5575   5.0967   10.209   14.389   13.047   11.524   10.457   9.541   8.520   7.951   7.740   2.22178221   0
   0.001340   8.4000   0.24528435   0.2453   -2.0085   3.5683   5.0616   9.791   13.700   12.453   10.993   9.969   9.117   8.135   7.560   7.349   2.39281058   0
   0.001340   8.4000   0.25000000   0.2500   -1.9924   3.5693   5.0578   9.751   13.635   12.396   10.942   9.922   9.076   8.098   7.522   7.311   2.40809011   0
   0.001340   8.4000   0.30000001   0.3000   -1.8450   3.5783   5.0253   9.383   13.064   11.893   10.490   9.504   8.703   7.754   7.176   6.966   2.54750419   0
   0.001340   8.4000   0.34999999   0.3500   -1.7079   3.5867   4.9887   9.040   12.533   11.429   10.073   9.120   8.357   7.436   6.854   6.647   2.65552020   0
   0.001340   8.4000   0.40000001   0.4000   -1.5540   3.5978   4.9370   8.655   11.920   10.893   9.599   8.689   7.969   7.081   6.494   6.297   2.74133730   0
   0.001340   8.4000   0.44999999   0.4500   -1.3838   3.6129   4.8786   8.229   11.206   10.271   9.062   8.210   7.539   6.694   6.099   5.922   2.81098008   0
   0.001340   8.4000   0.50000000   0.5000   -1.2008   3.6355   4.8315   7.772   10.346   9.539   8.448   7.684   7.082   6.295   5.692   5.551   2.86847806   0
