#   Isochrone  Z = 0.02124   Y = 0.28667   [M/H] = 0.171   eta_R = 0.200   Age =    5.0119e+06 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.021238   6.7000   0.09148076   0.0915   -1.7966   3.3979   3.7394   9.261   16.837   15.595   14.166   12.192   10.032   7.207   6.660   6.193   1.48352957   0
   0.021238   6.7000   0.09827290   0.0983   -1.7643   3.4009   3.7504   9.181   16.663   15.426   13.998   12.050   9.909   7.131   6.583   6.122   1.55337095   0
   0.021238   6.7000   0.10939121   0.1094   -1.7126   3.4060   3.7657   9.051   16.371   15.146   13.721   11.816   9.707   7.008   6.460   6.008   1.65797412   0
   0.021238   6.7000   0.11587124   0.1159   -1.6839   3.4089   3.7733   8.980   16.209   14.991   13.568   11.687   9.596   6.940   6.391   5.944   1.71389222   0
   0.021238   6.7000   0.12221286   0.1222   -1.6640   3.4107   3.7839   8.930   16.105   14.889   13.466   11.600   9.521   6.893   6.343   5.900   1.76550841   0
   0.021238   6.7000   0.12839244   0.1284   -1.6349   3.4138   3.7888   8.857   15.926   14.721   13.301   11.462   9.404   6.824   6.274   5.836   1.81313550   0
   0.021238   6.7000   0.13504882   0.1350   -1.6063   3.4168   3.7940   8.786   15.756   14.562   13.143   11.330   9.291   6.757   6.206   5.774   1.86158371   0
   0.021238   6.7000   0.14157569   0.1416   -1.5849   3.4189   3.8016   8.732   15.635   14.446   13.028   11.233   9.208   6.707   6.155   5.727   1.90645909   0
   0.021238   6.7000   0.14802064   0.1480   -1.5596   3.4218   3.8070   8.669   15.476   14.297   12.880   11.111   9.104   6.648   6.095   5.672   1.94846511   0
   0.021238   6.7000   0.15600769   0.1560   -1.5294   3.4251   3.8130   8.593   15.287   14.121   12.707   10.966   8.981   6.577   6.023   5.606   1.99765706   0
   0.021238   6.7000   0.16391382   0.1639   -1.5058   3.4276   3.8208   8.534   15.146   13.987   12.574   10.856   8.887   6.521   5.967   5.554   2.04348302   0
   0.021238   6.7000   0.17162132   0.1716   -1.4773   3.4311   3.8264   8.463   14.960   13.814   12.405   10.716   8.769   6.455   5.900   5.494   2.08553195   0
   0.021238   6.7000   0.18090388   0.1809   -1.4424   3.4355   3.8316   8.376   14.746   13.614   12.214   10.556   8.633   6.374   5.817   5.418   2.13308406   0
   0.021238   6.7000   0.18997844   0.1900   -1.4125   3.4390   3.8374   8.301   14.565   13.445   12.052   10.421   8.518   6.304   5.745   5.353   2.17665219   0
   0.021238   6.7000   0.19882265   0.1988   -1.3880   3.4420   3.8442   8.240   14.424   13.311   11.924   10.313   8.425   6.246   5.686   5.300   2.21663189   0
   0.021238   6.7000   0.21978962   0.2198   -1.3279   3.4499   3.8595   8.090   14.057   12.966   11.593   10.036   8.191   6.108   5.543   5.172   2.30252576   0
   0.021238   6.7000   0.23363858   0.2336   -1.2877   3.4552   3.8671   7.989   13.827   12.745   11.376   9.853   8.041   6.015   5.446   5.085   2.35326648   0
   0.021238   6.7000   0.24759707   0.2476   -1.2535   3.4596   3.8757   7.904   13.637   12.562   11.195   9.699   7.915   5.937   5.363   5.011   2.40035462   0
   0.021238   6.7000   0.26550093   0.2655   -1.2124   3.4649   3.8863   7.801   13.417   12.347   10.990   9.526   7.768   5.843   5.262   4.921   2.45549321   0
   0.021238   6.7000   0.28905207   0.2891   -1.1582   3.4721   3.8974   7.666   13.131   12.067   10.723   9.300   7.577   5.721   5.129   4.803   2.52009344   0
   0.021238   6.7000   0.31415370   0.3142   -1.1069   3.4790   3.9099   7.537   12.867   11.807   10.472   9.085   7.398   5.605   5.002   4.690   2.58079886   0
   0.021238   6.7000   0.35030884   0.3503   -1.0328   3.4896   3.9255   7.352   12.517   11.445   10.105   8.765   7.146   5.445   4.822   4.528   2.65611005   0
   0.021238   6.7000   0.38565198   0.3857   -0.9678   3.4990   3.9400   7.190   12.213   11.132   9.808   8.511   6.932   5.302   4.660   4.383   2.71854901   0
   0.021238   6.7000   0.43734863   0.4373   -0.8809   3.5118   3.9591   6.972   11.830   10.718   9.404   8.165   6.648   5.117   4.446   4.189   2.79465485   0
   0.021238   6.7000   0.45803937   0.4580   -0.8492   3.5167   3.9670   6.893   11.697   10.568   9.252   8.034   6.544   5.050   4.370   4.119   2.82095003   0
   0.021238   6.7000   0.49360925   0.4936   -0.7944   3.5253   3.9788   6.756   11.467   10.307   8.993   7.814   6.367   4.936   4.238   3.999   2.86168861   0
   0.021238   6.7000   0.50000000   0.5000   -0.7853   3.5267   3.9810   6.733   11.429   10.264   8.950   7.778   6.338   4.917   4.216   3.979   2.86847806   0
   0.021238   6.7000   0.51606715   0.5161   -0.7644   3.5303   3.9884   6.681   11.337   10.158   8.847   7.691   6.269   4.874   4.166   3.935   2.88488221   0
   0.021238   6.7000   0.54258895   0.5426   -0.7313   3.5358   3.9988   6.598   11.202   9.999   8.692   7.559   6.164   4.805   4.087   3.863   2.91001034   0
   0.021238   6.7000   0.55000001   0.5500   -0.7227   3.5372   4.0017   6.577   11.167   9.958   8.652   7.525   6.137   4.787   4.067   3.845   2.91663504   0
