#   Isochrone  Z = 0.04237   Y = 0.32598   [M/H] = 0.511   eta_R = 0.200   Age =    6.3096e+06 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.042375   6.8000   0.10284453   0.1028   -1.8705   3.3772   3.7814   9.446   17.322   16.232   14.816   12.745   10.541   7.368   6.844   6.320   1.59781313   0
   0.042375   6.8000   0.12438031   0.1244   -1.7569   3.3887   3.7965   9.162   16.694   15.636   14.240   12.258   10.112   7.093   6.567   6.068   1.78250432   0
   0.042375   6.8000   0.14095615   0.1410   -1.6657   3.3981   3.7972   8.934   16.169   15.144   13.768   11.859   9.764   6.873   6.346   5.866   1.90230405   0
   0.042375   6.8000   0.15214768   0.1521   -1.5850   3.4062   3.7819   8.732   15.696   14.710   13.352   11.509   9.459   6.679   6.151   5.686   1.97425938   0
   0.042375   6.8000   0.15457214   0.1546   -1.5719   3.4077   3.7816   8.700   15.616   14.635   13.281   11.450   9.407   6.648   6.119   5.658   1.98903501   0
   0.042375   6.8000   0.17416030   0.1742   -1.4758   3.4195   3.7849   8.459   15.005   14.065   12.733   10.996   9.016   6.418   5.887   5.450   2.09885907   0
   0.042375   6.8000   0.18379669   0.1838   -1.4313   3.4252   3.7865   8.348   14.716   13.796   12.475   10.783   8.832   6.312   5.781   5.355   2.14727020   0
   0.042375   6.8000   0.19335139   0.1934   -1.3912   3.4299   3.7872   8.248   14.468   13.564   12.253   10.598   8.672   6.216   5.684   5.268   2.19217443   0
   0.042375   6.8000   0.20276994   0.2028   -1.3561   3.4337   3.7881   8.160   14.279   13.386   12.084   10.454   8.545   6.132   5.597   5.190   2.23373699   0
   0.042375   6.8000   0.21157593   0.2116   -1.3225   3.4376   3.7884   8.076   14.093   13.211   11.919   10.313   8.422   6.051   5.514   5.116   2.27028680   0
   0.042375   6.8000   0.22438900   0.2244   -1.2683   3.4440   3.7853   7.941   13.796   12.932   11.654   10.087   8.225   5.921   5.379   4.995   2.31985784   0
   0.042375   6.8000   0.23722498   0.2372   -1.2203   3.4494   3.7828   7.821   13.546   12.695   11.428   9.892   8.055   5.807   5.258   4.888   2.36573076   0
   0.042375   6.8000   0.25005022   0.2501   -1.1774   3.4537   3.7804   7.714   13.348   12.504   11.241   9.727   7.912   5.706   5.150   4.790   2.40825057   0
   0.042375   6.8000   0.27500924   0.2750   -1.0997   3.4625   3.7792   7.519   12.986   12.151   10.899   9.427   7.653   5.524   4.950   4.612   2.48256993   0
   0.042375   6.8000   0.29497579   0.2950   -1.0415   3.4694   3.7789   7.374   12.724   11.895   10.660   9.217   7.464   5.388   4.797   4.476   2.53511405   0
   0.042375   6.8000   0.32187054   0.3219   -0.9713   3.4776   3.7793   7.198   12.428   11.600   10.381   8.968   7.243   5.227   4.611   4.310   2.59800863   0
   0.042375   6.8000   0.35147780   0.3515   -0.8996   3.4861   3.7798   7.019   12.149   11.309   10.090   8.705   7.019   5.066   4.422   4.141   2.65833569   0
   0.042375   6.8000   0.37794337   0.3779   -0.8438   3.4933   3.7844   6.880   11.935   11.083   9.868   8.505   6.845   4.943   4.275   4.008   2.70573378   0
   0.042375   6.8000   0.42078578   0.4208   -0.7585   3.5049   3.7920   6.666   11.617   10.735   9.542   8.214   6.580   4.755   4.048   3.804   2.77201438   0
   0.042375   6.8000   0.44999999   0.4500   -0.7045   3.5122   3.7966   6.531   11.423   10.511   9.320   8.017   6.408   4.638   3.907   3.676   2.81098008   0
   0.042375   6.8000   0.46767440   0.4677   -0.6739   3.5163   3.7992   6.455   11.317   10.382   9.187   7.899   6.309   4.573   3.830   3.605   2.83251023   0
   0.042375   6.8000   0.51279539   0.5128   -0.6669   3.5256   3.8692   6.437   11.209   10.215   9.014   7.769   6.219   4.581   3.826   3.611   2.88161802   0
   0.042375   6.8000   0.53431636   0.5343   -0.7425   3.5292   3.9771   6.626   11.334   10.311   9.100   7.882   6.356   4.781   4.037   3.821   2.90241718   0
   0.042375   6.8000   0.55000001   0.5500   -0.7943   3.5321   4.0530   6.756   11.425   10.378   9.162   7.961   6.454   4.918   4.179   3.965   2.91663504   0
   0.042375   6.8000   0.55736953   0.5574   -0.7850   3.5337   4.0561   6.733   11.389   10.333   9.119   7.925   6.423   4.899   4.156   3.945   2.92306256   0
   0.042375   6.8000   0.58307600   0.5831   -0.7519   3.5393   4.0650   6.650   11.262   10.176   8.970   7.800   6.312   4.829   4.075   3.873   2.94431734   0
   0.042375   6.8000   0.60000002   0.6000   -0.7308   3.5428   4.0701   6.597   11.183   10.074   8.871   7.717   6.241   4.784   4.026   3.828   2.95739889   0
   0.042375   6.8000   0.61290598   0.6129   -0.7147   3.5458   4.0752   6.557   11.120   9.992   8.790   7.649   6.186   4.750   3.989   3.795   2.96692991   0
   0.042375   6.8000   0.64171165   0.6417   -0.6796   3.5520   4.0848   6.469   10.985   9.813   8.611   7.499   6.065   4.678   3.911   3.724   2.98692775   0
   0.042375   6.8000   0.64999998   0.6500   -0.6701   3.5536   4.0874   6.445   10.948   9.764   8.559   7.455   6.032   4.658   3.890   3.706   2.99236870   0
   0.042375   6.8000   0.66012549   0.6601   -0.6581   3.5559   4.0912   6.415   10.900   9.698   8.490   7.398   5.989   4.635   3.866   3.683   2.99883604   0
   0.042375   6.8000   0.68781322   0.6878   -0.6249   3.5619   4.1000   6.332   10.769   9.519   8.300   7.237   5.872   4.569   3.798   3.621   3.01557684   0
   0.042375   6.8000   0.69999999   0.7000   -0.6108   3.5644   4.1036   6.297   10.713   9.441   8.214   7.164   5.822   4.541   3.771   3.597   3.02253795   0
   0.042375   6.8000   0.71896273   0.7190   -0.5607   3.5811   4.1319   6.172   10.436   9.037   7.777   6.804   5.608   4.464   3.704   3.546   3.03291440   0
   0.042375   6.8000   0.75000000   0.7500   -0.4787   3.6086   4.1782   5.967   9.948   8.412   7.130   6.241   5.314   4.342   3.611   3.482   3.04879928   0
   0.042375   6.8000   0.75526196   0.7553   -0.4740   3.6093   4.1793   5.955   9.928   8.390   7.108   6.221   5.300   4.332   3.602   3.474   3.05136681   0
   0.042375   6.8000   0.79451650   0.7945   -0.4349   3.6146   4.1835   5.857   9.761   8.217   6.938   6.063   5.192   4.251   3.530   3.407   3.06947875   0
   0.042375   6.8000   0.80000001   0.8000   -0.4294   3.6154   4.1839   5.843   9.737   8.193   6.914   6.040   5.177   4.239   3.519   3.398   3.07187057   0
   0.042375   6.8000   0.83835340   0.8384   -0.3948   3.6201   4.1887   5.757   9.586   8.039   6.763   5.900   5.081   4.168   3.456   3.339   3.08770442   0
