#   Isochrone  Z = 0.04237   Y = 0.32598   [M/H] = 0.511   eta_R = 0.200   Age =    7.9435e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.042375   9.9000   0.10284453   0.1028   -3.2369   3.3700   5.1189   12.862   24.044   21.167   19.290   16.728   14.221   10.699   10.125   9.700   1.59781313   1
   0.042375   9.9000   0.10662473   0.1066   -3.1938   3.3747   5.1103   12.755   23.652   20.866   19.015   16.511   14.041   10.600   10.027   9.606   1.63302779   1
   0.042375   9.9000   0.12284452   0.1228   -3.0249   3.3931   5.0766   12.332   22.124   19.689   17.935   15.663   13.333   10.212   9.646   9.239   1.77049422   1
   0.042375   9.9000   0.12462100   0.1246   -3.0096   3.3946   5.0735   12.294   21.997   19.590   17.843   15.590   13.271   10.177   9.611   9.206   1.78437245   1
   0.042375   9.9000   0.14284453   0.1428   -2.8644   3.4088   5.0443   11.931   20.791   18.650   16.975   14.898   12.688   9.840   9.279   8.885   1.91490304   1
   0.042375   9.9000   0.16568905   0.1657   -2.7201   3.4217   5.0161   11.570   19.674   17.769   16.156   14.238   12.127   9.504   8.946   8.565   2.05338860   1
   0.042375   9.9000   0.20711133   0.2071   -2.4977   3.4427   4.9747   11.014   18.038   16.447   14.927   13.232   11.273   8.988   8.431   8.071   2.25202560   1
   0.042375   9.9000   0.25711131   0.2571   -2.2910   3.4595   4.9292   10.497   16.811   15.406   13.935   12.384   10.555   8.506   7.945   7.606   2.43036747   1
   0.042375   9.9000   0.30711132   0.3071   -2.1219   3.4723   4.8882   10.075   15.942   14.643   13.209   11.750   10.010   8.110   7.543   7.221   2.56451964   1
   0.042375   9.9000   0.35711130   0.3571   -1.9703   3.4837   4.8480   9.696   15.214   13.990   12.580   11.194   9.535   7.756   7.180   6.875   2.66889668   1
   0.042375   9.9000   0.44999999   0.4500   -1.7042   3.5078   4.7784   9.030   13.998   12.861   11.505   10.241   8.720   7.145   6.535   6.267   2.81098008   1
   0.042375   9.9000   0.50000000   0.5000   -1.5565   3.5230   4.7373   8.661   13.376   12.250   10.917   9.718   8.277   6.814   6.177   5.929   2.86847806   1
   0.042375   9.9000   0.55000001   0.5500   -1.3968   3.5395   4.6851   8.262   12.764   11.622   10.325   9.193   7.810   6.454   5.788   5.561   2.91663504   1
   0.042375   9.9000   0.60000002   0.6000   -1.2373   3.5615   4.6514   7.863   12.155   10.928   9.639   8.592   7.325   6.113   5.416   5.218   2.95739889   1
   0.042375   9.9000   0.63679695   0.6368   -1.1135   3.5824   4.6369   7.554   11.674   10.333   9.030   8.055   6.943   5.862   5.153   4.982   2.98363662   1
   0.042375   9.9000   0.64999998   0.6500   -1.0706   3.5896   4.6319   7.447   11.508   10.127   8.819   7.866   6.814   5.775   5.067   4.905   2.99236870   1
   0.042375   9.9000   0.69999999   0.6999   -0.9069   3.6185   4.6160   7.037   10.832   9.343   8.055   7.171   6.347   5.444   4.757   4.630   3.02253795   1
   0.042375   9.9000   0.73786402   0.7378   -0.7756   3.6461   4.6180   6.709   10.095   8.667   7.440   6.619   5.992   5.195   4.558   4.458   3.04274225   1
   0.042375   9.9000   0.75000000   0.7499   -0.7346   3.6546   4.6181   6.606   9.820   8.454   7.258   6.461   5.882   5.118   4.505   4.411   3.04879928   1
   0.042375   9.9000   0.75682557   0.7567   -0.7149   3.6573   4.6131   6.557   9.713   8.370   7.184   6.396   5.831   5.077   4.472   4.380   3.05212307   1
