#   Isochrone  Z = 0.00013   Y = 0.24900   [M/H] = -2.064   eta_R = 0.200   Age =    1.0000e+10 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000134   10.0000   0.09577767   0.0958   -2.9604   3.5284   5.4453   12.171   17.486   15.530   13.734   12.487   11.417   10.352   10.031   9.939   1.52825892   1
   0.000134   10.0000   0.10987744   0.1099   -2.6566   3.5662   5.3524   11.411   15.389   14.049   12.561   11.511   10.695   9.729   9.276   9.144   1.66228974   1
   0.000134   10.0000   0.11155534   0.1116   -2.6231   3.5704   5.3421   11.328   15.172   13.892   12.437   11.408   10.614   9.660   9.196   9.061   1.67702913   1
   0.000134   10.0000   0.13155533   0.1316   -2.3926   3.5915   5.2677   10.752   13.996   12.976   11.680   10.761   10.046   9.154   8.647   8.495   1.83651268   1
   0.000134   10.0000   0.15155534   0.1516   -2.2332   3.6027   5.2147   10.353   13.318   12.418   11.194   10.331   9.649   8.791   8.270   8.110   1.97060776   1
   0.000134   10.0000   0.18311067   0.1831   -2.0457   3.6137   5.1531   9.884   12.596   11.805   10.646   9.834   9.181   8.356   7.828   7.663   2.14393187   1
   0.000134   10.0000   0.22888835   0.2289   -1.8371   3.6249   5.0863   9.363   11.833   11.146   10.046   9.284   8.660   7.867   7.340   7.174   2.33634281   1
   0.000134   10.0000   0.27888834   0.2789   -1.6631   3.6345   5.0364   8.928   11.204   10.600   9.547   8.826   8.224   7.460   6.938   6.776   2.49321747   1
   0.000134   10.0000   0.34999999   0.3500   -1.4706   3.6464   4.9902   8.446   10.498   9.993   8.993   8.316   7.742   7.013   6.502   6.348   2.65552020   1
   0.000134   10.0000   0.40000001   0.4000   -1.3499   3.6548   4.9612   8.145   10.044   9.608   8.644   7.996   7.441   6.736   6.235   6.088   2.74133730   1
   0.000134   10.0000   0.44999999   0.4500   -1.2012   3.6687   4.9193   7.773   9.425   9.105   8.200   7.598   7.073   6.407   5.924   5.790   2.81098008   1
   0.000134   10.0000   0.50000000   0.4999   -1.0362   3.6846   4.8636   7.361   8.750   8.558   7.718   7.163   6.669   6.048   5.588   5.469   2.86847806   1
   0.000134   10.0000   0.55000001   0.5499   -0.8411   3.7037   4.7863   6.873   7.977   7.923   7.163   6.658   6.200   5.630   5.200   5.098   2.91663504   1
   0.000134   10.0000   0.60000002   0.5999   -0.6423   3.7276   4.7208   6.376   7.184   7.271   6.605   6.154   5.739   5.230   4.838   4.754   2.95739889   1
   0.000134   10.0000   0.61234182   0.6122   -0.5910   3.7344   4.7057   6.248   6.984   7.104   6.464   6.026   5.623   5.131   4.749   4.671   2.96652102   1
   0.000134   10.0000   0.62702012   0.6269   -0.5299   3.7426   4.6874   6.095   6.753   6.908   6.297   5.876   5.486   5.013   4.644   4.572   2.97694159   1
   0.000134   10.0000   0.64012760   0.6399   -0.4750   3.7499   4.6706   5.957   6.552   6.734   6.149   5.742   5.364   4.909   4.550   4.483   2.98587227   1
   0.000134   10.0000   0.64999998   0.6498   -0.4333   3.7553   4.6574   5.853   6.405   6.605   6.038   5.642   5.273   4.830   4.479   4.416   2.99236870   1
   0.000134   10.0000   0.65803266   0.6578   -0.3991   3.7596   4.6455   5.768   6.286   6.499   5.947   5.559   5.198   4.765   4.420   4.360   2.99751496   1
   0.000134   10.0000   0.67056590   0.6703   -0.3453   3.7661   4.6260   5.633   6.107   6.338   5.806   5.430   5.079   4.660   4.325   4.270   3.00530601   1
   0.000134   10.0000   0.68290490   0.6826   -0.2916   3.7724   4.6055   5.499   5.934   6.179   5.667   5.302   4.960   4.555   4.229   4.179   3.01270509   1
   0.000134   10.0000   0.69386828   0.6936   -0.2432   3.7779   4.5860   5.378   5.783   6.039   5.543   5.188   4.855   4.460   4.140   4.094   3.01906514   1
   0.000134   10.0000   0.69999999   0.6997   -0.2157   3.7810   4.5745   5.309   5.697   5.959   5.473   5.124   4.796   4.407   4.090   4.047   3.02253795   1
   0.000134   10.0000   0.70262945   0.7023   -0.2039   3.7822   4.5692   5.280   5.660   5.924   5.443   5.098   4.772   4.385   4.069   4.028   3.02400923   1
   0.000134   10.0000   0.71433699   0.7140   -0.1498   3.7876   4.5439   5.145   5.493   5.764   5.307   4.976   4.661   4.283   3.971   3.937   3.03043246   1
   0.000134   10.0000   0.72533929   0.7249   -0.0974   3.7926   4.5180   5.013   5.336   5.611   5.175   4.856   4.549   4.181   3.874   3.845   3.03628564   1
   0.000134   10.0000   0.73571539   0.7353   -0.0460   3.7972   4.4911   4.885   5.187   5.464   5.044   4.736   4.438   4.078   3.777   3.753   3.04164982   1
   0.000134   10.0000   0.74477452   0.7443   0.0008   3.8011   4.4654   4.768   5.055   5.330   4.924   4.625   4.333   3.982   3.687   3.666   3.04621482   1
   0.000134   10.0000   0.75000000   0.7495   0.0287   3.8033   4.4495   4.698   4.980   5.253   4.853   4.557   4.269   3.923   3.633   3.613   3.04879928   1
   0.000134   10.0000   0.75739801   0.7569   0.0690   3.8067   4.4268   4.598   4.871   5.140   4.749   4.459   4.177   3.839   3.555   3.536   3.05239916   1
   0.000134   10.0000   0.76595592   0.7654   0.1184   3.8106   4.3977   4.474   4.739   5.002   4.621   4.339   4.063   3.734   3.458   3.441   3.05647922   1
   0.000134   10.0000   0.77415121   0.7735   0.1688   3.8143   4.3667   4.348   4.608   4.862   4.491   4.215   3.946   3.625   3.358   3.341   3.06030440   1
   0.000134   10.0000   0.78181398   0.7811   0.2193   3.8177   4.3342   4.222   4.476   4.723   4.360   4.091   3.828   3.516   3.256   3.240   3.06381083   1
   0.000134   10.0000   0.79104125   0.7902   0.2852   3.8217   4.2894   4.057   4.306   4.542   4.190   3.929   3.673   3.370   3.120   3.104   3.06794572   1
   0.000134   10.0000   0.79956025   0.7987   0.3528   3.8251   4.2400   3.888   4.135   4.358   4.016   3.761   3.511   3.217   2.975   2.960   3.07168007   1
   0.000134   10.0000   0.80000001   0.7991   0.3563   3.8253   4.2374   3.879   4.126   4.348   4.007   3.753   3.503   3.209   2.967   2.952   3.07187057   1
   0.000134   10.0000   0.80111408   0.8002   0.3652   3.8258   4.2310   3.857   4.103   4.324   3.984   3.731   3.482   3.189   2.948   2.934   3.07235241   1
   0.000134   10.0000   0.80709022   0.8061   0.4163   3.8279   4.1918   3.729   3.975   4.186   3.852   3.603   3.359   3.071   2.836   2.822   3.07491398   1
   0.000134   10.0000   0.81371409   0.8126   0.4772   3.8296   4.1409   3.577   3.823   4.024   3.696   3.451   3.210   2.926   2.695   2.681   3.07770801   1
   0.000134   10.0000   0.81503642   0.8139   0.4905   3.8296   4.1287   3.544   3.790   3.990   3.662   3.417   3.177   2.894   2.663   2.649   3.07826018   1
   0.000134   10.0000   0.81842256   0.8173   0.5273   3.8293   4.0921   3.452   3.701   3.896   3.569   3.324   3.083   2.799   2.568   2.554   3.07966590   1
   0.000134   10.0000   0.82212442   0.8209   0.5725   3.8271   4.0403   3.339   3.594   3.786   3.455   3.208   2.964   2.675   2.441   2.426   3.08118916   1
   0.000134   10.0000   0.82523358   0.8239   0.6149   3.8238   3.9863   3.233   3.497   3.687   3.350   3.097   2.849   2.552   2.312   2.296   3.08245778   2
   0.000134   10.0000   0.82759309   0.8262   0.6541   3.8182   3.9258   3.135   3.411   3.605   3.255   2.994   2.736   2.426   2.174   2.157   3.08341384   2
   0.000134   10.0000   0.82939845   0.8280   0.6886   3.8112   3.8640   3.048   3.342   3.539   3.174   2.900   2.632   2.305   2.039   2.020   3.08414173   2
   0.000134   10.0000   0.83081096   0.8293   0.7199   3.8026   3.7993   2.970   3.288   3.488   3.103   2.815   2.533   2.186   1.901   1.880   3.08470893   2
   0.000134   10.0000   0.83194906   0.8304   0.7488   3.7928   3.7317   2.898   3.250   3.455   3.041   2.732   2.433   2.064   1.762   1.735   3.08516455   2
   0.000134   10.0000   0.83290261   0.8313   0.7758   3.7821   3.6625   2.831   3.227   3.438   2.985   2.652   2.334   1.942   1.624   1.587   3.08554506   2
   0.000134   10.0000   0.83373940   0.8321   0.8016   3.7718   3.5956   2.766   3.210   3.417   2.931   2.578   2.243   1.829   1.493   1.449   3.08587861   2
   0.000134   10.0000   0.83448231   0.8328   0.8277   3.7626   3.5331   2.701   3.192   3.389   2.878   2.508   2.159   1.722   1.368   1.319   3.08617377   2
   0.000134   10.0000   0.83521855   0.8335   0.8620   3.7543   3.4662   2.615   3.156   3.339   2.803   2.418   2.056   1.599   1.230   1.176   3.08646607   2
   0.000134   10.0000   0.83579171   0.8340   0.8985   3.7491   3.4090   2.524   3.100   3.272   2.720   2.325   1.954   1.484   1.105   1.048   3.08669329   2
   0.000134   10.0000   0.83635563   0.8345   0.9431   3.7450   3.3482   2.412   3.019   3.180   2.615   2.213   1.835   1.354   0.967   0.908   3.08691645   3
   0.000134   10.0000   0.83689159   0.8350   0.9928   3.7421   3.2871   2.288   2.916   3.069   2.496   2.089   1.706   1.217   0.824   0.763   3.08712816   3
   0.000134   10.0000   0.83739471   0.8354   1.0432   3.7396   3.2269   2.162   2.809   2.955   2.374   1.963   1.576   1.080   0.681   0.619   3.08732677   3
