#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    3.1623e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   7.5000   0.09000000   0.0900   -2.3924   3.4093   4.3738   10.751   19.104   17.145   15.532   13.483   11.286   8.698   8.128   7.734   1.46765435   0
   0.013400   7.5000   0.09187935   0.0919   -2.3791   3.4108   4.3756   10.718   19.004   17.060   15.448   13.416   11.231   8.668   8.098   7.705   1.48776126   0
   0.013400   7.5000   0.10000000   0.1000   -2.3212   3.4173   4.3804   10.573   18.570   16.694   15.090   13.128   10.994   8.537   7.964   7.577   1.57040203   0
   0.013400   7.5000   0.10909871   0.1091   -2.2636   3.4237   4.3860   10.429   18.141   16.332   14.735   12.843   10.759   8.407   7.831   7.450   1.65536821   0
   0.013400   7.5000   0.12000000   0.1200   -2.1984   3.4309   4.3912   10.266   17.657   15.922   14.336   12.521   10.495   8.259   7.681   7.307   1.74782515   0
   0.013400   7.5000   0.14000000   0.1400   -2.0938   3.4426   4.4001   10.004   16.943   15.305   13.747   12.041   10.096   8.020   7.438   7.076   1.89584959   0
   0.013400   7.5000   0.16000000   0.1600   -2.0064   3.4525   4.4104   9.786   16.361   14.796   13.257   11.640   9.769   7.822   7.236   6.886   2.02115250   0
   0.013400   7.5000   0.16298893   0.1630   -1.9944   3.4538   4.4116   9.756   16.286   14.729   13.192   11.587   9.726   7.795   7.208   6.860   2.03826785   0
   0.013400   7.5000   0.20543295   0.2054   -1.8439   3.4697   4.4251   9.380   15.387   13.928   12.414   10.940   9.202   7.453   6.858   6.531   2.24501872   0
   0.013400   7.5000   0.22857982   0.2286   -1.7751   3.4767   4.4309   9.208   15.009   13.584   12.080   10.657   8.975   7.296   6.698   6.380   2.33522677   0
   0.013400   7.5000   0.24410671   0.2441   -1.7323   3.4810   4.4341   9.101   14.777   13.371   11.872   10.481   8.835   7.199   6.598   6.286   2.38893127   0
   0.013400   7.5000   0.25323316   0.2532   -1.7097   3.4835   4.4371   9.044   14.657   13.258   11.759   10.384   8.761   7.149   6.547   6.238   2.41833401   0
   0.013400   7.5000   0.27952161   0.2795   -1.6472   3.4898   4.4428   8.888   14.332   12.954   11.455   10.123   8.559   7.010   6.403   6.102   2.49493456   0
   0.013400   7.5000   0.31080475   0.3108   -1.5802   3.4966   4.4491   8.721   14.007   12.648   11.163   9.872   8.353   6.857   6.245   5.954   2.57312632   0
   0.013400   7.5000   0.34970570   0.3497   -1.5058   3.5038   4.4548   8.535   13.665   12.324   10.854   9.602   8.130   6.687   6.068   5.787   2.65495706   0
   0.013400   7.5000   0.34999999   0.3500   -1.5053   3.5039   4.4548   8.533   13.663   12.322   10.852   9.600   8.128   6.686   6.067   5.786   2.65552020   0
   0.013400   7.5000   0.37302348   0.3730   -1.4643   3.5081   4.4583   8.431   13.474   12.142   10.681   9.451   8.005   6.593   5.969   5.694   2.69733286   0
   0.013400   7.5000   0.40000001   0.4000   -1.4182   3.5126   4.4607   8.315   13.273   11.947   10.494   9.286   7.869   6.488   5.860   5.591   2.74133730   0
   0.013400   7.5000   0.44019991   0.4402   -1.3531   3.5196   4.4651   8.153   12.986   11.668   10.225   9.050   7.677   6.342   5.707   5.445   2.79840446   0
   0.013400   7.5000   0.44999999   0.4500   -1.3383   3.5212   4.4662   8.116   12.923   11.606   10.164   8.996   7.634   6.309   5.672   5.413   2.81098008   0
   0.013400   7.5000   0.46897718   0.4690   -1.3077   3.5246   4.4674   8.039   12.791   11.475   10.037   8.884   7.545   6.241   5.601   5.345   2.83404183   0
   0.013400   7.5000   0.50000000   0.5000   -1.2614   3.5297   4.4693   7.924   12.595   11.279   9.847   8.716   7.411   6.138   5.493   5.243   2.86847806   0
   0.013400   7.5000   0.50960493   0.5096   -1.2483   3.5315   4.4715   7.891   12.536   11.219   9.790   8.665   7.372   6.110   5.463   5.214   2.87839794   0
   0.013400   7.5000   0.54174370   0.5417   -1.1991   3.5372   4.4717   7.768   12.331   11.013   9.591   8.488   7.231   6.001   5.349   5.107   2.90924406   0
   0.013400   7.5000   0.55000001   0.5500   -1.1852   3.5387   4.4704   7.733   12.275   10.957   9.537   8.440   7.192   5.970   5.316   5.076   2.91663504   0
   0.013400   7.5000   0.57405597   0.5741   -1.1479   3.5437   4.4716   7.640   12.116   10.793   9.378   8.298   7.084   5.890   5.232   4.997   2.93705750   0
   0.013400   7.5000   0.60000002   0.6000   -1.1035   3.5494   4.4692   7.529   11.931   10.603   9.193   8.133   6.957   5.794   5.130   4.901   2.95739889   0
   0.013400   7.5000   0.60774291   0.6077   -1.0904   3.5515   4.4699   7.496   11.873   10.542   9.133   8.081   6.919   5.767   5.101   4.874   2.96316147   0
   0.013400   7.5000   0.64999998   0.6500   -1.0081   3.5639   4.4665   7.290   11.525   10.175   8.775   7.758   6.686   5.596   4.918   4.706   2.99236870   0
   0.013400   7.5000   0.67042249   0.6704   -0.9655   3.5714   4.4673   7.184   11.336   9.975   8.578   7.582   6.565   5.510   4.826   4.623   3.00521851   0
   0.013400   7.5000   0.69723696   0.6972   -0.8971   3.5836   4.4647   7.013   11.039   9.658   8.275   7.308   6.375   5.372   4.676   4.492   3.02098036   0
