#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    1.0000e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   7.0000   0.09000000   0.0900   -2.0567   3.4032   4.0136   9.912   17.860   16.239   14.723   12.708   10.516   7.861   7.301   6.873   1.46765435   0
   0.013400   7.0000   0.09954324   0.0995   -1.9962   3.4095   4.0221   9.761   17.480   15.895   14.379   12.423   10.280   7.722   7.160   6.739   1.56592500   0
   0.013400   7.0000   0.10000000   0.1000   -1.9934   3.4098   4.0224   9.753   17.463   15.879   14.363   12.410   10.269   7.715   7.153   6.733   1.57040203   0
   0.013400   7.0000   0.12000000   0.1200   -1.8827   3.4213   4.0372   9.477   16.761   15.246   13.731   11.889   9.834   7.461   6.894   6.488   1.74782515   0
   0.013400   7.0000   0.12864283   0.1286   -1.8393   3.4260   4.0427   9.368   16.476   14.991   13.477   11.681   9.661   7.361   6.792   6.392   1.81501043   0
   0.013400   7.0000   0.14843692   0.1484   -1.7489   3.4361   4.0550   9.142   15.890   14.464   12.964   11.259   9.308   7.153   6.580   6.195   1.95110476   0
   0.013400   7.0000   0.15023585   0.1502   -1.7413   3.4371   4.0563   9.123   15.840   14.418   12.920   11.224   9.278   7.136   6.563   6.179   1.96241307   0
   0.013400   7.0000   0.15845357   0.1585   -1.7054   3.4410   4.0595   9.034   15.612   14.213   12.725   11.062   9.142   7.053   6.478   6.100   2.01213622   0
   0.013400   7.0000   0.16411521   0.1641   -1.6841   3.4435   4.0634   8.980   15.478   14.090   12.607   10.965   9.061   7.004   6.429   6.054   2.04461360   0
   0.013400   7.0000   0.17645563   0.1765   -1.6377   3.4488   4.0694   8.864   15.189   13.828   12.356   10.757   8.888   6.897   6.320   5.953   2.11069536   0
   0.013400   7.0000   0.18857987   0.1886   -1.5938   3.4538   4.0746   8.754   14.923   13.583   12.117   10.559   8.726   6.797   6.217   5.858   2.17011261   0
   0.013400   7.0000   0.20681581   0.2068   -1.5350   3.4604   4.0822   8.608   14.580   13.265   11.805   10.299   8.515   6.664   6.080   5.731   2.25079751   0
   0.013400   7.0000   0.22428758   0.2243   -1.4829   3.4662   4.0883   8.477   14.301   13.003   11.552   10.085   8.338   6.543   5.956   5.617   2.31948090   0
   0.013400   7.0000   0.24186403   0.2419   -1.4343   3.4716   4.0944   8.356   14.042   12.759   11.315   9.885   8.174   6.432   5.841   5.510   2.38147092   0
   0.013400   7.0000   0.26300904   0.2630   -1.3815   3.4777   4.1024   8.224   13.768   12.498   11.060   9.668   7.997   6.313   5.715   5.395   2.44815564   0
   0.013400   7.0000   0.29066086   0.2907   -1.3175   3.4854   4.1125   8.064   13.447   12.184   10.745   9.398   7.786   6.170   5.564   5.256   2.52421808   0
   0.013400   7.0000   0.30000001   0.3000   -1.2964   3.4879   4.1149   8.011   13.343   12.081   10.642   9.309   7.717   6.123   5.515   5.210   2.54750419   0
   0.013400   7.0000   0.32441574   0.3244   -1.2474   3.4935   4.1226   7.889   13.111   11.852   10.418   9.116   7.562   6.014   5.398   5.102   2.60354090   0
   0.013400   7.0000   0.34999999   0.3500   -1.1994   3.4992   4.1302   7.769   12.884   11.629   10.204   8.932   7.412   5.907   5.282   4.996   2.65552020   0
   0.013400   7.0000   0.39510128   0.3951   -1.1238   3.5082   4.1432   7.580   12.540   11.285   9.875   8.648   7.179   5.738   5.100   4.828   2.73370695   0
   0.013400   7.0000   0.40000001   0.4000   -1.1164   3.5091   4.1448   7.561   12.506   11.251   9.842   8.620   7.156   5.722   5.083   4.812   2.74133730   0
   0.013400   7.0000   0.44999999   0.4500   -1.0419   3.5185   4.1592   7.375   12.177   10.914   9.515   8.337   6.928   5.558   4.905   4.647   2.81098008   0
   0.013400   7.0000   0.49375704   0.4938   -0.9829   3.5264   4.1720   7.227   11.923   10.647   9.251   8.108   6.750   5.431   4.767   4.518   2.86184740   0
   0.013400   7.0000   0.50000000   0.5000   -0.9749   3.5275   4.1738   7.207   11.888   10.610   9.216   8.077   6.726   5.414   4.748   4.500   2.86847806   0
   0.013400   7.0000   0.51438284   0.5144   -0.9576   3.5303   4.1800   7.164   11.809   10.525   9.131   8.004   6.672   5.378   4.709   4.464   2.88320661   0
   0.013400   7.0000   0.54022610   0.5402   -0.9273   3.5345   4.1880   7.088   11.680   10.388   8.996   7.886   6.582   5.314   4.639   4.399   2.90786314   0
   0.013400   7.0000   0.55000001   0.5500   -0.9152   3.5360   4.1897   7.058   11.631   10.336   8.945   7.841   6.547   5.288   4.611   4.373   2.91663504   0
   0.013400   7.0000   0.56673515   0.5667   -0.8957   3.5394   4.1966   7.009   11.541   10.239   8.850   7.759   6.487   5.248   4.566   4.333   2.93101025   0
   0.013400   7.0000   0.59676361   0.5968   -0.8630   3.5441   4.2051   6.928   11.405   10.092   8.704   7.630   6.391   5.179   4.492   4.264   2.95494986   0
   0.013400   7.0000   0.60000002   0.6000   -0.8592   3.5446   4.2056   6.918   11.390   10.075   8.688   7.616   6.380   5.171   4.483   4.256   2.95739889   0
   0.013400   7.0000   0.62633991   0.6263   -0.8258   3.5504   4.2143   6.834   11.240   9.911   8.526   7.474   6.279   5.103   4.408   4.188   2.97646856   0
   0.013400   7.0000   0.64999998   0.6500   -0.7990   3.5547   4.2209   6.768   11.130   9.788   8.403   7.365   6.202   5.048   4.348   4.134   2.99236870   0
   0.013400   7.0000   0.67730951   0.6773   -0.7645   3.5611   4.2295   6.681   10.978   9.619   8.235   7.217   6.100   4.980   4.272   4.066   3.00938225   0
   0.013400   7.0000   0.69999999   0.7000   -0.7362   3.5660   4.2351   6.611   10.859   9.485   8.104   7.099   6.019   4.923   4.209   4.011   3.02253795   0
   0.013400   7.0000   0.73489314   0.7349   -0.6243   3.6043   4.2976   6.331   10.171   8.724   7.400   6.489   5.680   4.742   4.015   3.872   3.04123020   0
   0.013400   7.0000   0.75000000   0.7500   -0.5764   3.6207   4.3243   6.211   9.846   8.399   7.128   6.257   5.542   4.659   3.946   3.825   3.04879928   0
   0.013400   7.0000   0.76602823   0.7660   -0.5614   3.6226   4.3259   6.174   9.781   8.338   7.073   6.208   5.503   4.626   3.915   3.797   3.05651331   0
   0.013400   7.0000   0.80000001   0.8000   -0.5251   3.6265   4.3241   6.083   9.630   8.194   6.945   6.092   5.409   4.545   3.840   3.726   3.07187057   0
   0.013400   7.0000   0.82632458   0.8263   -0.4991   3.6300   4.3261   6.018   9.512   8.082   6.848   6.004   5.341   4.488   3.788   3.679   3.08290052   0
   0.013400   7.0000   0.85000002   0.8500   -0.4707   3.6333   4.3232   5.947   9.379   7.966   6.746   5.914   5.268   4.426   3.731   3.626   3.09222293   0
   0.013400   7.0000   0.89999998   0.9000   -0.4107   3.6413   4.3200   5.797   9.071   7.707   6.523   5.717   5.114   4.298   3.616   3.520   3.11026096   0
   0.013400   7.0000   0.94720554   0.9472   -0.3518   3.6495   4.3161   5.650   8.736   7.448   6.302   5.526   4.961   4.173   3.513   3.424   3.12550259   0
   0.013400   7.0000   0.94999999   0.9500   -0.3482   3.6500   4.3158   5.640   8.715   7.432   6.288   5.514   4.951   4.166   3.507   3.418   3.12635612   0
   0.013400   7.0000   0.97665268   0.9767   -0.3171   3.6547   4.3157   5.563   8.517   7.290   6.169   5.415   4.869   4.102   3.459   3.373   3.13424635   0
   0.013400   7.0000   1.00000000   1.0000   -0.2864   3.6593   4.3136   5.486   8.324   7.150   6.052   5.318   4.789   4.038   3.412   3.328   3.14080405   0
   0.013400   7.0000   1.04309785   1.0431   -0.2311   3.6681   4.3116   5.348   7.976   6.901   5.845   5.147   4.645   3.926   3.328   3.249   3.15209365   0
   0.013400   7.0000   1.04999995   1.0500   -0.2202   3.6697   4.3103   5.320   7.909   6.852   5.805   5.114   4.616   3.903   3.311   3.233   3.15380883   0
   0.013400   7.0000   1.10000002   1.1000   -0.1426   3.6819   4.3015   5.126   7.432   6.515   5.525   4.884   4.417   3.748   3.197   3.124   3.16554141   0
   0.013400   7.0000   1.14999998   1.1500   -0.0636   3.6943   4.2915   4.929   6.979   6.189   5.252   4.659   4.218   3.591   3.078   3.011   3.17617631   0
   0.013400   7.0000   1.18367136   1.1837   -0.0071   3.7030   4.2822   4.788   6.663   5.964   5.064   4.501   4.078   3.480   2.993   2.930   3.18279266   0
   0.013400   7.0000   1.20000005   1.2000   0.0218   3.7074   4.2769   4.715   6.507   5.852   4.970   4.422   4.007   3.424   2.950   2.888   3.18585706   0
   0.013400   7.0000   1.21307552   1.2131   0.0445   3.7108   4.2726   4.659   6.386   5.765   4.897   4.360   3.951   3.380   2.916   2.855   3.18824697   0
   0.013400   7.0000   1.25000000   1.2500   0.1141   3.7210   4.2568   4.485   6.027   5.507   4.680   4.174   3.783   3.244   2.808   2.752   3.19470429   0
