#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    2.2388e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.3500   0.09000000   0.0900   -3.0185   3.3952   4.9435   12.316   22.474   19.658   17.810   15.429   13.042   10.209   9.627   9.288   1.46765435   0
   0.013400   8.3500   0.09037467   0.0904   -3.0151   3.3957   4.9442   12.308   22.435   19.628   17.782   15.408   13.025   10.202   9.620   9.281   1.47169435   0
   0.013400   8.3500   0.09716135   0.0972   -2.9513   3.4062   4.9535   12.148   21.709   19.069   17.251   15.008   12.715   10.068   9.482   9.146   1.54225957   0
   0.013400   8.3500   0.10000000   0.1000   -2.9247   3.4107   4.9575   12.082   21.395   18.829   17.024   14.838   12.583   10.013   9.425   9.090   1.57040203   0
   0.013400   8.3500   0.10366467   0.1037   -2.8959   3.4149   4.9612   12.010   21.091   18.594   16.801   14.668   12.450   9.952   9.362   9.029   1.60556793   0
   0.013400   8.3500   0.11344548   0.1134   -2.8174   3.4269   4.9696   11.813   20.234   17.936   16.178   14.196   12.081   9.785   9.191   8.860   1.69335520   0
   0.013400   8.3500   0.12000000   0.1200   -2.7648   3.4352   4.9747   11.682   19.691   17.508   15.779   13.891   11.841   9.673   9.076   8.749   1.74782515   0
   0.013400   8.3500   0.12641653   0.1264   -2.7264   3.4398   4.9774   11.586   19.383   17.256   15.544   13.704   11.689   9.587   8.988   8.664   1.79818797   0
   0.013400   8.3500   0.14000000   0.1400   -2.6467   3.4494   4.9804   11.387   18.761   16.743   15.064   13.323   11.382   9.410   8.809   8.489   1.89584959   0
   0.013400   8.3500   0.14294747   0.1429   -2.6309   3.4512   4.9811   11.347   18.640   16.644   14.970   13.247   11.323   9.375   8.773   8.455   1.91558421   0
   0.013400   8.3500   0.16000000   0.1600   -2.5415   3.4614   4.9812   11.124   17.977   16.099   14.448   12.830   10.997   9.176   8.572   8.259   2.02115250   0
   0.013400   8.3500   0.17221351   0.1722   -2.4873   3.4672   4.9823   10.988   17.616   15.795   14.159   12.594   10.810   9.054   8.448   8.141   2.08866286   0
   0.013400   8.3500   0.19815330   0.1982   -2.3718   3.4785   4.9728   10.699   16.902   15.187   13.583   12.117   10.429   8.792   8.183   7.885   2.21368599   0
   0.013400   8.3500   0.20000000   0.2000   -2.3641   3.4793   4.9722   10.680   16.855   15.147   13.544   12.085   10.404   8.775   8.166   7.867   2.22178221   0
   0.013400   8.3500   0.24018496   0.2402   -2.2169   3.4925   4.9575   10.312   16.038   14.438   12.858   11.501   9.946   8.441   7.828   7.542   2.37582254   0
   0.013400   8.3500   0.25000000   0.2500   -2.1841   3.4954   4.9538   10.230   15.867   14.288   12.716   11.379   9.847   8.365   7.752   7.469   2.40809011   0
   0.013400   8.3500   0.30000001   0.3000   -2.0338   3.5065   4.9269   9.855   15.166   13.665   12.124   10.860   9.413   8.015   7.399   7.126   2.54750419   0
   0.013400   8.3500   0.34999999   0.3500   -1.8876   3.5175   4.8917   9.489   14.514   13.075   11.565   10.364   8.998   7.676   7.054   6.792   2.65552020   0
   0.013400   8.3500   0.40000001   0.4000   -1.7442   3.5297   4.8550   9.131   13.889   12.498   11.017   9.874   8.596   7.348   6.718   6.468   2.74133730   0
   0.013400   8.3500   0.44999999   0.4500   -1.5923   3.5443   4.8127   8.751   13.252   11.892   10.442   9.357   8.174   7.005   6.365   6.129   2.81098008   0
   0.013400   8.3500   0.48779175   0.4878   -1.4846   3.5552   4.7838   8.482   12.822   11.470   10.038   8.990   7.879   6.764   6.117   5.891   2.85537577   0
   0.013400   8.3500   0.50000000   0.5000   -1.4493   3.5589   4.7740   8.393   12.683   11.332   9.906   8.869   7.783   6.685   6.036   5.813   2.86847806   0
   0.013400   8.3500   0.50371033   0.5037   -1.4380   3.5603   4.7712   8.365   12.637   11.287   9.862   8.829   7.752   6.661   6.011   5.789   2.87235093   0
   0.013400   8.3500   0.54315859   0.5432   -1.3177   3.5740   4.7387   8.064   12.163   10.810   9.404   8.408   7.426   6.398   5.739   5.532   2.91052532   0
   0.013400   8.3500   0.55000001   0.5500   -1.2964   3.5767   4.7335   8.011   12.077   10.724   9.321   8.332   7.369   6.352   5.691   5.488   2.91663504   0
   0.013400   8.3500   0.60000002   0.6000   -1.1357   3.6001   4.7043   7.609   11.417   10.051   8.695   7.761   6.940   6.010   5.331   5.164   2.95739889   0
   0.013400   8.3500   0.64999998   0.6500   -0.9768   3.6267   4.6866   7.212   10.721   9.342   8.075   7.207   6.523   5.673   4.996   4.871   2.99236870   0
   0.013400   8.3500   0.69999999   0.7000   -0.8239   3.6538   4.6743   6.830   9.857   8.599   7.459   6.683   6.127   5.362   4.726   4.635   3.02253795   0
   0.013400   8.3500   0.73538911   0.7354   -0.7205   3.6716   4.6634   6.571   9.187   8.107   7.056   6.354   5.858   5.156   4.573   4.494   3.04148340   1
   0.013400   8.3500   0.75000000   0.7500   -0.6799   3.6796   4.6632   6.470   8.895   7.907   6.895   6.228   5.753   5.080   4.525   4.449   3.04879928   1
   0.013400   8.3500   0.80000001   0.8000   -0.5505   3.6997   4.6423   6.146   8.153   7.372   6.449   5.859   5.428   4.823   4.329   4.262   3.07187057   1
   0.013400   8.3500   0.85000002   0.8500   -0.4282   3.7184   4.6213   5.840   7.491   6.899   6.052   5.526   5.130   4.585   4.144   4.085   3.09222293   1
   0.013400   8.3500   0.89999998   0.9000   -0.3123   3.7354   4.5981   5.551   6.912   6.481   5.699   5.222   4.853   4.361   3.966   3.913   3.11026096   1
   0.013400   8.3500   0.94999999   0.9500   -0.2026   3.7504   4.5718   5.276   6.400   6.100   5.380   4.942   4.598   4.150   3.791   3.744   3.12635612   1
   0.013400   8.3500   1.00000000   1.0000   -0.0942   3.7642   4.5408   5.006   5.949   5.746   5.078   4.672   4.347   3.938   3.611   3.568   3.14080405   1
