#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    3.9811e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   7.6000   0.09000000   0.0900   -2.4612   3.4098   4.4448   10.923   19.375   17.348   15.716   13.655   11.452   8.868   8.297   7.908   1.46765435   0
   0.013400   7.6000   0.09667765   0.0967   -2.4120   3.4155   4.4493   10.800   18.993   17.029   15.404   13.406   11.248   8.758   8.184   7.800   1.53738678   0
   0.013400   7.6000   0.10000000   0.1000   -2.3883   3.4183   4.4516   10.741   18.804   16.871   15.251   13.284   11.149   8.705   8.129   7.748   1.57040203   0
   0.013400   7.6000   0.10256922   0.1026   -2.3717   3.4202   4.4536   10.699   18.674   16.763   15.145   13.200   11.080   8.667   8.091   7.712   1.59519529   0
   0.013400   7.6000   0.11627164   0.1163   -2.2850   3.4300   4.4604   10.482   18.004   16.205   14.601   12.764   10.723   8.472   7.892   7.521   1.71723831   0
   0.013400   7.6000   0.12000000   0.1200   -2.2629   3.4326   4.4625   10.427   17.845   16.069   14.472   12.660   10.637   8.422   7.841   7.473   1.74782515   0
   0.013400   7.6000   0.12839974   0.1284   -2.2171   3.4378   4.4669   10.313   17.522   15.793   14.209   12.446   10.460   8.318   7.735   7.372   1.81319022   0
   0.013400   7.6000   0.14000000   0.1400   -2.1582   3.4445   4.4725   10.165   17.113   15.441   13.872   12.173   10.235   8.184   7.599   7.243   1.89584959   0
   0.013400   7.6000   0.15220247   0.1522   -2.1024   3.4507   4.4777   10.026   16.739   15.116   13.561   11.919   10.027   8.058   7.471   7.121   1.97459638   0
   0.013400   7.6000   0.16000000   0.1600   -2.0690   3.4544   4.4807   9.942   16.522   14.926   13.375   11.766   9.905   7.983   7.394   7.049   2.02115250   0
   0.013400   7.6000   0.20000000   0.2000   -1.9226   3.4699   4.4933   9.576   15.631   14.138   12.611   11.133   9.395   7.650   7.055   6.729   2.22178221   0
   0.013400   7.6000   0.22301251   0.2230   -1.8530   3.4771   4.4996   9.403   15.240   13.785   12.268   10.844   9.164   7.492   6.893   6.576   2.31472278   0
   0.013400   7.6000   0.26687852   0.2669   -1.7379   3.4886   4.5088   9.115   14.624   13.216   11.706   10.363   8.790   7.234   6.628   6.327   2.45950532   0
