#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    1.9953e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.3000   0.09000000   0.0900   -2.9784   3.3977   4.9133   12.216   22.175   19.438   17.609   15.269   12.907   10.116   9.534   9.192   1.46765435   0
   0.013400   8.3000   0.09610748   0.0961   -2.9224   3.4066   4.9215   12.076   21.555   18.958   17.153   14.924   12.638   9.998   9.413   9.073   1.53161335   0
   0.013400   8.3000   0.10000000   0.1000   -2.8871   3.4125   4.9272   11.988   21.146   18.644   16.854   14.699   12.464   9.925   9.337   8.999   1.57040203   0
   0.013400   8.3000   0.10178509   0.1018   -2.8736   3.4145   4.9291   11.954   21.007   18.535   16.752   14.621   12.402   9.896   9.307   8.970   1.58769858   0
   0.013400   8.3000   0.11144438   0.1114   -2.7985   3.4254   4.9371   11.766   20.220   17.927   16.174   14.180   12.056   9.735   9.142   8.809   1.67606163   0
   0.013400   8.3000   0.12000000   0.1200   -2.7333   3.4357   4.9453   11.603   19.548   17.396   15.677   13.800   11.757   9.596   8.999   8.670   1.74782515   0
   0.013400   8.3000   0.12107817   0.1211   -2.7269   3.4365   4.9459   11.587   19.497   17.354   15.638   13.769   11.732   9.581   8.985   8.656   1.75648355   0
   0.013400   8.3000   0.13985737   0.1399   -2.6179   3.4494   4.9513   11.315   18.652   16.657   14.985   13.249   11.311   9.338   8.738   8.417   1.89488232   0
   0.013400   8.3000   0.14000000   0.1400   -2.6171   3.4495   4.9513   11.313   18.646   16.652   14.981   13.245   11.308   9.336   8.736   8.415   1.89584959   0
   0.013400   8.3000   0.16000000   0.1600   -2.5160   3.4614   4.9556   11.060   17.887   16.026   14.381   12.766   10.934   9.113   8.509   8.195   2.02115250   0
   0.013400   8.3000   0.19517489   0.1952   -2.3674   3.4771   4.9562   10.688   16.927   15.210   13.605   12.129   10.430   8.778   8.170   7.869   2.20042276   0
   0.013400   8.3000   0.20000000   0.2000   -2.3476   3.4791   4.9550   10.639   16.806   15.106   13.506   12.047   10.365   8.733   8.124   7.825   2.22178221   0
   0.013400   8.3000   0.20169750   0.2017   -2.3411   3.4797   4.9546   10.623   16.768   15.073   13.475   12.021   10.344   8.719   8.110   7.811   2.22913551   0
   0.013400   8.3000   0.25000000   0.2500   -2.1695   3.4951   4.9379   10.194   15.829   14.256   12.685   11.347   9.813   8.328   7.715   7.431   2.40809011   0
   0.013400   8.3000   0.30000001   0.3000   -2.0262   3.5064   4.9188   9.835   15.146   13.647   12.107   10.843   9.395   7.996   7.379   7.106   2.54750419   0
   0.013400   8.3000   0.31712472   0.3171   -1.9765   3.5105   4.9095   9.711   14.911   13.436   11.908   10.668   9.251   7.881   7.263   6.994   2.58750343   0
   0.013400   8.3000   0.34999999   0.3500   -1.8822   3.5175   4.8863   9.475   14.498   13.061   11.552   10.351   8.985   7.663   7.040   6.778   2.65552020   0
   0.013400   8.3000   0.40000001   0.4000   -1.7406   3.5298   4.8519   9.122   13.877   12.487   11.007   9.864   8.587   7.339   6.709   6.459   2.74133730   0
   0.013400   8.3000   0.44999999   0.4500   -1.5873   3.5444   4.8081   8.738   13.237   11.877   10.429   9.344   8.161   6.992   6.353   6.117   2.81098008   0
   0.013400   8.3000   0.50000000   0.5000   -1.4362   3.5608   4.7683   8.360   12.625   11.275   9.851   8.820   7.746   6.658   6.007   5.786   2.86847806   0
   0.013400   8.3000   0.51329076   0.5133   -1.3951   3.5657   4.7580   8.258   12.460   11.109   9.691   8.673   7.634   6.568   5.915   5.699   2.88211465   0
   0.013400   8.3000   0.55000001   0.5500   -1.2962   3.5769   4.7341   8.011   12.075   10.722   9.319   8.330   7.368   6.352   5.691   5.488   2.91663504   0
   0.013400   8.3000   0.55033123   0.5503   -1.2954   3.5770   4.7339   8.008   12.071   10.718   9.315   8.327   7.366   6.350   5.689   5.486   2.91692710   0
   0.013400   8.3000   0.60000002   0.6000   -1.1358   3.6002   4.7047   7.609   11.416   10.051   8.695   7.761   6.941   6.011   5.332   5.164   2.95739889   0
   0.013400   8.3000   0.64999998   0.6500   -0.9770   3.6268   4.6873   7.212   10.720   9.341   8.075   7.207   6.523   5.673   4.997   4.872   2.99236870   0
   0.013400   8.3000   0.69999999   0.7000   -0.8242   3.6540   4.6752   6.831   9.854   8.598   7.458   6.683   6.127   5.363   4.728   4.637   3.02253795   0
   0.013400   8.3000   0.73987818   0.7399   -0.7082   3.6741   4.6636   6.541   9.097   8.046   7.007   6.316   5.826   5.133   4.559   4.481   3.04376101   1
   0.013400   8.3000   0.75000000   0.7500   -0.6802   3.6796   4.6635   6.470   8.896   7.908   6.896   6.229   5.754   5.081   4.526   4.450   3.04879928   1
