#   Isochrone  Z = 0.00042   Y = 0.24900   [M/H] = -1.564   eta_R = 0.200   Age =    7.0795e+06 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000424   6.8500   0.09000000   0.0900   -1.7362   3.5377   4.2313   9.111   13.537   12.133   10.536   9.425   8.488   7.397   6.823   6.605   1.46765435   0
   0.000424   6.8500   0.09007595   0.0901   -1.7358   3.5377   4.2314   9.109   13.535   12.131   10.534   9.424   8.487   7.396   6.822   6.604   1.46847463   0
   0.000424   6.8500   0.09690773   0.0969   -1.6929   3.5413   4.2345   9.002   13.339   11.967   10.391   9.295   8.376   7.298   6.720   6.503   1.53970754   0
   0.000424   6.8500   0.10000000   0.1000   -1.6744   3.5429   4.2361   8.956   13.254   11.896   10.330   9.240   8.329   7.256   6.677   6.460   1.57040203   0
   0.000424   6.8500   0.11191417   0.1119   -1.6102   3.5483   4.2422   8.796   12.964   11.653   10.118   9.048   8.164   7.110   6.525   6.309   1.68015075   0
   0.000424   6.8500   0.12000000   0.1200   -1.5694   3.5515   4.2448   8.694   12.784   11.500   9.985   8.928   8.060   7.016   6.428   6.213   1.74782515   0
   0.000424   6.8500   0.14000000   0.1400   -1.4803   3.5583   4.2496   8.471   12.403   11.176   9.702   8.671   7.833   6.812   6.217   6.002   1.89584959   0
   0.000424   6.8500   0.16000000   0.1600   -1.4012   3.5646   4.2537   8.273   12.062   10.888   9.450   8.444   7.632   6.631   6.031   5.817   2.02115250   0
   0.000424   6.8500   0.17336173   0.1734   -1.3540   3.5686   4.2572   8.155   11.857   10.715   9.300   8.308   7.512   6.523   5.921   5.707   2.09469414   0
   0.000424   6.8500   0.20868741   0.2087   -1.2430   3.5778   4.2638   7.878   11.372   10.306   8.945   7.991   7.229   6.270   5.661   5.452   2.25853395   0
   0.000424   6.8500   0.22506490   0.2251   -1.1970   3.5816   4.2657   7.763   11.176   10.139   8.799   7.861   7.112   6.165   5.553   5.346   2.32236338   0
   0.000424   6.8500   0.23719953   0.2372   -1.1665   3.5843   4.2686   7.686   11.045   10.028   8.703   7.776   7.035   6.095   5.482   5.277   2.36564302   0
   0.000424   6.8500   0.23921362   0.2392   -1.1617   3.5847   4.2692   7.674   11.024   10.010   8.688   7.762   7.023   6.084   5.471   5.266   2.37252998   0
   0.000424   6.8500   0.25601003   0.2560   -1.1213   3.5883   4.2729   7.573   10.849   9.863   8.560   7.649   6.920   5.992   5.377   5.175   2.42697811   0
   0.000424   6.8500   0.27884850   0.2788   -1.0692   3.5935   4.2785   7.443   10.613   9.664   8.390   7.500   6.788   5.875   5.257   5.060   2.49310923   0
   0.000424   6.8500   0.30000001   0.3000   -1.0257   3.5981   4.2853   7.334   10.411   9.493   8.246   7.374   6.676   5.778   5.158   4.967   2.54750419   0
   0.000424   6.8500   0.32577074   0.3258   -0.9762   3.6035   4.2932   7.210   10.181   9.299   8.082   7.232   6.550   5.667   5.046   4.862   2.60645771   0
   0.000424   6.8500   0.34999999   0.3500   -0.9328   3.6084   4.3005   7.102   9.979   9.130   7.939   7.108   6.439   5.570   4.949   4.771   2.65552020   0
   0.000424   6.8500   0.35630885   0.3563   -0.9220   3.6098   4.3028   7.075   9.926   9.086   7.902   7.076   6.411   5.546   4.925   4.748   2.66740870   0
   0.000424   6.8500   0.40000001   0.4000   -0.8501   3.6187   4.3172   6.895   9.572   8.791   7.657   6.867   6.228   5.388   4.770   4.605   2.74133730   0
   0.000424   6.8500   0.40075779   0.4008   -0.8489   3.6189   4.3174   6.892   9.565   8.786   7.653   6.863   6.225   5.386   4.767   4.602   2.74250340   0
   0.000424   6.8500   0.44999999   0.4500   -0.7721   3.6295   4.3332   6.700   9.172   8.467   7.387   6.639   6.030   5.219   4.608   4.456   2.81098008   0
   0.000424   6.8500   0.50567192   0.5057   -0.6831   3.6430   4.3490   6.478   8.692   8.086   7.074   6.377   5.804   5.032   4.438   4.302   2.87437749   0
   0.000424   6.8500   0.52805597   0.5281   -0.6436   3.6485   4.3502   6.379   8.488   7.924   6.939   6.263   5.704   4.949   4.364   4.233   2.89652681   0
   0.000424   6.8500   0.55000001   0.5500   -0.6109   3.6530   4.3533   6.297   8.321   7.793   6.829   6.170   5.622   4.880   4.304   4.177   2.91663504   0
   0.000424   6.8500   0.56621450   0.5662   -0.5886   3.6568   4.3587   6.241   8.195   7.697   6.750   6.104   5.565   4.835   4.266   4.143   2.93057489   0
   0.000424   6.8500   0.59409100   0.5941   -0.5493   3.6632   4.3661   6.143   7.975   7.532   6.614   5.991   5.467   4.756   4.202   4.083   2.95290899   0
   0.000424   6.8500   0.60000002   0.6000   -0.5416   3.6646   4.3680   6.124   7.931   7.500   6.587   5.969   5.447   4.741   4.190   4.072   2.95739889   0
   0.000424   6.8500   0.60281128   0.6028   -0.5376   3.6652   4.3686   6.114   7.909   7.483   6.573   5.957   5.437   4.733   4.184   4.066   2.95950675   0
   0.000424   6.8500   0.63185191   0.6319   -0.4906   3.6720   4.3694   5.997   7.664   7.298   6.417   5.826   5.320   4.638   4.105   3.993   2.98027492   0
   0.000424   6.8500   0.64999998   0.6500   -0.4604   3.6763   4.3685   5.921   7.513   7.183   6.319   5.742   5.245   4.577   4.054   3.945   2.99236870   0
   0.000424   6.8500   0.66995806   0.6700   -0.4317   3.6804   4.3692   5.849   7.370   7.075   6.226   5.663   5.174   4.519   4.006   3.900   3.00493455   0
   0.000424   6.8500   0.69999999   0.7000   -0.3856   3.6865   4.3666   5.734   7.153   6.908   6.083   5.537   5.060   4.425   3.928   3.826   3.02253795   0
   0.000424   6.8500   0.75000000   0.7500   -0.2824   3.7079   4.3792   5.476   6.576   6.491   5.745   5.254   4.814   4.245   3.800   3.712   3.04879928   0
   0.000424   6.8500   0.76164103   0.7616   -0.2625   3.7108   4.3772   5.426   6.488   6.422   5.687   5.202   4.767   4.207   3.768   3.681   3.05443311   0
   0.000424   6.8500   0.79840416   0.7984   -0.1934   3.7207   4.3686   5.253   6.189   6.184   5.486   5.024   4.606   4.074   3.656   3.575   3.07117796   0
   0.000424   6.8500   0.80000001   0.8000   -0.1897   3.7213   4.3678   5.244   6.174   6.172   5.476   5.014   4.597   4.067   3.650   3.570   3.07187057   0
