#   Isochrone  Z = 0.04237   Y = 0.32598   [M/H] = 0.511   eta_R = 0.200   Age =    5.0119e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.042375   7.7000   0.10284453   0.1028   -2.4774   3.3800   4.3996   10.964   19.870   18.183   16.637   14.438   12.126   8.849   8.315   7.834   1.59781313   0
   0.042375   7.7000   0.10621129   0.1062   -2.4581   3.3821   4.4025   10.915   19.740   18.068   16.527   14.347   12.048   8.804   8.270   7.792   1.62924099   0
   0.042375   7.7000   0.12284452   0.1228   -2.3814   3.3874   4.4105   10.724   19.335   17.702   16.172   14.043   11.777   8.619   8.085   7.616   1.77049422   0
   0.042375   7.7000   0.13118093   0.1312   -2.3380   3.3927   4.4168   10.615   19.011   17.418   15.901   13.821   11.590   8.518   7.983   7.523   1.83377981   0
   0.042375   7.7000   0.14284453   0.1428   -2.2844   3.3987   4.4242   10.481   18.634   17.086   15.583   13.560   11.368   8.393   7.857   7.407   1.91490304   0
   0.042375   7.7000   0.14505656   0.1451   -2.2741   3.4001   4.4259   10.455   18.554   17.016   15.517   13.506   11.322   8.369   7.833   7.385   1.92941666   0
   0.042375   7.7000   0.16568905   0.1657   -2.1826   3.4115   4.4380   10.227   17.853   16.407   14.934   13.034   10.924   8.157   7.620   7.191   2.05338860   0
   0.042375   7.7000   0.20711133   0.2071   -2.0297   3.4316   4.4624   9.844   16.642   15.356   13.933   12.223   10.244   7.807   7.266   6.870   2.25202560   0
   0.042375   7.7000   0.25711131   0.2571   -1.8848   3.4496   4.4832   9.482   15.672   14.490   13.102   11.530   9.663   7.473   6.927   6.559   2.43036747   0
   0.042375   7.7000   0.30711132   0.3071   -1.7615   3.4641   4.4952   9.174   14.946   13.822   12.449   10.973   9.203   7.193   6.635   6.294   2.56451964   0
   0.042375   7.7000   0.33397776   0.3340   -1.7004   3.4710   4.4983   9.021   14.612   13.512   12.153   10.718   8.988   7.053   6.489   6.160   2.62371612   0
   0.042375   7.7000   0.39967632   0.3997   -1.4698   3.4917   4.4284   8.445   13.580   12.543   11.215   9.880   8.271   6.518   5.920   5.629   2.74083781   0
   0.042375   7.7000   0.42718863   0.4272   -1.2944   3.5038   4.3304   8.006   12.939   11.931   10.645   9.355   7.784   6.104   5.471   5.204   2.78094554   0
   0.042375   7.7000   0.44917256   0.4492   -1.2554   3.5080   4.3298   7.909   12.785   11.773   10.492   9.219   7.665   6.017   5.373   5.113   2.80993652   0
   0.042375   7.7000   0.44999999   0.4500   -1.2540   3.5082   4.3298   7.905   12.780   11.767   10.486   9.214   7.661   6.014   5.370   5.110   2.81098008   0
