#   Isochrone  Z = 0.02124   Y = 0.28667   [M/H] = 0.171   eta_R = 0.200   Age =    7.0796e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.021238   8.8500   0.09148076   0.0915   -3.3384   3.3620   5.1376   13.116   25.206   21.829   19.835   17.079   14.429   10.929   10.345   9.984   1.48352957   0
   0.021238   8.8500   0.10296151   0.1030   -3.1900   3.3826   5.1231   12.745   23.635   20.637   18.728   16.229   13.753   10.605   10.020   9.664   1.59892321   0
   0.021238   8.8500   0.11509921   0.1151   -3.0637   3.3995   5.1129   12.429   22.342   19.650   17.810   15.520   13.186   10.328   9.741   9.391   1.70740569   0
   0.021238   8.8500   0.12296151   0.1230   -2.9815   3.4102   5.1022   12.224   21.514   19.019   17.222   15.065   12.822   10.147   9.559   9.213   1.77141464   0
   0.021238   8.8500   0.14296152   0.1430   -2.8047   3.4305   5.0721   11.782   19.883   17.764   16.052   14.151   12.079   9.751   9.163   8.823   1.91567707   0
   0.021238   8.8500   0.14778723   0.1478   -2.7765   3.4339   5.0718   11.711   19.653   17.577   15.879   14.013   11.965   9.688   9.099   8.761   1.94698131   0
   0.021238   8.8500   0.16592301   0.1659   -2.6571   3.4462   5.0520   11.413   18.761   16.853   15.211   13.470   11.514   9.416   8.826   8.495   2.05468392   0
   0.021238   8.8500   0.20740378   0.2074   -2.4459   3.4646   5.0111   10.885   17.422   15.739   14.156   12.592   10.789   8.931   8.338   8.020   2.25323844   0
   0.021238   8.8500   0.24498752   0.2450   -2.2960   3.4768   4.9822   10.510   16.586   15.022   13.477   12.015   10.307   8.583   7.988   7.681   2.39183521   1
   0.021238   8.8500   0.25740379   0.2574   -2.2513   3.4804   4.9734   10.398   16.346   14.814   13.279   11.845   10.166   8.480   7.883   7.580   2.43126392   1
   0.021238   8.8500   0.26608917   0.2661   -2.2215   3.4826   4.9671   10.324   16.197   14.682   13.150   11.733   10.075   8.411   7.813   7.513   2.45721030   1
   0.021238   8.8500   0.30740377   0.3074   -2.0930   3.4927   4.9415   10.003   15.560   14.117   12.604   11.256   9.683   8.115   7.512   7.222   2.56520677   0
   0.021238   8.8500   0.35740378   0.3574   -1.9440   3.5033   4.9003   9.630   14.893   13.515   12.034   10.751   9.250   7.766   7.157   6.879   2.66943765   0
   0.021238   8.8500   0.44999999   0.4500   -1.6704   3.5252   4.8145   8.946   13.723   12.426   10.996   9.826   8.467   7.135   6.504   6.252   2.81098008   0
   0.021238   8.8500   0.50000000   0.5000   -1.5208   3.5387   4.7647   8.572   13.124   11.842   10.443   9.330   8.046   6.794   6.148   5.911   2.86847806   0
   0.021238   8.8500   0.55000001   0.5500   -1.3666   3.5556   4.7194   8.187   12.519   11.222   9.843   8.792   7.610   6.452   5.790   5.571   2.91663504   0
   0.021238   8.8500   0.60000002   0.6000   -1.2093   3.5772   4.6864   7.793   11.894   10.548   9.178   8.192   7.165   6.120   5.438   5.246   2.95739889   0
   0.021238   8.8500   0.64999998   0.6500   -1.0521   3.6028   4.6661   7.400   11.258   9.849   8.513   7.588   6.732   5.793   5.100   4.945   2.99236870   0
   0.021238   8.8500   0.69751543   0.6975   -0.9085   3.6278   4.6531   7.041   10.626   9.186   7.918   7.052   6.348   5.494   4.814   4.696   3.02113795   1
   0.021238   8.8500   0.69999999   0.7000   -0.9012   3.6291   4.6526   7.023   10.591   9.152   7.887   7.025   6.329   5.479   4.800   4.683   3.02253795   1
   0.021238   8.8500   0.75000000   0.7500   -0.7502   3.6611   4.6596   6.646   9.595   8.351   7.222   6.463   5.930   5.191   4.582   4.496   3.04879928   1
   0.021238   8.8500   0.80000001   0.8000   -0.6224   3.6802   4.6364   6.326   8.829   7.791   6.753   6.075   5.600   4.930   4.385   4.309   3.07187057   1
