#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    7.0796e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.8500   0.09000000   0.0900   -3.3367   3.3734   5.1747   13.112   24.994   21.512   19.503   16.748   14.134   10.941   10.357   10.059   1.46765435   0
   0.013400   8.8500   0.10000000   0.1000   -3.1912   3.3958   5.1646   12.748   23.309   20.250   18.327   15.872   13.455   10.634   10.044   9.740   1.57040203   0
   0.013400   8.8500   0.10586707   0.1059   -3.1181   3.4059   5.1566   12.565   22.526   19.661   17.777   15.458   13.130   10.477   9.884   9.577   1.62607634   0
   0.013400   8.8500   0.12000000   0.1200   -2.9421   3.4296   5.1296   12.125   20.666   18.263   16.470   14.472   12.355   10.098   9.498   9.185   1.74782515   0
   0.013400   8.8500   0.12726958   0.1273   -2.8772   3.4365   5.1179   11.963   20.148   17.850   16.088   14.170   12.108   9.952   9.351   9.038   1.80467439   0
   0.013400   8.8500   0.14000000   0.1400   -2.7711   3.4481   5.0995   11.698   19.314   17.179   15.466   13.677   11.709   9.714   9.110   8.800   1.89584959   0
   0.013400   8.8500   0.14784619   0.1478   -2.7210   3.4535   5.0947   11.573   18.936   16.873   15.177   13.446   11.527   9.602   8.997   8.689   1.94735646   0
   0.013400   8.8500   0.16000000   0.1600   -2.6376   3.4614   5.0775   11.364   18.348   16.397   14.725   13.083   11.237   9.414   8.807   8.502   2.02115250   0
   0.013400   8.8500   0.19676372   0.1968   -2.4391   3.4788   5.0381   10.868   17.131   15.378   13.761   12.285   10.594   8.960   8.350   8.054   2.20753002   1
   0.013400   8.8500   0.20000000   0.2000   -2.4233   3.4801   5.0349   10.828   17.037   15.299   13.686   12.223   10.544   8.924   8.314   8.019   2.22178221   1
   0.013400   8.8500   0.25000000   0.2500   -2.2224   3.4963   4.9954   10.326   15.965   14.374   12.797   11.462   9.936   8.463   7.850   7.567   2.40809011   1
   0.013400   8.8500   0.30000001   0.3000   -2.0692   3.5069   4.9640   9.943   15.263   13.750   12.205   10.941   9.497   8.105   7.488   7.216   2.54750419   1
   0.013400   8.8500   0.30437660   0.3044   -2.0538   3.5077   4.9581   9.904   15.199   13.693   12.151   10.892   9.455   8.068   7.451   7.180   2.55804658   1
   0.013400   8.8500   0.34999999   0.3500   -1.9187   3.5171   4.9214   9.567   14.612   13.163   11.648   10.443   9.076   7.753   7.132   6.870   2.65552020   0
   0.013400   8.8500   0.40000001   0.4000   -1.7685   3.5280   4.8725   9.191   13.988   12.589   11.103   9.951   8.662   7.404   6.776   6.525   2.74133730   0
   0.013400   8.8500   0.44999999   0.4500   -1.6158   3.5404   4.8207   8.810   13.372   12.006   10.550   9.452   8.243   7.054   6.417   6.177   2.81098008   0
   0.013400   8.8500   0.50000000   0.5000   -1.4578   3.5552   4.7677   8.415   12.754   11.403   9.973   8.925   7.813   6.697   6.049   5.823   2.86847806   0
   0.013400   8.8500   0.55000001   0.5500   -1.2950   3.5749   4.7250   8.008   12.096   10.743   9.338   8.345   7.369   6.344   5.683   5.478   2.91663504   0
   0.013400   8.8500   0.60000002   0.6000   -1.1330   3.5986   4.6954   7.603   11.429   10.063   8.703   7.766   6.936   6.000   5.320   5.151   2.95739889   0
   0.013400   8.8500   0.64999998   0.6500   -0.9723   3.6245   4.6732   7.201   10.742   9.359   8.084   7.210   6.514   5.656   4.976   4.849   2.99236870   0
   0.013400   8.8500   0.67294014   0.6729   -0.9003   3.6368   4.6656   7.021   10.383   9.019   7.797   6.961   6.327   5.506   4.836   4.727   3.00675011   1
   0.013400   8.8500   0.69999999   0.7000   -0.8184   3.6517   4.6605   6.816   9.891   8.613   7.462   6.679   6.115   5.342   4.700   4.607   3.02253795   1
   0.013400   8.8500   0.75000000   0.7500   -0.6732   3.6796   4.6566   6.453   8.877   7.890   6.878   6.211   5.736   5.064   4.509   4.433   3.04879928   1
   0.013400   8.8500   0.79897165   0.7990   -0.5446   3.6995   4.6352   6.131   8.140   7.359   6.435   5.845   5.414   4.808   4.313   4.246   3.07142472   1
   0.013400   8.8500   0.80000001   0.8000   -0.5419   3.6999   4.6348   6.125   8.125   7.348   6.426   5.838   5.407   4.802   4.309   4.242   3.07187057   1
   0.013400   8.8500   0.85000002   0.8500   -0.4172   3.7189   4.6122   5.813   7.454   6.868   6.022   5.498   5.103   4.560   4.120   4.061   3.09222293   1
   0.013400   8.8500   0.89999998   0.9000   -0.2983   3.7361   4.5868   5.516   6.864   6.440   5.662   5.186   4.819   4.329   3.935   3.883   3.11026096   1
   0.013400   8.8500   0.94465029   0.9446   -0.1966   3.7499   4.5613   5.262   6.391   6.088   5.366   4.927   4.582   4.133   3.773   3.726   3.12471747   1
   0.013400   8.8500   0.94999999   0.9500   -0.1847   3.7515   4.5583   5.232   6.339   6.048   5.332   4.897   4.555   4.110   3.754   3.707   3.12635612   1
   0.013400   8.8500   0.95325649   0.9532   -0.1774   3.7524   4.5562   5.213   6.309   6.024   5.312   4.879   4.538   4.096   3.741   3.695   3.12734437   1
   0.013400   8.8500   1.00000000   1.0000   -0.0759   3.7654   4.5274   4.960   5.887   5.692   5.030   4.626   4.304   3.898   3.573   3.531   3.14080405   1
   0.013400   8.8500   1.04999995   1.0500   0.0287   3.7778   4.4935   4.698   5.467   5.355   4.745   4.372   4.070   3.699   3.400   3.364   3.15380883   1
   0.013400   8.8500   1.09495938   1.0949   0.1198   3.7879   4.4613   4.471   5.101   5.065   4.507   4.165   3.880   3.530   3.248   3.219   3.16441107   1
   0.013400   8.8500   1.10000002   1.0999   0.1298   3.7890   4.4577   4.446   5.061   5.033   4.481   4.143   3.859   3.512   3.231   3.203   3.16554141   1
   0.013400   8.8500   1.12936604   1.1293   0.1873   3.7952   4.4361   4.302   4.847   4.855   4.332   4.011   3.737   3.402   3.132   3.108   3.17191076   1
   0.013400   8.8500   1.14999998   1.1499   0.2269   3.7993   4.4211   4.203   4.703   4.733   4.230   3.920   3.652   3.327   3.064   3.042   3.17617631   1
   0.013400   8.8500   1.19401526   1.1939   0.3092   3.8080   4.3897   3.997   4.439   4.486   4.017   3.723   3.469   3.165   2.920   2.900   3.18474460   1
   0.013400   8.8500   1.20000005   1.1999   0.3202   3.8091   4.3855   3.969   4.404   4.453   3.988   3.697   3.444   3.143   2.900   2.880   3.18585706   1
   0.013400   8.8500   1.20140338   1.2013   0.3227   3.8094   4.3846   3.963   4.396   4.446   3.982   3.691   3.439   3.138   2.896   2.876   3.18611646   1
   0.013400   8.8500   1.25000000   1.2499   0.4085   3.8184   4.3522   3.749   4.135   4.192   3.760   3.487   3.250   2.970   2.747   2.729   3.19470429   1
   0.013400   8.8500   1.34349096   1.3434   0.5622   3.8356   4.2983   3.364   3.682   3.738   3.364   3.124   2.915   2.675   2.486   2.471   3.20930171   1
   0.013400   8.8500   1.37640893   1.3763   0.6131   3.8421   4.2841   3.237   3.535   3.587   3.233   3.006   2.808   2.583   2.406   2.393   3.21390843   1
   0.013400   8.8500   1.39349079   1.3934   0.6391   3.8454   4.2767   3.172   3.462   3.510   3.166   2.946   2.754   2.536   2.366   2.352   3.21620202   1
   0.013400   8.8500   1.44349098   1.4434   0.7126   3.8566   4.2631   2.989   3.251   3.288   2.976   2.778   2.605   2.412   2.264   2.252   3.22256231   1
   0.013400   8.8500   1.45683599   1.4567   0.7318   3.8600   4.2615   2.941   3.195   3.229   2.926   2.735   2.568   2.382   2.241   2.229   3.22417617   1
   0.013400   8.8500   1.49349093   1.4934   0.7839   3.8690   4.2563   2.810   3.050   3.071   2.792   2.619   2.469   2.302   2.178   2.166   3.22844124   1
   0.013400   8.8500   1.54349089   1.5434   0.8524   3.8809   4.2496   2.639   2.862   2.866   2.618   2.468   2.340   2.198   2.095   2.084   3.23388982   1
   0.013400   8.8500   1.55881846   1.5588   0.8727   3.8842   4.2471   2.588   2.807   2.806   2.566   2.424   2.302   2.166   2.069   2.059   3.23548079   1
   0.013400   8.8500   1.59349096   1.5934   0.9178   3.8913   4.2398   2.475   2.687   2.674   2.453   2.325   2.216   2.094   2.009   1.999   3.23895168   1
   0.013400   8.8500   1.61468554   1.6146   0.9447   3.8952   4.2342   2.408   2.615   2.597   2.386   2.266   2.164   2.050   1.971   1.962   3.24098754   1
   0.013400   8.8500   1.64349079   1.6435   0.9808   3.9002   4.2257   2.318   2.520   2.494   2.296   2.186   2.094   1.989   1.918   1.909   3.24365473   1
   0.013400   8.8500   1.65274096   1.6527   0.9922   3.9017   4.2229   2.290   2.490   2.462   2.268   2.162   2.072   1.970   1.901   1.892   3.24448776   1
   0.013400   8.8500   1.69349098   1.6935   1.0419   3.9080   4.2090   2.165   2.360   2.322   2.147   2.053   1.974   1.885   1.825   1.816   3.24802923   1
   0.013400   8.8500   1.74349093   1.7435   1.1017   3.9150   4.1898   2.016   2.204   2.157   2.003   1.923   1.856   1.779   1.728   1.720   3.25210643   1
   0.013400   8.8500   1.76397991   1.7640   1.1259   3.9178   4.1816   1.955   2.141   2.090   1.945   1.871   1.808   1.735   1.688   1.680   3.25369811   1
   0.013400   8.8500   1.79349077   1.7935   1.1607   3.9214   4.1686   1.868   2.050   1.996   1.862   1.795   1.738   1.671   1.629   1.621   3.25591469   1
   0.013400   8.8500   1.82097292   1.8210   1.1929   3.9247   4.1560   1.788   1.966   1.910   1.786   1.725   1.673   1.611   1.573   1.566   3.25790215   1
   0.013400   8.8500   1.84349096   1.8435   1.2194   3.9270   4.1444   1.722   1.898   1.839   1.723   1.667   1.618   1.560   1.525   1.518   3.25947809   1
   0.013400   8.8500   1.86834419   1.8683   1.2484   3.9294   4.1307   1.649   1.822   1.762   1.654   1.602   1.557   1.503   1.471   1.463   3.26116514   1
   0.013400   8.8500   1.89349091   1.8935   1.2778   3.9316   4.1157   1.576   1.746   1.686   1.585   1.536   1.495   1.444   1.414   1.407   3.26281881   1
   0.013400   8.8500   1.91521215   1.9152   1.3030   3.9334   4.1027   1.513   1.681   1.621   1.525   1.480   1.441   1.392   1.365   1.357   3.26420546   1
