#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    7.9435e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   9.9000   0.09000000   0.0900   -3.4150   3.3666   5.2256   13.307   25.698   22.026   19.971   17.104   14.421   11.118   10.534   10.247   1.46765435   1
   0.013400   9.9000   0.10000000   0.1000   -3.2282   3.3934   5.1918   12.840   23.597   20.463   18.521   16.023   13.580   10.720   10.129   9.830   1.57040203   1
   0.013400   9.9000   0.12000000   0.1200   -2.9592   3.4291   5.1449   12.168   20.761   18.335   16.537   14.527   12.404   10.139   9.539   9.228   1.74782515   1
   0.013400   9.9000   0.14000000   0.1400   -2.7782   3.4484   5.1078   11.715   19.332   17.193   15.480   13.691   11.724   9.732   9.128   8.819   1.89584959   1
   0.013400   9.9000   0.16000000   0.1600   -2.6365   3.4619   5.0784   11.361   18.327   16.380   14.710   13.071   11.230   9.413   8.805   8.500   2.02115250   1
   0.013400   9.9000   0.20000000   0.2000   -2.4178   3.4807   5.0316   10.815   17.000   15.268   13.656   12.199   10.526   8.912   8.301   8.007   2.22178221   1
   0.013400   9.9000   0.25000000   0.2500   -2.2075   3.4967   4.9821   10.289   15.907   14.325   12.751   11.420   9.897   8.427   7.813   7.531   2.40809011   1
   0.013400   9.9000   0.30000001   0.3000   -2.0434   3.5070   4.9385   9.879   15.183   13.680   12.139   10.877   9.434   8.040   7.424   7.151   2.54750419   1
   0.013400   9.9000   0.31902972   0.3190   -1.9844   3.5104   4.9199   9.731   14.936   13.457   11.928   10.687   9.270   7.901   7.283   7.014   2.59175038   1
   0.013400   9.9000   0.34999999   0.3500   -1.8943   3.5156   4.8907   9.506   14.575   13.129   11.615   10.403   9.024   7.688   7.067   6.803   2.65552020   1
   0.013400   9.9000   0.40000001   0.4000   -1.7493   3.5266   4.8477   9.143   13.962   12.564   11.078   9.922   8.620   7.353   6.725   6.471   2.74133730   1
   0.013400   9.9000   0.44999999   0.4500   -1.5978   3.5391   4.7973   8.764   13.346   11.981   10.526   9.422   8.203   7.005   6.368   6.127   2.81098008   1
   0.013400   9.9000   0.50000000   0.5000   -1.4371   3.5550   4.7458   8.363   12.705   11.356   9.927   8.878   7.763   6.644   5.995   5.769   2.86847806   1
   0.013400   9.9000   0.55000001   0.5500   -1.2605   3.5755   4.6928   7.921   12.006   10.652   9.249   8.257   7.283   6.259   5.595   5.391   2.91663504   1
   0.013400   9.9000   0.60000002   0.6000   -1.0869   3.6007   4.6579   7.487   11.299   9.926   8.572   7.640   6.821   5.889   5.204   5.040   2.95739889   1
   0.013400   9.9000   0.64999998   0.6499   -0.9105   3.6311   4.6379   7.046   10.506   9.119   7.872   7.019   6.357   5.517   4.840   4.723   2.99236870   1
   0.013400   9.9000   0.67589688   0.6758   -0.8208   3.6472   4.6294   6.822   9.993   8.678   7.507   6.708   6.125   5.336   4.681   4.585   3.00853491   1
   0.013400   9.9000   0.69999999   0.6999   -0.7400   3.6616   4.6216   6.620   9.457   8.278   7.180   6.439   5.914   5.176   4.561   4.476   3.02253795   1
