#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    4.4669e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.6500   0.09000000   0.0900   -3.2321   3.3815   5.1024   12.850   24.114   20.866   18.913   16.296   13.764   10.703   10.119   9.806   1.46765435   0
   0.013400   8.6500   0.09257237   0.0926   -3.2039   3.3864   5.1058   12.780   23.772   20.607   18.670   16.114   13.624   10.644   10.059   9.746   1.49507797   0
   0.013400   8.6500   0.09764606   0.0976   -3.1470   3.3960   5.1106   12.638   23.084   20.088   18.183   15.752   13.345   10.526   9.938   9.625   1.54711950   0
   0.013400   8.6500   0.10000000   0.1000   -3.1201   3.4005   5.1120   12.570   22.759   19.844   17.954   15.581   13.213   10.470   9.880   9.567   1.57040203   0
   0.013400   8.6500   0.10024570   0.1002   -3.1175   3.4009   5.1120   12.564   22.731   19.823   17.934   15.566   13.202   10.465   9.875   9.561   1.57280195   0
   0.013400   8.6500   0.11535308   0.1154   -2.9595   3.4240   5.1073   12.169   20.994   18.511   16.704   14.640   12.478   10.128   9.531   9.216   1.70954359   0
   0.013400   8.6500   0.12000000   0.1200   -2.9137   3.4308   5.1062   12.054   20.490   18.127   16.346   14.370   12.267   10.031   9.431   9.116   1.74782515   0
   0.013400   8.6500   0.14000000   0.1400   -2.7419   3.4485   5.0720   11.625   19.178   17.072   15.368   13.591   11.631   9.643   9.040   8.727   1.89584959   0
   0.013400   8.6500   0.16000000   0.1600   -2.6195   3.4614   5.0594   11.319   18.277   16.340   14.672   13.034   11.192   9.370   8.763   8.456   2.02115250   0
   0.013400   8.6500   0.20000000   0.2000   -2.4141   3.4800   5.0250   10.805   17.008   15.274   13.663   12.201   10.522   8.901   8.291   7.995   2.22178221   0
   0.013400   8.6500   0.25000000   0.2500   -2.2215   3.4962   4.9943   10.324   15.963   14.373   12.796   11.461   9.934   8.461   7.847   7.565   2.40809011   0
   0.013400   8.6500   0.25025541   0.2503   -2.2207   3.4963   4.9942   10.322   15.959   14.369   12.792   11.458   9.932   8.459   7.845   7.563   2.40890622   0
   0.013400   8.6500   0.30000001   0.3000   -2.0680   3.5069   4.9626   9.940   15.261   13.748   12.203   10.938   9.495   8.102   7.486   7.213   2.54750419   0
   0.013400   8.6500   0.34999999   0.3500   -1.9216   3.5175   4.9257   9.574   14.613   13.164   11.649   10.446   9.082   7.761   7.140   6.878   2.65552020   0
   0.013400   8.6500   0.40000001   0.4000   -1.7706   3.5286   4.8772   9.197   13.981   12.583   11.098   9.949   8.664   7.411   6.783   6.532   2.74133730   0
   0.013400   8.6500   0.44999999   0.4500   -1.6167   3.5409   4.8234   8.812   13.367   12.002   10.546   9.449   8.244   7.057   6.420   6.181   2.81098008   0
   0.013400   8.6500   0.48711133   0.4871   -1.4978   3.5519   4.7830   8.514   12.900   11.548   10.112   9.054   7.920   6.788   6.143   5.914   2.85462904   0
   0.013400   8.6500   0.50000000   0.5000   -1.4581   3.5558   4.7702   8.415   12.747   11.397   9.967   8.920   7.812   6.699   6.051   5.826   2.86847806   0
   0.013400   8.6500   0.50319296   0.5032   -1.4477   3.5569   4.7671   8.389   12.706   11.355   9.927   8.884   7.784   6.676   6.028   5.803   2.87181401   0
   0.013400   8.6500   0.55000001   0.5500   -1.2957   3.5758   4.7294   8.009   12.086   10.733   9.329   8.338   7.369   6.348   5.687   5.483   2.91663504   0
   0.013400   8.6500   0.60000002   0.6000   -1.1344   3.5994   4.7002   7.606   11.422   10.057   8.699   7.763   6.938   6.005   5.326   5.158   2.95739889   0
   0.013400   8.6500   0.64999998   0.6500   -0.9747   3.6257   4.6804   7.207   10.731   9.350   8.079   7.209   6.519   5.665   4.987   4.861   2.99236870   0
   0.013400   8.6500   0.69999999   0.7000   -0.8213   3.6524   4.6661   6.823   9.883   8.611   7.464   6.683   6.121   5.351   4.711   4.619   3.02253795   0
   0.013400   8.6500   0.70902079   0.7090   -0.7941   3.6568   4.6621   6.755   9.711   8.482   7.358   6.595   6.051   5.296   4.669   4.580   3.02754140   1
   0.013400   8.6500   0.75000000   0.7500   -0.6768   3.6796   4.6602   6.462   8.887   7.899   6.888   6.220   5.745   5.073   4.518   4.442   3.04879928   1
   0.013400   8.6500   0.80000001   0.8000   -0.5465   3.6998   4.6389   6.136   8.140   7.361   6.438   5.849   5.418   4.813   4.319   4.253   3.07187057   1
   0.013400   8.6500   0.85000002   0.8500   -0.4231   3.7187   4.6171   5.828   7.474   6.885   6.038   5.513   5.118   4.574   4.133   4.074   3.09222293   1
   0.013400   8.6500   0.89999998   0.9000   -0.3054   3.7356   4.5922   5.534   6.890   6.461   5.681   5.204   4.836   4.345   3.950   3.897   3.11026096   1
   0.013400   8.6500   0.90238148   0.9024   -0.3000   3.7364   4.5909   5.520   6.864   6.442   5.665   5.190   4.824   4.334   3.941   3.889   3.11106920   1
   0.013400   8.6500   0.94999999   0.9500   -0.1940   3.7509   4.5653   5.255   6.371   6.075   5.357   4.920   4.577   4.131   3.773   3.726   3.12635612   1
   0.013400   8.6500   1.00000000   1.0000   -0.0853   3.7647   4.5343   4.983   5.919   5.720   5.055   4.650   4.326   3.919   3.592   3.550   3.14080405   1
   0.013400   8.6500   1.04999995   1.0500   0.0184   3.7772   4.5015   4.724   5.501   5.384   4.772   4.398   4.095   3.721   3.422   3.385   3.15380883   1
   0.013400   8.6500   1.09814656   1.0981   0.1143   3.7880   4.4685   4.484   5.113   5.078   4.521   4.179   3.894   3.544   3.263   3.234   3.16512704   1
   0.013400   8.6500   1.10000002   1.1000   0.1179   3.7884   4.4673   4.475   5.098   5.067   4.512   4.171   3.887   3.538   3.257   3.228   3.16554141   1
   0.013400   8.6500   1.13705230   1.1370   0.1891   3.7962   4.4414   4.297   4.831   4.845   4.327   4.008   3.736   3.404   3.135   3.111   3.17351913   1
   0.013400   8.6500   1.14999998   1.1500   0.2134   3.7988   4.4326   4.236   4.742   4.770   4.264   3.952   3.684   3.358   3.094   3.071   3.17617631   1
   0.013400   8.6500   1.20000005   1.2000   0.3047   3.8086   4.3990   4.008   4.445   4.495   4.028   3.735   3.482   3.179   2.935   2.915   3.18585706   1
   0.013400   8.6500   1.25000000   1.2500   0.3912   3.8180   4.3678   3.792   4.180   4.238   3.804   3.530   3.292   3.011   2.787   2.769   3.19470429   1
   0.013400   8.6500   1.28643596   1.2864   0.4509   3.8250   4.3483   3.643   3.998   4.059   3.650   3.389   3.162   2.898   2.687   2.670   3.20067954   1
   0.013400   8.6500   1.34349096   1.3434   0.5415   3.8354   4.3183   3.416   3.733   3.792   3.416   3.176   2.967   2.726   2.536   2.521   3.20930171   1
   0.013400   8.6500   1.39349079   1.3934   0.6165   3.8454   4.2992   3.229   3.517   3.568   3.223   3.002   2.810   2.592   2.422   2.408   3.21620202   1
   0.013400   8.6500   1.44349098   1.4434   0.6879   3.8567   4.2883   3.050   3.311   3.351   3.039   2.840   2.668   2.475   2.326   2.314   3.22256231   1
   0.013400   8.6500   1.46109426   1.4610   0.7125   3.8613   4.2875   2.989   3.240   3.275   2.975   2.786   2.621   2.438   2.299   2.287   3.22468424   1
   0.013400   8.6500   1.49349093   1.4934   0.7572   3.8697   4.2858   2.877   3.114   3.139   2.860   2.688   2.538   2.373   2.249   2.238   3.22844124   1
   0.013400   8.6500   1.52840507   1.5284   0.8040   3.8791   4.2865   2.760   2.984   2.996   2.741   2.587   2.455   2.308   2.202   2.191   3.23228860   1
   0.013400   8.6500   1.54349089   1.5434   0.8239   3.8830   4.2865   2.710   2.929   2.936   2.691   2.544   2.419   2.281   2.181   2.171   3.23388982   1
   0.013400   8.6500   1.59349096   1.5935   0.8875   3.8953   4.2861   2.551   2.756   2.745   2.531   2.410   2.307   2.193   2.114   2.105   3.23895168   1
   0.013400   8.6500   1.64349079   1.6435   0.9485   3.9064   4.2829   2.399   2.593   2.567   2.383   2.283   2.200   2.108   2.044   2.036   3.24365473   1
   0.013400   8.6500   1.69349098   1.6935   1.0069   3.9163   4.2770   2.253   2.439   2.402   2.244   2.165   2.097   2.023   1.973   1.965   3.24802923   1
