#   Isochrone  Z = 0.00424   Y = 0.25643   [M/H] = -0.558   eta_R = 0.200   Age =    8.9128e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.004237   9.9500   0.09000000   0.0900   -3.3132   3.4108   5.3006   13.053   22.796   19.929   17.875   15.457   13.124   10.922   10.497   10.270   1.46765435   1
   0.004237   9.9500   0.09506046   0.0951   -3.2042   3.4261   5.2766   12.780   21.666   19.071   17.084   14.903   12.715   10.699   10.243   10.001   1.52092659   1
   0.004237   9.9500   0.10000000   0.1000   -3.1033   3.4403   5.2545   12.528   20.717   18.316   16.398   14.411   12.346   10.488   10.008   9.756   1.57040203   1
   0.004237   9.9500   0.12000000   0.1200   -2.8328   3.4731   5.1942   11.852   18.565   16.569   14.780   13.192   11.451   9.907   9.383   9.121   1.74782515   1
   0.004237   9.9500   0.13741128   0.1374   -2.6697   3.4900   5.1578   11.444   17.465   15.664   13.931   12.514   10.957   9.551   9.010   8.748   1.87811315   1
   0.004237   9.9500   0.14000000   0.1400   -2.6472   3.4924   5.1527   11.388   17.324   15.548   13.822   12.425   10.892   9.501   8.959   8.698   1.89584959   1
   0.004237   9.9500   0.16000000   0.1600   -2.5041   3.5055   5.1201   11.030   16.505   14.860   13.184   11.887   10.486   9.182   8.630   8.373   2.02115250   1
   0.004237   9.9500   0.20000000   0.2000   -2.2825   3.5232   5.0664   10.476   15.404   13.912   12.303   11.115   9.881   8.680   8.117   7.867   2.22178221   1
   0.004237   9.9500   0.25000000   0.2500   -2.0736   3.5368   5.0086   9.954   14.529   13.131   11.581   10.458   9.330   8.196   7.624   7.381   2.40809011   1
   0.004237   9.9500   0.30000001   0.3000   -1.9106   3.5461   4.9621   9.546   13.911   12.567   11.056   9.969   8.907   7.814   7.235   6.999   2.54750419   1
   0.004237   9.9500   0.32418165   0.3242   -1.8395   3.5501   4.9408   9.369   13.648   12.324   10.830   9.757   8.724   7.647   7.066   6.832   2.60303497   1
   0.004237   9.9500   0.34999999   0.3500   -1.7690   3.5541   4.9195   9.193   13.393   12.087   10.608   9.550   8.543   7.483   6.897   6.667   2.65552020   1
   0.004237   9.9500   0.40000001   0.4000   -1.6147   3.5658   4.8699   8.807   12.789   11.532   10.094   9.074   8.146   7.132   6.537   6.313   2.74133730   1
   0.004237   9.9500   0.44999999   0.4500   -1.4460   3.5805   4.8114   8.385   12.119   10.915   9.529   8.554   7.714   6.753   6.145   5.934   2.81098008   1
   0.004237   9.9500   0.50000000   0.5000   -1.2623   3.6012   4.7559   7.926   11.337   10.206   8.900   7.986   7.246   6.350   5.722   5.539   2.86847806   1
   0.004237   9.9500   0.51967216   0.5196   -1.1792   3.6129   4.7364   7.718   10.951   9.859   8.607   7.731   7.035   6.170   5.531   5.369   2.88843536   1
   0.004237   9.9500   0.55000001   0.5499   -1.0578   3.6299   4.7079   7.414   10.391   9.352   8.183   7.363   6.731   5.908   5.257   5.125   2.91663504   1
   0.004237   9.9500   0.56599617   0.5659   -0.9945   3.6402   4.6982   7.256   10.059   9.063   7.949   7.166   6.571   5.775   5.130   5.013   2.93039203   1
   0.004237   9.9500   0.60000002   0.5999   -0.8649   3.6613   4.6782   6.932   9.291   8.456   7.462   6.768   6.244   5.512   4.906   4.812   2.95739889   1
   0.004237   9.9500   0.64999998   0.6499   -0.6748   3.6937   4.6525   6.457   8.152   7.634   6.783   6.217   5.767   5.145   4.631   4.556   2.99236870   1
