#   Isochrone  Z = 0.04237   Y = 0.32598   [M/H] = 0.511   eta_R = 0.200   Age =    1.9953e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.042375   9.3000   0.10284453   0.1028   -3.2376   3.3698   5.1188   12.864   24.057   21.177   19.299   16.734   14.226   10.701   10.126   9.701   1.59781313   0
   0.042375   9.3000   0.11049147   0.1105   -3.1524   3.3791   5.1020   12.651   23.281   20.581   18.753   16.306   13.869   10.505   9.934   9.516   1.66771102   1
   0.042375   9.3000   0.12284452   0.1228   -3.0261   3.3928   5.0768   12.335   22.142   19.703   17.947   15.672   13.340   10.215   9.649   9.241   1.77049422   1
   0.042375   9.3000   0.14284453   0.1428   -2.8660   3.4085   5.0448   11.935   20.812   18.666   16.989   14.909   12.696   9.844   9.283   8.889   1.91490304   1
   0.042375   9.3000   0.16568905   0.1657   -2.7228   3.4213   5.0175   11.577   19.702   17.789   16.175   14.253   12.139   9.510   8.952   8.570   2.05338860   1
   0.042375   9.3000   0.20711133   0.2071   -2.5049   3.4422   4.9798   11.032   18.085   16.485   14.962   13.261   11.298   9.005   8.448   8.088   2.25202560   1
   0.042375   9.3000   0.25260678   0.2526   -2.3216   3.4579   4.9455   10.574   16.966   15.537   14.059   12.494   10.650   8.579   8.019   7.677   2.41636467   1
   0.042375   9.3000   0.25711131   0.2571   -2.3053   3.4593   4.9424   10.533   16.870   15.455   13.980   12.425   10.594   8.542   7.980   7.641   2.43036747   1
   0.042375   9.3000   0.30711132   0.3071   -2.1429   3.4722   4.9088   10.127   16.013   14.703   13.265   11.804   10.062   8.162   7.595   7.274   2.56451964   1
   0.042375   9.3000   0.31451979   0.3145   -2.1176   3.4740   4.9012   10.064   15.889   14.594   13.160   11.712   9.983   8.103   7.534   7.216   2.58162999   1
   0.042375   9.3000   0.35711130   0.3571   -1.9820   3.4839   4.8602   9.725   15.248   14.019   12.607   11.220   9.563   7.786   7.209   6.905   2.66889668   0
   0.042375   9.3000   0.44999999   0.4500   -1.7162   3.5077   4.7901   9.060   14.032   12.892   11.533   10.269   8.749   7.175   6.566   6.298   2.81098008   0
   0.042375   9.3000   0.46560949   0.4656   -1.6687   3.5124   4.7763   8.942   13.828   12.695   11.344   10.101   8.606   7.068   6.451   6.189   2.83006740   1
   0.042375   9.3000   0.50000000   0.5000   -1.5701   3.5224   4.7487   8.695   13.419   12.292   10.955   9.754   8.312   6.847   6.212   5.963   2.86847806   1
   0.042375   9.3000   0.55000001   0.5500   -1.4209   3.5387   4.7059   8.322   12.833   11.691   10.390   9.255   7.871   6.513   5.850   5.622   2.91663504   1
