#   Isochrone  Z = 0.04237   Y = 0.32598   [M/H] = 0.511   eta_R = 0.200   Age =    1.2590e+10 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.042375   10.1000   0.10284453   0.1028   -3.2361   3.3701   5.1187   12.860   24.032   21.158   19.282   16.722   14.217   10.698   10.123   9.698   1.59781313   1
   0.042375   10.1000   0.11544427   0.1154   -3.0980   3.3852   5.0912   12.515   22.778   20.194   18.399   16.028   13.638   10.380   9.812   9.398   1.71031034   1
   0.042375   10.1000   0.12284452   0.1228   -3.0238   3.3933   5.0763   12.330   22.110   19.679   17.925   15.655   13.327   10.210   9.644   9.237   1.77049422   1
   0.042375   10.1000   0.14284453   0.1428   -2.8629   3.4090   5.0438   11.927   20.774   18.637   16.963   14.889   12.681   9.837   9.276   8.882   1.91490304   1
   0.042375   10.1000   0.16568905   0.1657   -2.7174   3.4219   5.0144   11.563   19.650   17.751   16.140   14.225   12.116   9.498   8.940   8.559   2.05338860   1
   0.042375   10.1000   0.20711133   0.2071   -2.4909   3.4431   4.9694   10.997   17.999   16.416   14.899   13.207   11.252   8.972   8.415   8.055   2.25202560   1
   0.042375   10.1000   0.25711131   0.2571   -2.2806   3.4597   4.9196   10.472   16.770   15.372   13.902   12.354   10.528   8.481   7.920   7.581   2.43036747   1
   0.042375   10.1000   0.30711132   0.3071   -2.1116   3.4724   4.8785   10.049   15.904   14.612   13.179   11.722   9.983   8.085   7.517   7.196   2.56451964   1
   0.042375   10.1000   0.35711130   0.3571   -1.9639   3.4839   4.8423   9.680   15.190   13.969   12.561   11.175   9.519   7.740   7.164   6.859   2.66889668   1
   0.042375   10.1000   0.44999999   0.4500   -1.6970   3.5083   4.7734   9.013   13.968   12.834   11.479   10.218   8.700   7.129   6.517   6.250   2.81098008   1
   0.042375   10.1000   0.48780650   0.4878   -1.5824   3.5202   4.7413   8.726   13.480   12.356   11.016   9.805   8.354   6.873   6.240   5.989   2.85539198   1
   0.042375   10.1000   0.50000000   0.5000   -1.5472   3.5238   4.7314   8.638   13.340   12.215   10.884   9.689   8.250   6.793   6.154   5.908   2.86847806   1
   0.042375   10.1000   0.55000001   0.5500   -1.3780   3.5408   4.6713   8.215   12.703   11.560   10.266   9.139   7.759   6.410   5.741   5.516   2.91663504   1
   0.042375   10.1000   0.60000002   0.5999   -1.2117   3.5641   4.6363   7.799   12.072   10.829   9.538   8.501   7.252   6.056   5.356   5.162   2.95739889   1
   0.042375   10.1000   0.61946231   0.6194   -1.1419   3.5759   4.6275   7.625   11.801   10.493   9.193   8.198   7.036   5.915   5.206   5.027   2.97163248   1
   0.042375   10.1000   0.64999998   0.6499   -1.0364   3.5938   4.6143   7.361   11.391   9.988   8.681   7.739   6.719   5.700   4.993   4.836   2.99236870   1
   0.042375   10.1000   0.66055357   0.6605   -0.9984   3.6004   4.6099   7.266   11.238   9.805   8.500   7.575   6.607   5.623   4.921   4.772   2.99910522   1
   0.042375   10.1000   0.69999999   0.6999   -0.8614   3.6245   4.5943   6.924   10.653   9.156   7.878   7.008   6.228   5.346   4.663   4.545   3.02253795   1
   0.042375   10.1000   0.70191151   0.7018   -0.8542   3.6259   4.5940   6.906   10.618   9.121   7.845   6.978   6.208   5.332   4.651   4.534   3.02360868   1
   0.042375   10.1000   0.74056900   0.7404   -0.7115   3.6537   4.5856   6.549   9.781   8.407   7.207   6.409   5.826   5.058   4.441   4.347   3.04410911   1
   0.042375   10.1000   0.75000000   0.7498   -0.6773   3.6602   4.5829   6.463   9.553   8.236   7.063   6.285   5.735   4.992   4.396   4.305   3.04879928   1
   0.042375   10.1000   0.75164258   0.7515   -0.6720   3.6609   4.5814   6.450   9.524   8.214   7.044   6.269   5.722   4.981   4.387   4.297   3.04960442   1
   0.042375   10.1000   0.77450544   0.7743   -0.5982   3.6706   4.5596   6.265   9.119   7.904   6.778   6.040   5.531   4.826   4.264   4.179   3.06046796   1
   0.042375   10.1000   0.79476649   0.7946   -0.5326   3.6792   4.5395   6.102   8.760   7.634   6.549   5.846   5.364   4.688   4.154   4.073   3.06958866   1
   0.042375   10.1000   0.80000001   0.7998   -0.5156   3.6814   4.5341   6.059   8.669   7.566   6.491   5.796   5.321   4.653   4.125   4.045   3.07187057   1
   0.042375   10.1000   0.81233418   0.8121   -0.4745   3.6865   4.5203   5.956   8.455   7.404   6.353   5.679   5.217   4.567   4.055   3.978   3.07712984   1
   0.042375   10.1000   0.82968688   0.8294   -0.4165   3.6936   4.4997   5.811   8.158   7.181   6.162   5.516   5.070   4.445   3.954   3.880   3.08425760   1
   0.042375   10.1000   0.84540367   0.8451   -0.3637   3.6998   4.4798   5.679   7.896   6.984   5.992   5.371   4.938   4.333   3.861   3.790   3.09045482   1
   0.042375   10.1000   0.85000002   0.8497   -0.3481   3.7015   4.4736   5.640   7.821   6.927   5.943   5.329   4.900   4.300   3.833   3.763   3.09222293   1
