#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    2.8184e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   7.4500   0.09000000   0.0900   -2.3587   3.4089   4.3386   10.667   18.975   17.049   15.445   13.401   11.206   8.614   8.046   7.648   1.46765435   0
   0.013400   7.4500   0.09915464   0.0992   -2.2939   3.4160   4.3443   10.505   18.500   16.645   15.049   13.082   10.942   8.467   7.895   7.505   1.56210089   0
   0.013400   7.4500   0.10000000   0.1000   -2.2882   3.4167   4.3449   10.490   18.457   16.609   15.013   13.053   10.919   8.454   7.882   7.493   1.57040203   0
   0.013400   7.4500   0.10490557   0.1049   -2.2572   3.4201   4.3484   10.413   18.230   16.415   14.823   12.900   10.793   8.384   7.810   7.424   1.61717892   0
   0.013400   7.4500   0.12000000   0.1200   -2.1663   3.4300   4.3555   10.186   17.564   15.851   14.270   12.453   10.425   8.178   7.601   7.224   1.74782515   0
   0.013400   7.4500   0.13855517   0.1386   -2.0697   3.4408   4.3644   9.944   16.908   15.282   13.727   12.010   10.056   7.957   7.376   7.011   1.88599801   0
   0.013400   7.4500   0.14000000   0.1400   -2.0628   3.4415   4.3650   9.927   16.861   15.241   13.689   11.979   10.030   7.941   7.360   6.996   1.89584959   0
   0.013400   7.4500   0.16000000   0.1600   -1.9743   3.4514   4.3741   9.706   16.278   14.730   13.198   11.576   9.700   7.740   7.155   6.803   2.02115250   0
   0.013400   7.4500   0.17562981   0.1756   -1.9145   3.4579   4.3807   9.556   15.906   14.398   12.873   11.308   9.484   7.605   7.016   6.673   2.10645962   0
   0.013400   7.4500   0.21138979   0.2114   -1.7947   3.4705   4.3917   9.257   15.212   13.774   12.268   10.804   9.074   7.332   6.737   6.410   2.26953626   0
   0.013400   7.4500   0.22909911   0.2291   -1.7427   3.4758   4.3959   9.127   14.929   13.516   12.017   10.591   8.902   7.213   6.615   6.296   2.33710408   0
   0.013400   7.4500   0.23924109   0.2392   -1.7154   3.4787   4.3991   9.059   14.778   13.377   11.883   10.477   8.812   7.151   6.552   6.236   2.37262344   0
