#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    7.0795e+07 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   7.8500   0.09000000   0.0900   -2.6377   3.4094   4.6194   11.364   20.151   17.930   16.239   14.127   11.898   9.302   8.726   8.355   1.46765435   0
   0.013400   7.8500   0.09032756   0.0903   -2.6352   3.4097   4.6198   11.358   20.129   17.912   16.222   14.113   11.887   9.297   8.721   8.349   1.47118723   0
   0.013400   7.8500   0.09843440   0.0984   -2.5708   3.4178   4.6250   11.197   19.567   17.457   15.782   13.768   11.609   9.155   8.575   8.209   1.55497539   0
   0.013400   7.8500   0.10000000   0.1000   -2.5583   3.4194   4.6258   11.166   19.456   17.367   15.696   13.700   11.554   9.127   8.546   8.182   1.57040203   0
   0.013400   7.8500   0.10906275   0.1091   -2.4977   3.4268   4.6326   11.014   18.940   16.947   15.290   13.380   11.295   8.993   8.409   8.049   1.65504730   0
   0.013400   7.8500   0.12000000   0.1200   -2.4280   3.4356   4.6396   10.840   18.373   16.479   14.843   13.025   11.008   8.837   8.251   7.898   1.74782515   0
   0.013400   7.8500   0.13354018   0.1335   -2.3563   3.4437   4.6469   10.661   17.861   16.044   14.430   12.691   10.733   8.675   8.086   7.740   1.85085082   0
   0.013400   7.8500   0.14000000   0.1400   -2.3240   3.4473   4.6494   10.580   17.636   15.852   14.248   12.543   10.612   8.602   8.012   7.669   1.89584959   0
   0.013400   7.8500   0.16000000   0.1600   -2.2330   3.4579   4.6588   10.352   16.996   15.305   13.719   12.115   10.272   8.399   7.804   7.472   2.02115250   0
   0.013400   7.8500   0.16791719   0.1679   -2.2008   3.4614   4.6616   10.272   16.787   15.124   13.544   11.972   10.158   8.327   7.730   7.402   2.06563139   0
   0.013400   7.8500   0.20000000   0.2000   -2.0831   3.4741   4.6706   9.978   16.064   14.490   12.935   11.467   9.755   8.060   7.459   7.145   2.22178221   0
   0.013400   7.8500   0.25000000   0.2500   -1.9362   3.4891   4.6803   9.610   15.236   13.746   12.207   10.851   9.276   7.731   7.123   6.826   2.40809011   0
   0.013400   7.8500   0.25896716   0.2590   -1.9134   3.4912   4.6815   9.553   15.119   13.640   12.104   10.762   9.205   7.679   7.070   6.776   2.43603039   0
   0.013400   7.8500   0.30000001   0.3000   -1.8179   3.5002   4.6859   9.315   14.647   13.210   11.693   10.408   8.916   7.461   6.846   6.563   2.54750419   0
   0.013400   7.8500   0.34999999   0.3500   -1.7120   3.5099   4.6857   9.050   14.155   12.754   11.261   10.030   8.603   7.218   6.597   6.325   2.65552020   0
   0.013400   7.8500   0.40000001   0.4000   -1.6087   3.5195   4.6789   8.792   13.695   12.322   10.848   9.665   8.304   6.982   6.354   6.093   2.74133730   0
   0.013400   7.8500   0.44685423   0.4469   -1.5133   3.5293   4.6705   8.553   13.275   11.921   10.463   9.324   8.030   6.768   6.132   5.881   2.80699492   0
   0.013400   7.8500   0.44999999   0.4500   -1.5074   3.5298   4.6699   8.538   13.250   11.896   10.439   9.303   8.013   6.755   6.118   5.868   2.81098008   0
   0.013400   7.8500   0.46109998   0.4611   -1.4767   3.5331   4.6629   8.462   13.119   11.770   10.319   9.195   7.927   6.686   6.047   5.800   2.82466722   0
   0.013400   7.8500   0.50000000   0.5000   -1.3901   3.5421   4.6475   8.245   12.760   11.418   9.983   8.894   7.683   6.492   5.846   5.608   2.86847806   0
   0.013400   7.8500   0.50057834   0.5006   -1.3889   3.5423   4.6474   8.242   12.754   11.413   9.978   8.890   7.680   6.490   5.843   5.606   2.86908507   0
   0.013400   7.8500   0.52763605   0.5276   -1.3229   3.5509   4.6387   8.077   12.468   11.127   9.703   8.645   7.492   6.347   5.694   5.465   2.89612699   0
   0.013400   7.8500   0.55000001   0.5500   -1.2545   3.5602   4.6255   7.906   12.178   10.832   9.418   8.388   7.300   6.202   5.541   5.321   2.91663504   0
   0.013400   7.8500   0.56632692   0.5663   -1.2003   3.5687   4.6182   7.771   11.940   10.588   9.181   8.174   7.148   6.090   5.423   5.213   2.93066883   0
   0.013400   7.8500   0.60000002   0.6000   -1.0755   3.5899   4.6033   7.459   11.393   10.022   8.645   7.690   6.806   5.835   5.150   4.970   2.95739889   0
   0.013400   7.8500   0.61485845   0.6149   -1.0118   3.6028   4.6017   7.299   11.103   9.716   8.371   7.445   6.634   5.706   5.013   4.855   2.96833992   0
   0.013400   7.8500   0.63913178   0.6391   -0.9089   3.6250   4.6045   7.042   10.593   9.194   7.923   7.053   6.358   5.499   4.812   4.688   2.98520613   0
   0.013400   7.8500   0.64999998   0.6500   -0.8640   3.6352   4.6075   6.930   10.328   8.947   7.721   6.881   6.240   5.412   4.735   4.626   2.99236870   0
   0.013400   7.8500   0.65605068   0.6561   -0.8399   3.6409   4.6103   6.870   10.169   8.810   7.610   6.789   6.177   5.366   4.696   4.595   2.99625659   0
   0.013400   7.8500   0.69403434   0.6940   -0.7325   3.6671   4.6322   6.601   9.316   8.191   7.120   6.400   5.892   5.173   4.575   4.493   3.01916003   0
   0.013400   7.8500   0.69999999   0.7000   -0.7231   3.6694   4.6359   6.578   9.239   8.138   7.078   6.368   5.867   5.156   4.565   4.485   3.02253795   0
   0.013400   7.8500   0.71093255   0.7109   -0.7164   3.6730   4.6502   6.561   9.141   8.079   7.035   6.340   5.848   5.151   4.572   4.494   3.02858591   0
   0.013400   7.8500   0.72600150   0.7260   -0.7119   3.6752   4.6636   6.550   9.080   8.041   7.008   6.322   5.835   5.146   4.576   4.498   3.03663230   0
   0.013400   7.8500   0.74919099   0.7492   -0.6746   3.6825   4.6692   6.457   8.823   7.863   6.864   6.207   5.739   5.076   4.530   4.456   3.04840136   0
   0.013400   7.8500   0.75000000   0.7500   -0.6722   3.6829   4.6687   6.451   8.810   7.853   6.855   6.200   5.733   5.071   4.526   4.452   3.04879928   0
   0.013400   7.8500   0.75251561   0.7525   -0.6654   3.6839   4.6675   6.434   8.772   7.825   6.832   6.181   5.716   5.058   4.516   4.442   3.05003095   0
   0.013400   7.8500   0.80000001   0.8000   -0.5395   3.7029   4.6443   6.119   8.064   7.315   6.405   5.826   5.401   4.807   4.322   4.257   3.07187057   0
   0.013400   7.8500   0.81845862   0.8185   -0.5031   3.7085   4.6400   6.028   7.867   7.174   6.286   5.726   5.312   4.736   4.267   4.204   3.07968092   0
   0.013400   7.8500   0.83650100   0.8365   -0.4640   3.7143   4.6337   5.930   7.660   7.025   6.160   5.620   5.217   4.660   4.207   4.146   3.08697391   0
   0.013400   7.8500   0.85000002   0.8500   -0.4320   3.7191   4.6278   5.850   7.490   6.903   6.059   5.534   5.140   4.597   4.158   4.099   3.09222293   0
   0.013400   7.8500   0.89999998   0.9000   -0.3170   3.7357   4.6041   5.562   6.919   6.490   5.710   5.233   4.865   4.374   3.979   3.927   3.11026096   0
   0.013400   7.8500   0.93188202   0.9319   -0.2474   3.7447   4.5857   5.388   6.600   6.251   5.508   5.055   4.702   4.238   3.866   3.817   3.12072849   1
   0.013400   7.8500   0.94999999   0.9500   -0.2088   3.7500   4.5766   5.292   6.421   6.118   5.396   4.957   4.613   4.164   3.805   3.757   3.12635612   1
   0.013400   7.8500   0.96987587   0.9699   -0.1651   3.7556   4.5641   5.183   6.238   5.975   5.274   4.848   4.511   4.078   3.731   3.685   3.13228226   1
   0.013400   7.8500   1.00000000   1.0000   -0.1038   3.7635   4.5479   5.029   5.981   5.774   5.103   4.695   4.370   3.959   3.630   3.587   3.14080405   0
   0.013400   7.8500   1.04999995   1.0500   -0.0072   3.7751   4.5189   4.788   5.592   5.461   4.840   4.460   4.153   3.774   3.470   3.433   3.15380883   0
   0.013400   7.8500   1.10000002   1.1000   0.0878   3.7857   4.4866   4.551   5.212   5.159   4.589   4.240   3.951   3.597   3.312   3.281   3.16554141   0
   0.013400   7.8500   1.12902331   1.1290   0.1538   3.7934   4.4626   4.385   4.949   4.949   4.418   4.092   3.815   3.477   3.203   3.178   3.17183852   1
   0.013400   7.8500   1.14999998   1.1500   0.1914   3.7976   4.4497   4.291   4.810   4.832   4.320   4.005   3.735   3.406   3.140   3.117   3.17617631   1
   0.013400   7.8500   1.20000005   1.2000   0.2814   3.8075   4.4177   4.067   4.511   4.559   4.087   3.793   3.537   3.232   2.985   2.965   3.18585706   1
   0.013400   7.8500   1.25000000   1.2500   0.3668   3.8172   4.3890   3.853   4.244   4.303   3.866   3.590   3.350   3.068   2.842   2.824   3.19470429   1
   0.013400   7.8500   1.34349096   1.3435   0.5145   3.8347   4.3426   3.484   3.802   3.863   3.485   3.243   3.032   2.790   2.599   2.584   3.20930171   1
   0.013400   7.8500   1.39349079   1.3935   0.5877   3.8448   4.3254   3.301   3.589   3.644   3.296   3.074   2.880   2.661   2.488   2.475   3.21620202   1
   0.013400   7.8500   1.44349098   1.4435   0.6557   3.8562   4.3187   3.131   3.391   3.436   3.121   2.921   2.747   2.553   2.403   2.391   3.22256231   1
   0.013400   7.8500   1.49349093   1.4935   0.7214   3.8694   4.3203   2.966   3.203   3.232   2.951   2.777   2.627   2.461   2.335   2.324   3.22844124   1
   0.013400   7.8500   1.54349089   1.5435   0.7837   3.8832   4.3275   2.811   3.028   3.040   2.793   2.646   2.520   2.383   2.282   2.272   3.23388982   1
   0.013400   7.8500   1.59349096   1.5935   0.8447   3.8966   4.3341   2.658   2.860   2.854   2.641   2.521   2.419   2.308   2.229   2.221   3.23895168   1
