#   Isochrone  Z = 0.00424   Y = 0.25643   [M/H] = -0.558   eta_R = 0.200   Age =    4.4669e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.004237   9.6500   0.09000000   0.0900   -3.3147   3.4105   5.3009   13.057   22.816   19.944   17.889   15.466   13.130   10.925   10.500   10.274   1.46765435   1
   0.004237   9.6500   0.10000000   0.1000   -3.1047   3.4400   5.2548   12.532   20.733   18.329   16.409   14.419   12.352   10.491   10.011   9.759   1.57040203   1
   0.004237   9.6500   0.12000000   0.1200   -2.8345   3.4727   5.1946   11.856   18.582   16.583   14.793   13.202   11.457   9.911   9.387   9.124   1.74782515   1
   0.004237   9.6500   0.14000000   0.1400   -2.6492   3.4920   5.1533   11.393   17.342   15.562   13.835   12.435   10.898   9.505   8.963   8.702   1.89584959   1
   0.004237   9.6500   0.16000000   0.1600   -2.5070   3.5051   5.1214   11.038   16.526   14.877   13.199   11.899   10.494   9.188   8.637   8.379   2.02115250   1
   0.004237   9.6500   0.20000000   0.2000   -2.2900   3.5228   5.0724   10.495   15.436   13.940   12.328   11.137   9.900   8.698   8.135   7.885   2.22178221   1
   0.004237   9.6500   0.25000000   0.2500   -2.0881   3.5366   5.0223   9.990   14.576   13.174   11.622   10.496   9.366   8.231   7.659   7.417   2.40809011   1
   0.004237   9.6500   0.30000001   0.3000   -1.9272   3.5460   4.9784   9.588   13.958   12.611   11.098   10.010   8.948   7.855   7.277   7.041   2.54750419   1
   0.004237   9.6500   0.34999999   0.3500   -1.7766   3.5539   4.9262   9.211   13.417   12.110   10.629   9.570   8.562   7.501   6.916   6.685   2.65552020   1
   0.004237   9.6500   0.40000001   0.4000   -1.6247   3.5654   4.8785   8.832   12.820   11.562   10.122   9.101   8.171   7.156   6.561   6.338   2.74133730   1
   0.004237   9.6500   0.44999999   0.4500   -1.4586   3.5797   4.8205   8.417   12.165   10.958   9.568   8.590   7.745   6.782   6.175   5.963   2.81098008   1
   0.004237   9.6500   0.50000000   0.5000   -1.2804   3.5992   4.7662   7.971   11.411   10.274   8.959   8.040   7.291   6.390   5.765   5.578   2.86847806   1
   0.004237   9.6500   0.55000001   0.5500   -1.0897   3.6258   4.7232   7.494   10.532   9.481   8.292   7.457   6.810   5.978   5.330   5.190   2.91663504   1
   0.004237   9.6500   0.58986151   0.5898   -0.9434   3.6497   4.7027   7.128   9.740   8.805   7.747   7.003   6.442   5.673   5.043   4.937   2.94964457   1
   0.004237   9.6500   0.60000002   0.6000   -0.9076   3.6555   4.6976   7.039   9.525   8.639   7.613   6.894   6.351   5.601   4.983   4.883   2.95739889   1
   0.004237   9.6500   0.64999998   0.6499   -0.7320   3.6859   4.6785   6.600   8.452   7.853   6.970   6.374   5.910   5.260   4.721   4.643   2.99236870   1
   0.004237   9.6500   0.68215752   0.6821   -0.6249   3.7037   4.6634   6.332   7.852   7.425   6.611   6.076   5.646   5.056   4.571   4.501   3.01226425   1
   0.004237   9.6500   0.69999999   0.6999   -0.5671   3.7132   4.6549   6.188   7.546   7.204   6.426   5.921   5.507   4.947   4.489   4.423   3.02253795   1
   0.004237   9.6500   0.72584218   0.7258   -0.4851   3.7265   4.6417   5.983   7.137   6.905   6.175   5.705   5.314   4.794   4.372   4.311   3.03654885   1
   0.004237   9.6500   0.75000000   0.7499   -0.4100   3.7384   4.6287   5.795   6.783   6.641   5.953   5.512   5.140   4.655   4.263   4.207   3.04879928   1
   0.004237   9.6500   0.75137323   0.7513   -0.4057   3.7390   4.6276   5.784   6.764   6.626   5.941   5.502   5.130   4.647   4.257   4.201   3.04947257   1
   0.004237   9.6500   0.78181994   0.7817   -0.3133   3.7517   4.6033   5.553   6.379   6.322   5.683   5.271   4.918   4.471   4.109   4.058   3.06381345   1
   0.004237   9.6500   0.80000001   0.7999   -0.2587   3.7590   4.5879   5.417   6.162   6.146   5.533   5.136   4.794   4.367   4.020   3.973   3.07187057   1
   0.004237   9.6500   0.81335860   0.8132   -0.2189   3.7638   4.5744   5.317   6.015   6.022   5.427   5.039   4.704   4.289   3.952   3.907   3.07755923   1
   0.004237   9.6500   0.84224987   0.8421   -0.1332   3.7737   4.5433   5.103   5.707   5.760   5.200   4.831   4.511   4.121   3.804   3.763   3.08923030   1
