#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    7.9434e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.9000   0.09000000   0.0900   -3.3549   3.3719   5.1866   13.157   25.156   21.630   19.611   16.830   14.201   10.982   10.398   10.102   1.46765435   0
   0.013400   8.9000   0.09646573   0.0965   -3.2578   3.3868   5.1795   12.914   24.028   20.787   18.825   16.246   13.747   10.777   10.189   9.889   1.53524470   0
   0.013400   8.9000   0.10000000   0.1000   -3.2060   3.3948   5.1752   12.785   23.426   20.337   18.406   15.934   13.506   10.668   10.078   9.776   1.57040203   0
   0.013400   8.9000   0.10005317   0.1001   -3.2053   3.3949   5.1752   12.783   23.419   20.332   18.401   15.930   13.503   10.667   10.076   9.774   1.57092190   0
   0.013400   8.9000   0.12000000   0.1200   -2.9503   3.4292   5.1363   12.146   20.720   18.303   16.507   14.502   12.381   10.117   9.517   9.205   1.74782515   0
   0.013400   8.9000   0.13838442   0.1384   -2.7927   3.4465   5.1099   11.752   19.457   17.293   15.572   13.763   11.781   9.764   9.160   8.851   1.88482583   0
   0.013400   8.9000   0.14000000   0.1400   -2.7791   3.4480   5.1071   11.718   19.352   17.208   15.494   13.701   11.731   9.734   9.130   8.820   1.89584959   0
   0.013400   8.9000   0.16000000   0.1600   -2.6383   3.4614   5.0782   11.366   18.351   16.399   14.727   13.084   11.239   9.416   8.809   8.503   2.02115250   0
   0.013400   8.9000   0.17593323   0.1759   -2.5472   3.4694   5.0601   11.138   17.780   15.925   14.279   12.716   10.940   9.208   8.599   8.298   2.10801888   1
   0.013400   8.9000   0.20000000   0.2000   -2.4233   3.4801   5.0349   10.828   17.037   15.298   13.685   12.222   10.544   8.924   8.314   8.019   2.22178221   1
   0.013400   8.9000   0.25000000   0.2500   -2.2223   3.4963   4.9954   10.326   15.964   14.374   12.797   11.462   9.936   8.463   7.849   7.567   2.40809011   1
   0.013400   8.9000   0.30000001   0.3000   -2.0689   3.5069   4.9637   9.942   15.262   13.749   12.204   10.940   9.497   8.104   7.488   7.215   2.54750419   1
   0.013400   8.9000   0.30787492   0.3079   -2.0414   3.5084   4.9532   9.873   15.149   13.648   12.108   10.853   9.421   8.038   7.422   7.151   2.56631160   1
   0.013400   8.9000   0.34999999   0.3500   -1.9178   3.5170   4.9199   9.564   14.612   13.163   11.648   10.442   9.075   7.751   7.129   6.867   2.65552020   0
   0.013400   8.9000   0.40000001   0.4000   -1.7678   3.5278   4.8710   9.190   13.990   12.591   11.104   9.952   8.661   7.402   6.774   6.522   2.74133730   0
   0.013400   8.9000   0.44999999   0.4500   -1.6156   3.5403   4.8198   8.809   13.373   12.008   10.552   9.452   8.243   7.052   6.416   6.176   2.81098008   0
   0.013400   8.9000   0.50000000   0.5000   -1.4576   3.5551   4.7671   8.414   12.755   11.404   9.974   8.925   7.812   6.696   6.048   5.822   2.86847806   0
   0.013400   8.9000   0.55000001   0.5500   -1.2948   3.5746   4.7236   8.007   12.100   10.747   9.341   8.347   7.369   6.342   5.681   5.476   2.91663504   0
