#   Isochrone  Z = 0.00042   Y = 0.24900   [M/H] = -1.564   eta_R = 0.200   Age =    8.9127e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000424   8.9500   0.09000000   0.0900   -3.1472   3.4821   5.4200   12.638   19.791   17.138   15.146   13.502   11.965   10.690   10.376   10.272   1.46765435   0
   0.000424   8.9500   0.09213683   0.0921   -3.0952   3.4895   5.4076   12.508   19.299   16.808   14.836   13.286   11.832   10.587   10.239   10.128   1.49048579   0
   0.000424   8.9500   0.09818187   0.0982   -2.9355   3.5125   5.3676   12.109   17.929   15.866   13.997   12.657   11.428   10.265   9.836   9.704   1.55246544   0
   0.000424   8.9500   0.09925553   0.0993   -2.9080   3.5167   5.3614   12.040   17.696   15.705   13.859   12.551   11.359   10.211   9.770   9.633   1.56309509   0
   0.000424   8.9500   0.10000000   0.1000   -2.8867   3.5197   5.3556   11.987   17.519   15.582   13.755   12.469   11.306   10.168   9.718   9.578   1.57040203   0
   0.000424   8.9500   0.11697889   0.1170   -2.6414   3.5464   5.2853   11.373   15.971   14.419   12.783   11.646   10.688   9.642   9.134   8.974   1.72311938   1
   0.000424   8.9500   0.12000000   0.1200   -2.6012   3.5508   5.2736   11.273   15.731   14.236   12.632   11.516   10.587   9.556   9.040   8.878   1.74782515   1
   0.000424   8.9500   0.14000000   0.1400   -2.4224   3.5659   5.2223   10.826   14.825   13.515   12.023   10.977   10.139   9.158   8.622   8.449   1.89584959   1
   0.000424   8.9500   0.16000000   0.1600   -2.2871   3.5760   5.1852   10.488   14.209   13.009   11.588   10.587   9.799   8.851   8.304   8.125   2.02115250   1
   0.000424   8.9500   0.20000000   0.2000   -2.0833   3.5893   5.1315   9.978   13.351   12.290   10.960   10.022   9.288   8.382   7.825   7.640   2.22178221   1
   0.000424   8.9500   0.24379711   0.2438   -1.9138   3.5995   5.0886   9.554   12.687   11.719   10.453   9.562   8.862   7.987   7.427   7.241   2.38790703   1
   0.000424   8.9500   0.25000000   0.2500   -1.8922   3.6008   5.0832   9.501   12.604   11.647   10.389   9.504   8.808   7.937   7.376   7.191   2.40809011   1
   0.000424   8.9500   0.30000001   0.3000   -1.7395   3.6095   5.0447   9.119   12.029   11.146   9.941   9.093   8.424   7.579   7.017   6.836   2.54750419   1
   0.000424   8.9500   0.33266929   0.3327   -1.6469   3.6143   5.0161   8.887   11.698   10.852   9.674   8.847   8.192   7.361   6.798   6.620   2.62101054   1
   0.000424   8.9500   0.34999999   0.3500   -1.6078   3.6169   5.0094   8.790   11.548   10.721   9.558   8.742   8.093   7.270   6.708   6.532   2.65552020   0
   0.000424   8.9500   0.38628706   0.3863   -1.4938   3.6239   4.9663   8.504   11.123   10.349   9.223   8.437   7.808   7.004   6.441   6.272   2.71958637   1
   0.000424   8.9500   0.40000001   0.4000   -1.4561   3.6265   4.9540   8.410   10.978   10.223   9.111   8.336   7.714   6.917   6.353   6.188   2.74133730   1
   0.000424   8.9500   0.44999999   0.4500   -1.2990   3.6424   4.9119   8.018   10.287   9.645   8.613   7.901   7.321   6.567   6.011   5.865   2.81098008   1
   0.000424   8.9500   0.46652675   0.4665   -1.2400   3.6497   4.8977   7.870   10.007   9.416   8.420   7.735   7.173   6.440   5.891   5.753   2.83115482   1
   0.000424   8.9500   0.50000000   0.5000   -1.1264   3.6637   4.8703   7.586   9.468   8.986   8.054   7.420   6.892   6.197   5.668   5.544   2.86847806   1
   0.000424   8.9500   0.55000001   0.5500   -0.9528   3.6856   4.8257   7.152   8.642   8.345   7.506   6.947   6.466   5.836   5.349   5.243   2.91663504   1
   0.000424   8.9500   0.60000002   0.6000   -0.7848   3.7076   4.7833   6.732   7.875   7.756   7.001   6.502   6.062   5.497   5.058   4.967   2.95739889   1
   0.000424   8.9500   0.62908930   0.6291   -0.6885   3.7210   4.7613   6.491   7.453   7.426   6.721   6.254   5.836   5.310   4.898   4.816   2.97837496   1
   0.000424   8.9500   0.64999998   0.6500   -0.6225   3.7306   4.7478   6.326   7.172   7.203   6.534   6.088   5.686   5.184   4.792   4.716   2.99236870   1
   0.000424   8.9500   0.67026067   0.6702   -0.5586   3.7401   4.7352   6.167   6.909   6.990   6.356   5.929   5.542   5.064   4.689   4.619   3.00511956   1
   0.000424   8.9500   0.69999999   0.7000   -0.4685   3.7537   4.7184   5.941   6.556   6.697   6.111   5.710   5.344   4.900   4.547   4.486   3.02253795   1
   0.000424   8.9500   0.75000000   0.7500   -0.3240   3.7753   4.6902   5.580   6.029   6.242   5.728   5.368   5.035   4.640   4.322   4.275   3.04879928   1
   0.000424   8.9500   0.79196757   0.7919   -0.2105   3.7894   4.6568   5.296   5.654   5.900   5.440   5.113   4.804   4.435   4.130   4.099   3.06835556   1
   0.000424   8.9500   0.80000001   0.8000   -0.1894   3.7920   4.6504   5.244   5.587   5.837   5.386   5.065   4.761   4.397   4.095   4.066   3.07187057   1
   0.000424   8.9500   0.85000002   0.8500   -0.0617   3.8075   4.6113   4.924   5.203   5.462   5.060   4.770   4.491   4.159   3.881   3.863   3.09222293   1
   0.000424   8.9500   0.85336757   0.8533   -0.0534   3.8086   4.6087   4.903   5.178   5.438   5.039   4.750   4.473   4.143   3.867   3.849   3.09350586   1
   0.000424   8.9500   0.89999998   0.8999   0.0593   3.8225   4.5748   4.622   4.864   5.111   4.748   4.483   4.228   3.931   3.682   3.668   3.11026096   1
   0.000424   8.9500   0.92657495   0.9265   0.1206   3.8305   4.5581   4.468   4.696   4.933   4.589   4.339   4.096   3.818   3.585   3.574   3.11903715   1
   0.000424   8.9500   0.94999999   0.9499   0.1735   3.8374   4.5437   4.336   4.556   4.779   4.451   4.213   3.983   3.720   3.502   3.491   3.12635612   1
   0.000424   8.9500   0.95041144   0.9503   0.1744   3.8375   4.5435   4.334   4.553   4.776   4.449   4.211   3.981   3.718   3.501   3.490   3.12648153   1
   0.000424   8.9500   1.00000000   0.9999   0.2816   3.8528   4.5195   4.066   4.272   4.461   4.168   3.959   3.754   3.527   3.341   3.333   3.14080405   1
   0.000424   8.9500   1.01824260   1.0181   0.3196   3.8590   4.5140   3.971   4.173   4.348   4.068   3.870   3.676   3.463   3.290   3.283   3.14570880   1
   0.000424   8.9500   1.04999995   1.0499   0.3847   3.8696   4.5048   3.808   4.007   4.155   3.896   3.718   3.544   3.355   3.204   3.198   3.15380883   1
