#   Isochrone  Z = 0.04237   Y = 0.32598   [M/H] = 0.511   eta_R = 0.200   Age =    1.0000e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.042375   9.0000   0.10284453   0.1028   -3.2260   3.3703   5.1092   12.835   23.974   21.117   19.247   16.692   14.190   10.673   10.099   9.673   1.59781313   0
   0.042375   9.0000   0.12284452   0.1228   -3.0241   3.3928   5.0748   12.330   22.131   19.695   17.940   15.666   13.334   10.210   9.644   9.236   1.77049422   0
   0.042375   9.0000   0.14284453   0.1428   -2.8611   3.4085   5.0398   11.923   20.791   18.651   16.976   14.897   12.685   9.832   9.271   8.876   1.91490304   0
   0.042375   9.0000   0.15962587   0.1596   -2.7588   3.4181   5.0241   11.667   19.982   18.011   16.382   14.419   12.280   9.594   9.035   8.650   2.01898146   0
   0.042375   9.0000   0.16568905   0.1657   -2.7228   3.4213   5.0173   11.577   19.705   17.792   16.177   14.254   12.140   9.510   8.952   8.570   2.05338860   0
   0.042375   9.0000   0.18019836   0.1802   -2.6409   3.4291   5.0030   11.372   19.053   17.276   15.698   13.868   11.814   9.321   8.764   8.389   2.12958002   0
   0.042375   9.0000   0.18679462   0.1868   -2.6062   3.4324   4.9973   11.285   18.797   17.069   15.505   13.710   11.680   9.240   8.684   8.312   2.16167450   1
   0.042375   9.0000   0.20711133   0.2071   -2.5055   3.4421   4.9799   11.034   18.091   16.489   14.966   13.265   11.301   9.006   8.449   8.089   2.25202560   1
   0.042375   9.0000   0.25711131   0.2571   -2.3070   3.4592   4.9438   10.537   16.878   15.461   13.986   12.431   10.599   8.546   7.984   7.645   2.43036747   1
   0.042375   9.0000   0.25986129   0.2599   -2.2972   3.4600   4.9418   10.513   16.823   15.414   13.940   12.392   10.565   8.523   7.962   7.623   2.43873692   1
   0.042375   9.0000   0.30711132   0.3071   -2.1467   3.4723   4.9131   10.137   16.022   14.711   13.271   11.811   10.070   8.172   7.605   7.284   2.56451964   0
   0.042375   9.0000   0.35711130   0.3571   -1.9883   3.4846   4.8694   9.741   15.251   14.021   12.608   11.225   9.572   7.803   7.226   6.923   2.66889668   0
   0.042375   9.0000   0.44999999   0.4500   -1.7194   3.5084   4.7960   9.068   14.030   12.889   11.530   10.269   8.753   7.185   6.575   6.308   2.81098008   0
   0.042375   9.0000   0.46629751   0.4663   -1.6697   3.5133   4.7814   8.944   13.817   12.683   11.332   10.092   8.604   7.073   6.455   6.194   2.83088326   0
   0.042375   9.0000   0.50000000   0.5000   -1.5729   3.5229   4.7536   8.702   13.419   12.290   10.954   9.756   8.316   6.856   6.220   5.972   2.86847806   0
   0.042375   9.0000   0.51563406   0.5156   -1.5251   3.5281   4.7399   8.583   13.225   12.096   10.773   9.596   8.174   6.748   6.103   5.862   2.88445234   0
   0.042375   9.0000   0.55000001   0.5500   -1.4250   3.5390   4.7114   8.333   12.839   11.696   10.395   9.261   7.880   6.524   5.861   5.633   2.91663504   0
   0.042375   9.0000   0.60000002   0.6000   -1.2736   3.5594   4.6794   7.954   12.259   11.042   9.753   8.698   7.421   6.198   5.507   5.305   2.95739889   0
   0.042375   9.0000   0.61533916   0.6153   -1.2247   3.5674   4.6734   7.832   12.070   10.810   9.510   8.486   7.268   6.099   5.401   5.209   2.96868587   0
   0.042375   9.0000   0.64999998   0.6500   -1.1183   3.5850   4.6612   7.566   11.658   10.306   8.999   8.032   6.945   5.882   5.176   5.008   2.99236870   0
   0.042375   9.0000   0.66047406   0.6605   -1.0860   3.5906   4.6583   7.485   11.531   10.150   8.839   7.888   6.848   5.817   5.112   4.950   2.99905515   1
   0.042375   9.0000   0.69999999   0.7000   -0.9683   3.6113   4.6486   7.191   11.050   9.586   8.287   7.386   6.508   5.577   4.891   4.753   3.02253795   1
   0.042375   9.0000   0.70741576   0.7074   -0.9439   3.6168   4.6510   7.130   10.933   9.456   8.163   7.275   6.440   5.532   4.848   4.718   3.02666020   1
   0.042375   9.0000   0.75000000   0.7500   -0.8093   3.6478   4.6655   6.793   10.150   8.733   7.510   6.691   6.073   5.284   4.652   4.553   3.04879928   1
   0.042375   9.0000   0.77891409   0.7789   -0.7368   3.6576   4.6487   6.612   9.766   8.424   7.238   6.449   5.885   5.132   4.528   4.436   3.06249189   1
   0.042375   9.0000   0.80000001   0.8000   -0.6856   3.6647   4.6374   6.484   9.482   8.204   7.049   6.285   5.752   5.025   4.444   4.356   3.07187057   1
   0.042375   9.0000   0.85000002   0.8500   -0.5642   3.6822   4.6125   6.181   8.786   7.684   6.610   5.915   5.440   4.776   4.251   4.172   3.09222293   1
   0.042375   9.0000   0.85963148   0.8596   -0.5411   3.6855   4.6075   6.123   8.658   7.588   6.530   5.847   5.382   4.729   4.214   4.136   3.09586477   1
   0.042375   9.0000   0.89999998   0.9000   -0.4465   3.6992   4.5874   5.886   8.134   7.204   6.207   5.577   5.143   4.537   4.064   3.992   3.11026096   1
   0.042375   9.0000   0.94999999   0.9500   -0.3335   3.7149   4.5608   5.604   7.544   6.769   5.840   5.266   4.865   4.310   3.879   3.815   3.12635612   1
   0.042375   9.0000   0.96153969   0.9615   -0.3076   3.7183   4.5539   5.539   7.416   6.674   5.759   5.196   4.801   4.258   3.836   3.774   3.12982726   1
   0.042375   9.0000   1.00000000   1.0000   -0.2240   3.7294   4.5314   5.330   7.010   6.373   5.501   4.974   4.597   4.091   3.697   3.640   3.14080405   1
   0.042375   9.0000   1.00313830   1.0031   -0.2172   3.7302   4.5293   5.313   6.979   6.349   5.480   4.956   4.581   4.077   3.686   3.628   3.14166141   1
   0.042375   9.0000   1.08821416   1.0882   -0.0400   3.7517   4.4733   4.870   6.192   5.746   4.963   4.498   4.157   3.718   3.380   3.330   3.16288066   1
   0.042375   9.0000   1.09288871   1.0928   -0.0306   3.7528   4.4703   4.846   6.153   5.715   4.937   4.474   4.135   3.700   3.364   3.315   3.16394353   1
   0.042375   9.0000   1.14288867   1.1428   0.0684   3.7637   4.4343   4.599   5.753   5.394   4.659   4.224   3.902   3.499   3.188   3.142   3.17472506   1
   0.042375   9.0000   1.18417287   1.1841   0.1475   3.7719   4.4034   4.401   5.449   5.142   4.441   4.027   3.718   3.337   3.044   3.001   3.18288827   1
