#   Isochrone  Z = 0.01340   Y = 0.27222   [M/H] = -0.043   eta_R = 0.200   Age =    8.9127e+08 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.013400   8.9500   0.09000000   0.0900   -3.3694   3.3706   5.1961   13.194   25.287   21.726   19.698   16.896   14.254   11.015   10.431   10.137   1.46765435   0
   0.013400   8.9500   0.10000000   0.1000   -3.2091   3.3946   5.1775   12.793   23.452   20.356   18.423   15.947   13.517   10.675   10.085   9.783   1.57040203   0
   0.013400   8.9500   0.12000000   0.1200   -2.9550   3.4290   5.1401   12.158   20.751   18.327   16.529   14.519   12.396   10.128   9.529   9.217   1.74782515   0
   0.013400   8.9500   0.12872167   0.1287   -2.8777   3.4375   5.1273   11.964   20.118   17.824   16.064   14.153   12.098   9.955   9.353   9.042   1.81559992   0
   0.013400   8.9500   0.14000000   0.1400   -2.7794   3.4480   5.1074   11.719   19.353   17.209   15.495   13.702   11.732   9.735   9.130   8.821   1.89584959   0
   0.013400   8.9500   0.15068948   0.1507   -2.7019   3.4554   5.0915   11.525   18.796   16.760   15.070   13.360   11.459   9.560   8.954   8.646   1.96523976   0
   0.013400   8.9500   0.15847632   0.1585   -2.6490   3.4605   5.0809   11.393   18.421   16.456   14.781   13.128   11.275   9.441   8.834   8.528   2.01226974   1
   0.013400   8.9500   0.16000000   0.1600   -2.6389   3.4615   5.0788   11.367   18.353   16.401   14.729   13.086   11.241   9.418   8.810   8.505   2.02115250   1
   0.013400   8.9500   0.20000000   0.2000   -2.4233   3.4801   5.0349   10.828   17.037   15.298   13.685   12.222   10.544   8.924   8.314   8.019   2.22178221   1
   0.013400   8.9500   0.25000000   0.2500   -2.2222   3.4963   4.9953   10.326   15.964   14.373   12.796   11.461   9.936   8.463   7.849   7.567   2.40809011   1
   0.013400   8.9500   0.30000001   0.3000   -2.0686   3.5069   4.9635   9.942   15.261   13.748   12.203   10.939   9.496   8.103   7.487   7.215   2.54750419   1
   0.013400   8.9500   0.31141344   0.3114   -2.0290   3.5090   4.9483   9.842   15.098   13.603   12.065   10.815   9.387   8.009   7.392   7.122   2.57452989   1
