#   Isochrone  Z = 0.02124   Y = 0.28667   [M/H] = 0.171   eta_R = 0.200   Age =    6.3097e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.021238   9.8000   0.09148076   0.0915   -3.4139   3.3565   5.1911   13.305   25.843   22.292   20.248   17.401   14.697   11.104   10.516   10.163   1.48352957   1
   0.021238   9.8000   0.10296151   0.1030   -3.2326   3.3806   5.1576   12.851   23.934   20.856   18.924   16.387   13.889   10.706   10.119   9.768   1.59892321   1
   0.021238   9.8000   0.12296151   0.1230   -2.9928   3.4101   5.1130   12.252   21.570   19.060   17.260   15.098   12.852   10.174   9.586   9.241   1.77141464   1
   0.021238   9.8000   0.14296152   0.1430   -2.8127   3.4308   5.0809   11.802   19.907   17.782   16.069   14.168   12.096   9.771   9.183   8.844   1.91567707   1
   0.021238   9.8000   0.16592301   0.1659   -2.6563   3.4466   5.0528   11.411   18.742   16.839   15.197   13.460   11.507   9.415   8.825   8.494   2.05468392   1
   0.021238   9.8000   0.20740378   0.2074   -2.4415   3.4650   5.0085   10.874   17.391   15.714   14.133   12.574   10.774   8.921   8.328   8.011   2.25323844   1
   0.021238   9.8000   0.25740379   0.2574   -2.2400   3.4808   4.9637   10.370   16.298   14.773   13.240   11.810   10.135   8.453   7.856   7.553   2.43126392   1
   0.021238   9.8000   0.29546764   0.2955   -2.1109   3.4900   4.9314   10.047   15.670   14.218   12.700   11.336   9.745   8.153   7.552   7.259   2.53634095   1
   0.021238   9.8000   0.30740377   0.3074   -2.0738   3.4927   4.9222   9.955   15.501   14.066   12.556   11.209   9.636   8.067   7.464   7.174   2.56520677   1
   0.021238   9.8000   0.30884838   0.3088   -2.0692   3.4930   4.9208   9.943   15.481   14.048   12.539   11.194   9.623   8.056   7.453   7.163   2.56858659   1
   0.021238   9.8000   0.35740378   0.3574   -1.9236   3.5019   4.8741   9.579   14.863   13.489   12.010   10.720   9.209   7.711   7.102   6.824   2.66943765   1
   0.021238   9.8000   0.44999999   0.4500   -1.6562   3.5239   4.7949   8.910   13.707   12.412   10.982   9.806   8.439   7.096   6.466   6.212   2.81098008   1
   0.021238   9.8000   0.50000000   0.5000   -1.5062   3.5378   4.7464   8.535   13.100   11.820   10.422   9.306   8.015   6.755   6.109   5.871   2.86847806   1
   0.021238   9.8000   0.55000001   0.5500   -1.3433   3.5553   4.6948   8.128   12.465   11.169   9.793   8.741   7.555   6.393   5.728   5.509   2.91663504   1
