#   Isochrone  Z = 0.00013   Y = 0.24900   [M/H] = -2.064   eta_R = 0.200   Age =    1.5849e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.000134   9.2000   0.09577767   0.0958   -2.9661   3.5274   5.4468   12.185   17.540   15.565   13.761   12.509   11.430   10.362   10.046   9.955   1.52825892   0
   0.000134   9.2000   0.09894907   0.0989   -2.8966   3.5360   5.4261   12.012   17.034   15.219   13.482   12.279   11.268   10.220   9.867   9.764   1.56007206   1
   0.000134   9.2000   0.10184020   0.1018   -2.8329   3.5440   5.4067   11.852   16.581   14.904   13.232   12.070   11.118   10.090   9.707   9.593   1.58822739   1
   0.000134   9.2000   0.11155534   0.1116   -2.6306   3.5692   5.3451   11.347   15.227   13.931   12.467   11.432   10.632   9.674   9.213   9.080   1.67702913   1
   0.000134   9.2000   0.13155533   0.1316   -2.4028   3.5904   5.2735   10.777   14.049   13.018   11.714   10.789   10.071   9.176   8.670   8.520   1.83651268   1
   0.000134   9.2000   0.15155534   0.1516   -2.2502   3.6016   5.2273   10.396   13.388   12.476   11.245   10.377   9.691   8.830   8.311   8.152   1.97060776   1
   0.000134   9.2000   0.18311067   0.1831   -2.0758   3.6127   5.1794   9.959   12.696   11.893   10.728   9.911   9.256   8.428   7.902   7.737   2.14393187   1
   0.000134   9.2000   0.19943614   0.1994   -1.9997   3.6171   5.1579   9.769   12.409   11.647   10.506   9.709   9.065   8.251   7.724   7.558   2.21932054   1
   0.000134   9.2000   0.22888835   0.2289   -1.8766   3.6242   5.1230   9.461   11.950   11.253   10.149   9.384   8.757   7.964   7.438   7.273   2.33634281   1
   0.000134   9.2000   0.27888834   0.2789   -1.7017   3.6339   5.0726   9.024   11.316   10.705   9.648   8.923   8.320   7.554   7.033   6.871   2.49321747   1
   0.000134   9.2000   0.34999999   0.3500   -1.4984   3.6454   5.0141   8.516   10.587   10.073   9.068   8.388   7.811   7.080   6.568   6.414   2.65552020   1
   0.000134   9.2000   0.40000001   0.4000   -1.3743   3.6532   4.9791   8.206   10.134   9.684   8.714   8.060   7.501   6.792   6.290   6.141   2.74133730   1
   0.000134   9.2000   0.44999999   0.4500   -1.2358   3.6656   4.9414   7.860   9.568   9.221   8.302   7.690   7.158   6.484   5.997   5.860   2.81098008   1
   0.000134   9.2000   0.49237978   0.4924   -1.1059   3.6782   4.9009   7.535   9.029   8.785   7.919   7.345   6.839   6.200   5.731   5.606   2.86036515   1
   0.000134   9.2000   0.50000000   0.5000   -1.0837   3.6803   4.8940   7.479   8.938   8.711   7.854   7.286   6.784   6.151   5.686   5.563   2.86847806   1
   0.000134   9.2000   0.55000001   0.5500   -0.9218   3.6965   4.8383   7.074   8.282   8.178   7.387   6.864   6.393   5.804   5.364   5.255   2.91663504   1
   0.000134   9.2000   0.60000002   0.6000   -0.7551   3.7166   4.7898   6.658   7.596   7.621   6.912   6.436   6.002   5.466   5.057   4.965   2.95739889   1
   0.000134   9.2000   0.63608974   0.6361   -0.6360   3.7324   4.7592   6.360   7.118   7.227   6.579   6.138   5.731   5.234   4.850   4.770   2.98315883   1
   0.000134   9.2000   0.64999998   0.6500   -0.5917   3.7384   4.7480   6.249   6.948   7.084   6.457   6.028   5.631   5.149   4.774   4.698   2.99236870   1
   0.000134   9.2000   0.69999999   0.7000   -0.4348   3.7610   4.7138   5.857   6.366   6.583   6.034   5.649   5.289   4.860   4.518   4.459   3.02253795   1
   0.000134   9.2000   0.73418438   0.7341   -0.3327   3.7756   4.6908   5.602   6.019   6.273   5.767   5.408   5.070   4.672   4.351   4.303   3.04086757   1
   0.000134   9.2000   0.75000000   0.7500   -0.2868   3.7821   4.6802   5.487   5.868   6.134   5.650   5.304   4.976   4.590   4.276   4.234   3.04879928   1
   0.000134   9.2000   0.75175536   0.7517   -0.2818   3.7827   4.6787   5.474   5.851   6.119   5.638   5.293   4.967   4.582   4.268   4.226   3.04965949   1
