#   Isochrone  Z = 0.02124   Y = 0.28667   [M/H] = 0.171   eta_R = 0.200   Age =    8.9128e+09 yr
#      Z   log(age/yr)   M_ini      M_act   logL/Lo   logTe   logG   mbol    U       B       V       R       I       J       H       K   int_IMF   stage
   0.021238   9.9500   0.09148076   0.0915   -3.4134   3.3566   5.1910   13.304   25.836   22.286   20.243   17.398   14.694   11.103   10.515   10.162   1.48352957   1
   0.021238   9.9500   0.10296151   0.1030   -3.2320   3.3807   5.1575   12.850   23.926   20.850   18.919   16.383   13.885   10.705   10.117   9.766   1.59892321   1
   0.021238   9.9500   0.12296151   0.1230   -2.9921   3.4103   5.1129   12.250   21.559   19.053   17.253   15.093   12.848   10.173   9.585   9.240   1.77141464   1
   0.021238   9.9500   0.14296152   0.1430   -2.8118   3.4310   5.0808   11.799   19.896   17.774   16.061   14.162   12.091   9.770   9.181   8.842   1.91567707   1
   0.021238   9.9500   0.16592301   0.1659   -2.6550   3.4468   5.0522   11.408   18.730   16.829   15.188   13.453   11.502   9.412   8.822   8.491   2.05468392   1
   0.021238   9.9500   0.20740378   0.2074   -2.4385   3.4652   5.0063   10.866   17.374   15.700   14.120   12.563   10.765   8.914   8.321   8.004   2.25323844   1
   0.021238   9.9500   0.25740379   0.2574   -2.2334   3.4809   4.9577   10.354   16.273   14.752   13.220   11.792   10.118   8.436   7.840   7.537   2.43126392   1
   0.021238   9.9500   0.30740377   0.3074   -2.0666   3.4927   4.9152   9.937   15.478   14.046   12.537   11.191   9.618   8.049   7.446   7.156   2.56520677   1
   0.021238   9.9500   0.35740378   0.3574   -1.9198   3.5019   4.8707   9.570   14.850   13.478   11.999   10.710   9.199   7.702   7.093   6.814   2.66943765   1
   0.021238   9.9500   0.44999999   0.4500   -1.6514   3.5241   4.7911   8.899   13.690   12.396   10.968   9.793   8.426   7.085   6.454   6.201   2.81098008   1
   0.021238   9.9500   0.50000000   0.5000   -1.5002   3.5383   4.7422   8.520   13.078   11.799   10.401   9.287   7.998   6.741   6.094   5.857   2.86847806   1
   0.021238   9.9500   0.55000001   0.5500   -1.3322   3.5562   4.6872   8.100   12.427   11.130   9.754   8.706   7.525   6.367   5.702   5.484   2.91663504   1
   0.021238   9.9500   0.60000002   0.6000   -1.1649   3.5795   4.6509   7.682   11.767   10.412   9.045   8.066   7.052   6.015   5.328   5.139   2.95739889   1
   0.021238   9.9500   0.64999998   0.6499   -0.9927   3.6084   4.6292   7.252   11.065   9.635   8.313   7.402   6.578   5.657   4.961   4.816   2.99236870   1
   0.021238   9.9500   0.69999999   0.6999   -0.8232   3.6388   4.6135   6.828   10.247   8.828   7.602   6.768   6.130   5.310   4.641   4.538   3.02253795   1
   0.021238   9.9500   0.72834623   0.7282   -0.7263   3.6572   4.6074   6.586   9.616   8.339   7.193   6.422   5.874   5.120   4.499   4.411   3.03785539   1
   0.021238   9.9500   0.75000000   0.7499   -0.6539   3.6708   4.6020   6.405   9.121   7.983   6.901   6.185   5.685   4.980   4.402   4.322   3.04879928   1
   0.021238   9.9500   0.75823879   0.7581   -0.6284   3.6745   4.5960   6.341   8.970   7.873   6.809   6.109   5.619   4.928   4.363   4.284   3.05280399   1
   0.021238   9.9500   0.78456974   0.7844   -0.5471   3.6862   4.5764   6.138   8.506   7.533   6.524   5.872   5.412   4.762   4.234   4.161   3.06505561   1
   0.021238   9.9500   0.80000001   0.7998   -0.4998   3.6930   4.5647   6.020   8.245   7.342   6.363   5.738   5.293   4.666   4.158   4.088   3.07187057   1
   0.021238   9.9500   0.82229382   0.8221   -0.4306   3.7025   4.5456   5.847   7.874   7.072   6.136   5.546   5.121   4.526   4.047   3.981   3.08125854   1
   0.021238   9.9500   0.84319413   0.8430   -0.3659   3.7112   4.5266   5.685   7.543   6.830   5.929   5.369   4.961   4.395   3.941   3.878   3.08959794   1
   0.021238   9.9500   0.85000002   0.8498   -0.3448   3.7140   4.5200   5.632   7.438   6.753   5.864   5.313   4.910   4.352   3.906   3.845   3.09222293   1
   0.021238   9.9500   0.85935163   0.8591   -0.3157   3.7176   4.5102   5.559   7.297   6.649   5.774   5.236   4.839   4.293   3.857   3.796   3.09576011   1
   0.021238   9.9500   0.87918770   0.8789   -0.2534   3.7251   4.4878   5.404   7.007   6.432   5.588   5.072   4.687   4.165   3.749   3.692   3.10300827   1
   0.021238   9.9500   0.89793491   0.8976   -0.1943   3.7318   4.4648   5.256   6.742   6.231   5.414   4.917   4.545   4.043   3.645   3.591   3.10955691   1
   0.021238   9.9500   0.89999998   0.8997   -0.1878   3.7326   4.4622   5.240   6.714   6.209   5.395   4.901   4.529   4.030   3.633   3.579   3.11026096   1
   0.021238   9.9500   0.90201408   0.9017   -0.1814   3.7333   4.4595   5.224   6.686   6.188   5.376   4.884   4.514   4.017   3.622   3.568   3.11094475   1
   0.021238   9.9500   0.92123830   0.9209   -0.1195   3.7394   4.4315   5.069   6.427   5.985   5.199   4.726   4.366   3.888   3.508   3.457   3.11731648   1
   0.021238   9.9500   0.93902153   0.9386   -0.0616   3.7447   4.4031   4.924   6.200   5.802   5.038   4.579   4.227   3.765   3.398   3.349   3.12297273   1
   0.021238   9.9500   0.94999999   0.9495   -0.0257   3.7478   4.3844   4.834   6.063   5.691   4.940   4.488   4.141   3.687   3.328   3.281   3.12635612   1
   0.021238   9.9500   0.95283508   0.9524   -0.0163   3.7485   4.3793   4.811   6.028   5.663   4.914   4.464   4.119   3.667   3.310   3.262   3.12721705   1
   0.021238   9.9500   0.97094667   0.9704   0.0437   3.7527   4.3440   4.661   5.817   5.484   4.753   4.314   3.975   3.535   3.187   3.141   3.13259459   1
   0.021238   9.9500   0.98818064   0.9876   0.1002   3.7557   4.3070   4.519   5.633   5.323   4.604   4.173   3.838   3.406   3.066   3.021   3.13752389   1
   0.021238   9.9500   1.00000000   0.9993   0.1413   3.7575   4.2785   4.417   5.503   5.207   4.496   4.070   3.738   3.312   2.976   2.931   3.14080405   1
   0.021238   9.9500   1.00679815   1.0061   0.1661   3.7585   4.2607   4.355   5.426   5.138   4.431   4.008   3.678   3.254   2.920   2.876   3.14265418   1
   0.021238   9.9500   1.01831388   1.0176   0.2098   3.7597   4.2264   4.245   5.299   5.021   4.319   3.899   3.570   3.150   2.819   2.775   3.14572740   1
   0.021238   9.9500   1.02748418   1.0267   0.2458   3.7600   4.1956   4.155   5.203   4.928   4.228   3.810   3.481   3.062   2.731   2.688   3.14812160   1
